,Unnamed: 0,id,short_code,name,internal_name,enabled,fix_tier,pipeline_company_id,show_stats,last_fetch,last_photo_fetch,last_insert_delete_check,db_schema,db_maintenance,schema_listing_data_table,listing_table,listing_criteria,listing_uid,listing_mls_number,listing_searchable_mls_number,listing_broker,listing_broker_attribution,listing_agent_id_1,listing_agent_first_name_1,listing_agent_last_name_1,listing_agent_full_name_1,listing_agent_photo_1,listing_agent_email_1,listing_agent_phone_1,listing_agent_id_2,listing_selling_agent_id_1,listing_selling_agent_id_2,listing_address,listing_city,listing_state,listing_zip,listing_country,listing_county,listing_latitude,listing_longitude,listing_last_updated_timestamp,listing_photo_last_updated_timestamp,listing_geocode_if_needed,listing_geocode_include_zip,listing_favored_geocoder,listing_addresses_table,enable_address_normalization,listing_extra_table_uid,listing_price,listing_status,listing_log_history,listing_log_history_table,listing_log_history_table_id,listing_log_price_row_criteria,listing_log_date,listing_num_beds,listing_num_baths,listing_num_baths_total,listing_num_baths_quarter,listing_num_baths_half,listing_num_baths_threequarter,listing_num_baths_full,listing_office_id,listing_square_feet,hide_sqft,listing_year_built,listing_foreclosure,listing_style,listing_num_photos,listing_date,listing_list_date,listing_list_price,listing_off_market_date,listing_original_list_price,listing_sales_close_date,listing_sales_price,listing_apn,listing_virtual_tour,listing_agent_remarks,listing_public_remarks,listing_elementary_school_district,listing_middle_school_district,listing_high_school_district,listing_elementary_schools,listing_middle_schools,listing_high_schools,listing_heating,listing_cooling,listing_num_garage_parking_spaces,listing_num_carport_parking_spaces,listing_num_open_parking_spaces,listing_interior_features,listing_exterior_features,listing_construction_type,listing_parking_features,listing_history_table,openhouse_mls_number,openhouse_listing_uid,openhouse_table,openhouse_from_datetime,openhouse_to_datetime,openhouse_from_time,openhouse_to_time,openhouse_comments,openhouse_type,openhouse_public_type,openhouse_broker_type,openhouse_is_virtual,openhouse_virtual_url,openhouse_virtual_description,openhouse_hosting_agent_mls_id,office_table,office_table_id,office_table_office_name,agent_table,agent_table_id,agent_table_first_name,agent_table_last_name,agent_table_username,agent_table_board_reference,agent_table_office_name,agent_table_office_id,agent_table_join_office_table,agent_active_criteria,agent_is_member_for_count_criteria,agent_roster_criteria,agent_email,agent_phone,agent_cell_phone,agent_preferred_phone,agent_office_phone,agent_license_label,agent_license_number,agent_license_country,agent_license_state,agent_license_date,agent_nrds_id,agent_table_join_listing_table,agent_permissions_values,agent_last_updated_timestamp,rooms_table,rooms_type,rooms_table_listing_id_column,units_table,units_type,units_table_listing_id_column,manual_room_name,active_criteria,sold_criteria,idx_mls_open_houses_criteria,lock_session_id,reliance_id,reliance_mls_prefix,reliance_name,reliance_icon_url,office_table_address1,office_table_address2,office_table_city,office_table_state,office_table_zip,office_table_fax,office_table_phone,office_table_website,office_table_attribution,office_broker_name,office_broker_agent_id,office_broker_agent_table_id,customer_agent_id,attachments_table,attachments_listing_uid,attachments_listing_mls_number,attachments_url,attachments_title,attachments_type,attachments_criteria,job_server,rets_short_code,agent_default_max_devices,homespotter_signups,listing_alternate_uid,enable_free_mls,mls_latitude,mls_longitude,mlsapi_model,agent_photo_url,agent_table_attribution,mls_logo_url,listing_days_on_market,use_listing_history,listing_is_rental,rets_type,reso_ouid,source_mls,display_days,primary_country_code
0,0,1,rmls,NorthstarMLS,,1,1.0,,1,2023-03-23 17:17:26,2023-03-23 22:15:47,2023-03-23 09:30:43,mls_1,0,,northstar_cdp_listings,,ListingKeyNumeric,ListingId,ListingId,ListOfficeName,,ListAgentMlsId,,,,,,,CoListAgentMlsId,BuyerAgentMlsId,CoBuyerAgentMlsId,"CONCAT_WS(' ',   nullif(StreetNumber,''),   nullif(StreetDirPrefix,''),  nullif(StreetName,''),  nullif(StreetSuffix,''),  nullif(StreetDirSuffix,''),  nullif(UnitNumber,''))",CityName,StateOrProvince,PostalCode,'USA',CountyOrParish,Latitude,Longitude,,,1,1,,northstar_cdp_listing_addresses,1,,"IF(  CASE WHEN (AuctionType IS NOT NULL AND AuctionType <> 'N/A') THEN 0 WHEN PropertyType='Residential Rental' THEN ListPrice WHEN standardstatus IN ('Closed') THEN ClosePrice ELSE coalesce(ListPrice,0) END > 99999999,  NULL,  CASE WHEN (AuctionType IS NOT NULL AND AuctionType <> 'N/A') THEN 0 WHEN PropertyType='Residential Rental' THEN ListPrice WHEN standardstatus IN ('Closed') THEN ClosePrice ELSE coalesce(ListPrice,0) END)",StandardStatus,1,northstar_listings_price_status_history,ListingKeyNumeric,,updated,BedroomsTotal,BathroomsTotalInteger,BathroomsTotalInteger,BathroomsOneQuarter,BathroomsHalf,BathroomsThreeQuarter,BathroomsFull,ListOfficeKeyNumeric,"COALESCE(BuildingFinishedArea,LivingAreaFinished)",0,YearBuilt,"IF(SpecialListingConditions LIKE '%Foreclosure%' OR SpecialListingConditions LIKE '%Short Sale%' OR SpecialListingConditions LIKE '%Real Estate Owned%' ,1,0)","case   when PropertyType = 'Multi-Family' then case PropertySubTypeAdditional                                               when 'Duplex Side by Side' then '(MF) Duplex Side X Side'                                               when 'Apartments/Multi Family' then '(MF) Apartments'                                               else CONCAT('(MF) ', COALESCE(PropertySubTypeAdditional, 'Other')) end   else case PropertySubType            when '(TH) Side by Side' then '(TH) Side x Side'            when 'Apartment         ' then '(RT) Apartment'            when '(RT) Duplex Side by Side' then '(RT) Duplex Side x Side'            when '(RT) Four Plex' then '(RT) Fourplex'            when 'Time Share        ' then 'Time Share'            when 'Duplex Side by Side' then '(MF) Duplex Side X Side'            when 'Apartments/Multi Family' then '(MF) Apartments'            else PropertySubType end end",CASE WHEN StandardStatus = 'Closed' AND PictureDownloadedCount > 0 THEN 1 ELSE PictureDownloadedCount END,"COALESCE(CloseDate,ListingContractDate)",ListingContractDate,"IF(ListPrice > 99999999, NULL, ListPrice)","IF(StandardStatus = 'Closed',CloseDate,OffMarketDate)",OriginalListPrice,CloseDate,ClosePrice,ParcelNumber,VirtualTourURLUnbranded,PrivateRemarks,PublicRemarks,,,,,,,,,,,,,,,,northstar_cdp_listings_history,ListingId,ListingKeyNumeric,northstar_cdp_openhouses,OpenHouseStartTime,OpenHouseEndTime,,,,OpenHouseType,'Public','Broker',,,,,northstar_cdp_offices,OfficeKeyNumeric,,northstar_cdp_agents,MemberMlsId,MemberFirstName,MemberLastName,MemberMlsId,,,,northstar_cdp_agents.OfficeKeyNumeric = northstar_cdp_offices.OfficeKeyNumeric,,,,MemberEmail,"COALESCE(MemberPreferredPhone, MemberDirectPhone, MemberMobilePhone, MemberHomePhone)",MemberMobilePhone,MemberPreferredPhone,,,MemberStateLicense,,,,,,,,northstar_cdp_rooms,3.0,ListingKeyNumeric,northstar_cdp_units,2.0,ListingKeyNumeric,1.0,,,,,,,,https://mls-reciprocity-logos.s3.amazonaws.com/br.png,OfficeAddress1,OfficeAddress2,OfficeCity,OfficeStateOrProvince,OfficePostalCode,OfficeFax,OfficePhone,,,,,,,northstar_cdp_medias,ResourceRecordKeyNumeric,,"CONCAT('http://media.northstarmls.com/mediadisplay/',RIGHT(LEFT(OriginalFilename,LOCATE('-', OriginalFilename)-1),3),'/', OriginalFilename)",LongDescription,LOWER(type),(type='PDF'),0,northstar_cdp,10.0,1,,1.0,44.96413602,-93.20542758,matrix_mlsapi_model,,,https://mls-logos.s3.amazonaws.com/northstar.jpg,DaysOnMarket,1.0,"IF(PropertyType IN ('Residential Rental'),1,NULL)",MATRIX,M00000345,,None,US
9,11,14,nwmls,Northwest MLS,,1,1.0,17735224.0,1,2023-03-23 22:17:08,2023-03-23 22:05:51,2023-03-23 20:00:30,mls_14,0,,nwmls_listings,,matrix_unique_id,ListingNumber,ListingNumber,ListingOfficeName,,ListingAgentId,,,ListingAgentFullName,,,,CoListingAgentId,SellingAgentId,CoSellingAgentId,"trim(concat(case when streetnumber is not null && streetnumber !=0 then concat(streetnumber, ' ') else '' end, case when streetnumbermodifier is not null and streetnumbermodifier <> '' then concat(streetnumbermodifier, ' ') else '' end, case when streetdirection is not null and streetdirection  <> '' then concat(streetdirection, ' ') else '' end, case when streetname is not null and streetname <> '' then concat(streetname, ' ') else '' end, case when streetsuffix is not null and streetsuffix <> '' then concat(streetsuffix, ' ') else '' end, case when streetpostdirection is not null and streetpostdirection  <> '' then concat(streetpostdirection, ' ') else '' end, case when unit is not null and unit <> '' then concat ('#', unit, ' ') else '' end))",City,"CASE
WHEN StateOrProvince LIKE 'Wa%' THEN 'WA'
WHEN StateOrProvince LIKE 'Or%' THEN 'OR'
ELSE StateOrProvince
END",ZipCode,'USA',County,Latitude,Longitude,MatrixModifiedDT,PhotoModificationTimestamp,0,1,,nwmls_listing_addresses,1,listing_MUI,"coalesce(case when sellingprice between 1 and 2147483646 then sellingprice else null end, listingprice)",Status,1,nwmls_listings_price_status_history,,,updated,Bedrooms,"CASE WHEN (COALESCE(BathsFullTotal, 0) + COALESCE(BathsHalfTotal, 0) + COALESCE(BathsThreeQuarterTotal, 0)) > 0 THEN (COALESCE(BathsFullTotal, 0) + COALESCE(BathsHalfTotal, 0) + COALESCE(BathsThreeQuarterTotal, 0)) else BathroomCount end","CASE WHEN (COALESCE(BathsFullTotal, 0) + COALESCE(BathsHalfTotal, 0) + COALESCE(BathsThreeQuarterTotal, 0)) > 0 THEN (COALESCE(BathsFullTotal, 0) + COALESCE(BathsHalfTotal, 0) + COALESCE(BathsThreeQuarterTotal, 0)) else BathroomCount end",,BathsHalfTotal,BathsThreeQuarterTotal,BathsFullTotal,ListingOfficeId,"coalesce(case when SquareFootageFinished='0' then null else SquareFootageFinished end, 
case when ApproximateBuildingSquareFeet > 0 then ApproximateBuildingSquareFeet 
else null end, squarefootage)",0,"IF(Length(YearBuilt)=4,YearBuilt, NULL)",CASE WHEN ThirdPartyApprovalRequired LIKE '%short sale%' THEN 1 WHEN BankOrRealEstateOwned = 1 THEN 1 ELSE NULL END,StyleCode,"IF(status in ('Active', 'Contingent') OR status like 'pending%', PictureDownloadedCount, least(PictureDownloadedCount, 1))",ListingDate,ListingDate,ListingPrice,case when StatusDate > NOW() then MatrixModifiedDT else StatusDate end,OriginalPrice,case when status='Rented' then MatrixModifiedDT else SellingDate end,SellingPrice,APN,VirtualTourURL,AgentOnlyComments,MarketingComments,,,,,,,Heating,Cooling,,,,,,,,nwmls_listings_history,ListingNumber,Listing_MUI,nwmls_openhouses,"cast(concat(left(FromDate,10),' ',case when FromTime < 600 then floor(FromTime / 100) + 12 when FromTime >= 2400 then null else floor(FromTime / 100) end,':',FromTime % 100,':00') as datetime)","cast(concat(left(FromDate,10),' ',case when ToTime < 800 then floor(ToTime / 100) + 12 when ToTime >= 2400 then null else floor(ToTime / 100) end,':',ToTime % 100,':00') as datetime)",,,,CASE WHEN OpenhouseType like 'Public%' then 'Public' else 'Broker' END ,'Public','Broker',virtualopenhouseurl IS NOT NULL,virtualopenhouseurl,"if(virtualopenhouseurl IS NOT NULL, Description, NULL)",,nwmls_offices,OfficeId,OfficeName,nwmls_agents,AgentId,Nickname,LastName,AgentId,,OfficeName,OfficeId,nwmls_agents.OfficeId=nwmls_offices.OfficeId and nwmls_agents.OfficeNumber=nwmls_offices.OfficeNumber,,"OfficeID IN (SELECT OfficeID FROM nwmls_offices WHERE OfficeID NOT IN (3972,4567) AND (OfficeType IS NULL OR OfficeType IN ('Appraisal Office', 'Associate/Title/Escrow', 'Broker Office', 'Not Applicable', 'NON Member', 'Olympic Office', 'State Wide Forms', 'Trial Membership', 'Win Member Office'))) and MUC IN ('AI - Agent W\\ Input', 'ANI - Agent W\\ No Input', 'AP - Appraiser', 'AS - Assistant', 'ASI - Assistant W\\ Input', 'BI - Broker W\\ Input', 'BNI - Broker W\\ NoInput', 'CI - Clerical W\\Input', 'CNI - Clerical W\\NoInput') and MemberStatus IN ('Active','Suspended') and MemberType NOT IN ('NON MEMBER', 'Olympic MLS Broker ', 'Olympic MLS Sales Agent ', 'SA DELETED/W-KEY', 'Olympic Clerical ', 'Associate', 'Auth Signer/Charge', 'Whatcom Key holder', 'Other', 'Olympic Appraiser', 'Other', 'Trial Branch Broker ', 'Trial Des Bro', 'Trial Sales Agent', 'Trial Clerical', 'WIN Agreements', 'Jefferson Xpress Forms Users ', 'NWMLS STAFF', 'Quasi Governmental Agency', 'Governmental user')","nwmls_agents.OfficeID IN (SELECT OfficeID FROM nwmls_offices WHERE OfficeID NOT IN (3972,4567) AND (OfficeType IS NULL OR OfficeType IN ('Appraisal Office', 'Associate/Title/Escrow', 'Broker Office', 'Not Applicable', 'NON Member', 'Olympic Office', 'State Wide Forms', 'Trial Membership', 'Win Member Office'))) and MUC IN ('AI - Agent W\\ Input', 'ANI - Agent W\\ No Input', 'AP - Appraiser', 'AS - Assistant', 'ASI - Assistant W\\ Input', 'BI - Broker W\\ Input', 'BNI - Broker W\\ NoInput', 'CI - Clerical W\\Input', 'CNI - Clerical W\\NoInput') and MemberStatus IN ('Active','Suspended') and MemberType NOT IN ('NON MEMBER', 'Olympic MLS Broker ', 'Olympic MLS Sales Agent ', 'SA DELETED/W-KEY', 'Olympic Clerical ', 'Associate', 'Auth Signer/Charge', 'Whatcom Key holder', 'Other', 'Olympic Appraiser', 'Other', 'Trial Branch Broker ', 'Trial Des Bro', 'Trial Sales Agent', 'Trial Clerical', 'WIN Agreements', 'Jefferson Xpress Forms Users ', 'NWMLS STAFF', 'Quasi Governmental Agency', 'Governmental user')",EMailAddress,ContactPhone,"CASE
  WHEN ContactPhoneType = 'Cellular' THEN ContactPhone
  ELSE NULL
END",ContactPhone,OfficePhone,,,,,,,,,,nwmls_listings_rooms,3.0,listing_MUI,nwmls_listings_units,2.0,matrix_unique_id,2.0,"Status IN ('Active','Contingent') OR Status LIKE 'Pending%'",,,,101.0,NWM,Northwest MLS,https://mls-logos.s3.amazonaws.com/northwest.png,StreetAddress,StreetCareof,StreetCity,StreetState,StreetZipCode,FaxPhone,,,,,,,,nwmls_medias,Table_MUI,,"CONCAT('http://mobilerealtyapps-attachments.s3.amazonaws.com/14/',LEFT(nwmls_medias.Table_MUI,(LENGTH(nwmls_medias.Table_MUI)-3)),'/',nwmls_medias.Table_MUI,'/',MD5(CONCAT(nwmls_medias.Table_MUI, 'hs88')),'-',(nwmls_medias.Order + 1),'.pdf')","COALESCE(Description, OriginalFileName)",CASE WHEN Type = 'Portable Document Format' THEN 'pdf' ELSE NULL END,(Type = 'Portable Document Format') AND is_ignored = 0,1,nwmls,,1,,1.0,47.70613377,-122.19044708,,"CASE WHEN HasPicture = 1 THEN CONCAT('https://mobilerealtyapps-agent-photos.s3.amazonaws.com/14/l/',nwmls_agents.matrix_unique_id,'.jpg') ELSE NULL END",,https://mls-logos.s3.amazonaws.com/northwest.png,DOM,1.0,case when propertytype='Single Family' and PropertySubType in ('Rental')  then 1 end,MATRIX,M00000650,,None,US
11,13,16,mlswis,Metro MLS,,1,3.0,17732098.0,1,2023-03-23 17:11:14,2023-03-23 22:00:49,2023-03-23 12:10:30,mls_16,0,,metromls_listings,,internal_listing_id,listing_id,listing_id,listingofficename,attribution_contact,listingmembershortid,,,listingmembername,,listingmemberemail,listingmemberphone,,sellingmembershortid,,"TRIM(concat((case when street_num is not null then concat(street_num, ' ') else '' end), (case when street_dir is not null then concat(street_dir,' ') else '' end), (case when street_name is not null then concat(street_name, ' ') else '' end)))",municipality,CASE state   WHEN 'Wisconsin' THEN 'WI'   WHEN 'Minnesota' THEN 'MN'   WHEN 'Michigan' THEN 'MI'   WHEN 'Illinois' THEN 'IL'   WHEN 'Iowa' THEN 'IA'   WHEN 'Arizona' THEN 'AZ'   ELSE state END,"LEFT(zip_code, 5)",'USA',county,geo_lat,geo_lon,timestamp,picture_timestamp,1,1,,metromls_listing_addresses,1,,CASE WHEN sold_price IS NOT NULL AND sold_price <> 0 THEN sold_price WHEN rented_price IS NOT NULL AND rented_price <> 0 THEN rented_price WHEN rental_price IS NOT NULL AND rental_price <> 0 THEN rental_price WHEN list_price IS NOT NULL AND list_price <> 0 THEN list_price ELSE 0 END,status,1,metromls_listings_price_status_history,internal_listing_id,,updated,"coalesce(bedrooms, bedrooms_u2+u1_bedrooms)","coalesce(total_bathrooms, 		 nullif(COALESCE(full_baths, 0) + COALESCE(half_baths, 0),0), 		 nullif(COALESCE(full_baths_u2, 0) + COALESCE(u1_full_baths, 0),0))","COALESCE(full_baths, 0) + COALESCE(half_baths, 0)",,half_baths,,full_baths,,est_total_sq_ft,0,est_year_built,,style,PictureDownloadedCount,"coalesce(listing_date,date(entry_timestamp),date(metromls_listings.added_timestamp))","coalesce(listing_date,date(entry_timestamp),date(added_timestamp))",list_price,case when status != 'Sold' then status_change_date else pending_date end,original_list_price,"coalesce(sold_date, rented_date)","coalesce(sold_price, rented_price)",tax_key_number,unbranded_virtual_tour,private_remarks,public_remarks,,,,,,,,,,,,,,,,,listing_number,,metromls_openhouses,event_start,event_end,,,,,,,hs_rets_class = 'VirtualOpenHouse',virtual_uri,virtual_description,,metromls_offices,office_id,,metromls_agents,shortid,first_name,last_name,license_number,,,office_id,metromls_agents.office_id=metromls_offices.office_id,active_status=1,active_status=1,active_status=1,email,,cell_phone,,office_phone,,,,,,nrdsid,,,,metromls_listings,1.0,,,0.0,,2.0,,,,,,,,https://mls-reciprocity-logos.s3.amazonaws.com/br.png,street1,street2,city,state,zip,,office_phone,url,attribution_contact,broker_name,broker_id,agent_id,,,,,,,,,1,metromls,,1,,,43.05903402,-88.05739698,,,attribution_contact,,days_on_market,1.0,case when for_salelease='For Lease Only' then 1 end,FLEX_MLS,M00000662,,None,US
14,17,21,heartlndmatrix,Heartland MLS,Heartland MLS Reso Data Dictionary,1,1.0,,1,2023-03-23 17:05:13,2023-03-23 21:50:50,2023-03-23 16:10:17,mls_21,0,,heartlndmatrix_listings,,ListingKeyNumeric,ListingId,ListingId,ListOfficeName,,ListAgentMlsId,,,,,,,CoListAgentMlsId,BuyerAgentMlsId,CoBuyerAgentMlsId,"concat_ws(' ',StreetNumber,StreetDirPrefix,StreetName,StreetSuffix,StreetDirSuffix,if(UnitNumber is not null, concat(""#"",UnitNumber),null))",City,StateOrProvince,PostalCode,'USA',CountyOrParish,GeoLatitude,GeoLongitude,,,1,1,,heartlndmatrix_listing_addresses,1,ExtraTableUID,"if(standardstatus='closed',ClosePrice,ListPrice)",StandardStatus,1,heartlndmatrix_listings_price_status_history,,,,BedroomsTotal,"coalesce(BathroomsFull,0)+coalesce(BathroomsHalf,0)","coalesce(BathroomsFull,0)+coalesce(BathroomsHalf,0)",,BathroomsHalf,,BathroomsFull,ListOfficeKeyNumeric,"coalesce(LivingArea,BuildingAreaTotal)",0,YearBuilt,,ArchitecturalStyle,PictureDownloadedCount,"if(StandardStatus='Closed',CloseDate,ListingContractDate)",ListingContractDate,ListPrice,OffMarketDate,OriginalListPrice,CloseDate,ClosePrice,ParcelNumber,VirtualTourURLUnbranded,PrivateRemarks,PublicRemarks,,,,,,,,,,,,,,,,heartlndmatrix_listings_history,ListingId,ListingKeyNumeric,heartlndmatrix_openhouses,"left(OpenHouseStartTime,16)","left(OpenHouseEndTime,16)",,,,OpenHouseType,'Public','Broker',"if(VirtualOpenHouseURL IS NOT NULL,1,0)",VirtualOpenHouseURL,OpenHouseDescription,,heartlndmatrix_offices,OfficeKeyNumeric,OfficeName,heartlndmatrix_agents,MemberMlsId,MemberFirstName,MemberLastName,MemberMlsId,MemberOriginatingBoardId,,OfficeKeyNumeric,heartlndmatrix_agents.OfficeKeyNumeric=heartlndmatrix_offices.OfficeKeyNumeric,"heartlndmatrix_agents.MemberStatus='Active' AND heartlndmatrix_agents.MemberMlsSecurityClass in ('Agent with Input','Agent Restricted Input','Firm Licensed','Firm Not Licensed','MLS Admin','MLS Staff','Non-Realtor','Office Licensed')","heartlndmatrix_agents.MemberStatus='Active' AND heartlndmatrix_agents.MemberMlsSecurityClass in ('Agent with Input','Agent Restricted Input','Firm Licensed','Firm Not Licensed','MLS Admin','MLS Staff','Non-Realtor','Office Licensed')","heartlndmatrix_agents.MemberStatus='Active' AND heartlndmatrix_agents.MemberMlsSecurityClass in ('Agent with Input','Agent Restricted Input','Firm Licensed','Firm Not Licensed','MLS Admin','MLS Staff','Non-Realtor','Office Licensed')",MemberEmail,"coalesce(MemberPreferredPhone,MemberDirectPhone,MemberOfficePhone,MemberMobilePhone,MemberHomePhone)",MemberMobilePhone,MemberPreferredPhone,MemberOfficePhone,,,,,,,,,,heartlndmatrix_rooms,3.0,ListingKeyNumeric,heartlndmatrix_units,1.0,ListingKeyNumeric,1.0,,,OpenHouseType='Public',,312.0,HRT,,https://mls-reciprocity-logos.s3.amazonaws.com/br.png,"coalesce(OfficeAddress1,OfficeMailAddr1)","coalesce(OfficeAddress2,OfficeMailAddr2)",OfficeCity,OfficeStateOrProvince,OfficePostalCode,OfficeFax,OfficePhone,SocialMediaWebsiteUrlOrId,,,,,,heartlndmatrix_attachments,ListingKeyNumeric,,DownloadURL,"COALESCE(Description, substring_index(DownloadURL, '/', -1))",,,2,heartlndmatrix,,1,,1.0,38.92492502,-94.61275148,matrix_mlsapi_model,,,https://mls-logos.s3.amazonaws.com/heartland.png,DaysOnMarket,,"if(TransactionType='Lease',1,null)",MATRIX,M00000270,,None,US
15,19,23,daar,Lake Superior Area REALTORS,,1,3.0,17733514.0,1,2023-03-23 17:01:14,2023-03-23 21:50:56,2023-03-23 13:10:58,mls_23,0,,daar_listings,,systemid,mls_num,mls_num,lo1office_name,,agent,la1agent_first_name,la1agent_last_name,"CONCAT(la1agent_first_name, ' ', la1agent_last_name)",,la1agent_email,la1agent_phone1_number,colisting_agent,,,address,city,state,zip,'USA',"substring_index(county, ' County', 1)",geo_latitude,geo_longitude,update_date,phototimestamp,1,1,google,daar_listing_addresses,1,systemid,asking_price,status,1,daar_listings_price_status_history,systemid,,updated,total_bedrooms,total_bathrooms,"COALESCE(14_baths, 0) + COALESCE(12_baths, 0) + COALESCE(34_baths, 0) + COALESCE(full_baths, 0)",14_baths,12_baths,34_baths,full_baths,,total_fin_square_footage,0,year_built,case when foreclosure='Yes' then 1 else 0 end,style,PictureDownloadedCount,listing_date,listing_date,asking_price,"case when status != 'Active' then coalesce(off_market_date, status_date) else null end",original_price,case when status = 'Sold' then closing_date else null end,sold_price,parcel_number,virtual_tour,agent_remarks,public_remarks,,,,,,,,,,,,,,,,daar_listings_history,mls_num,systemid,daar_openhouses,"CONVERT_TZ(start_datetime, 'GMT', 'America/Chicago')","CONVERT_TZ(event_end_datetime, 'GMT', 'America/Chicago')",,,,,,,live_stream=1,live_stream_url,,,daar_offices,office_identifier,,daar_agents,agent_identifier,agent_first_name,agent_last_name,,,aooffice_name,agent_office_id,daar_agents.agent_office_id=daar_offices.office_identifier,,,,agent_email,agent_phone2_number,agent_phone3_number,"(CASE WHEN LENGTH(agent_phone1_number)=7 THEN CONCAT(agent_phone1_area_code,agent_phone1_number) ELSE agent_phone1_number END)","(CASE WHEN LENGTH(aooffice_phone1_number)=7 THEN CONCAT(aooffice_phone1_area_code,aooffice_phone1_number) ELSE aooffice_phone1_number END)",,,,,agent_license_date,nrds_id,,,,daar_listings_rooms,2.0,mls_num,,0.0,,1.0,,,,,,,,https://mls-reciprocity-logos.s3.amazonaws.com/mn-duluth.png,"concat(offc_addrss_street_number,' ',offce_address_street_name,case when office_address_direction is not null then concat(' ',office_address_direction) else '' end)",office_address2,office_city,office_state,office_zip5,,"(CASE WHEN LENGTH(office_phone1_number)=7 THEN CONCAT(office_phone1_area_code,office_phone1_number) ELSE office_phone1_number END)",office_url,,,designated_broker_id,agent_identifier,,,,,,,,,2,daar,,1,,,46.74998002,-92.15432598,,,,,dom,1.0,case when salerent='For Rent' then 1 end,PARAGON,M00000337,,None,US
16,20,24,rasm,REALTOR Association of Southern Minnesota,,1,3.0,17735261.0,1,2023-03-23 17:02:04,2023-03-23 21:50:42,2023-03-23 13:10:19,mls_24,0,,rasm_listings,,systemid,mls_num,mls_num,lo1office_name,broker_attrib_contact,agent,la1agent_first_name,la1agent_last_name,"CONCAT(la1agent_first_name, ' ', la1agent_last_name)",,la1agent_email,la1agent_phone1_number,,,,address,city,"coalesce(state, 'MN')","COALESCE(LEFT(zip,5),LEFT(zip_code,5))",'USA',"substring_index(county, ' County', 1)",geo_latitude,geo_longitude,update_date,phototimestamp,1,1,,rasm_listing_addresses,1,systemid,asking_price,status,1,rasm_listings_price_status_history,systemid,,updated,total_bedrooms,total_bathrooms,"COALESCE(12_baths, 0) + COALESCE(14_baths, 0) + COALESCE(34_baths, 0) + COALESCE(full_baths, 0)",14_baths,12_baths,34_baths,full_baths,,total_fin_square_footage,0,year_built,case when foreclosure='Yes' then 1 else 0 end,style,PictureDownloadedCount,listing_date,listing_date,asking_price,,"coalesce(pricedropfrom, asking_price)","date(coalesce(closing_date, off_market_date))",sold_price,parcel_number,virtual_tour,agent_remarks,public_remarks,,,,,,,,,,,,,,,,,mls_num,systemid,rasm_openhouses,"CONVERT_TZ(start_datetime, 'GMT', 'America/Chicago')","convert_tz(event_end_datetime, 'UTC', 'America/Chicago')",,,,,,,live_stream=1,live_stream_url,,,rasm_offices,office_identifier,office_name,rasm_agents,agent_identifier,agent_first_name,agent_last_name,,,agent_office_id,agent_office_id,rasm_agents.agent_office_id=rasm_offices.office_identifier,,,,agent_email,,,"(CASE WHEN LENGTH(agent_phone1_number)=7 THEN CONCAT(agent_phone1_area_code,agent_phone1_number) ELSE agent_phone1_number END)","(CASE WHEN LENGTH(aooffice_phone1_number)=7 THEN CONCAT(aooffice_phone1_area_code,aooffice_phone1_number) ELSE aooffice_phone1_number END)",,,,,agent_license_date,nrds_id,,,,rasm_listings_rooms,2.0,mls_num,,0.0,,1.0,,,,,,,,,"concat(offc_addrss_street_number,' ',offce_address_street_name,case when office_address_direction is not null then concat(' ',office_address_direction) else '' end)",office_address2,office_city,office_state,office_zip5,,"(CASE WHEN LENGTH(office_phone1_number)=7 THEN CONCAT(office_phone1_area_code,office_phone1_number) ELSE office_phone1_number END)",office_url,,,designated_broker_id,agent_identifier,,,,,,,,,2,rasm,,1,,,44.19326212,-94.05341218,,,,,dom,1.0,case when salerent='For Rent' then 1 end,PARAGON,M00000343,,None,US
