,Field,Type,Null,Key,Default,Extra
0,AboveGradeFinishedArea,"decimal(16,2)",YES,,,
1,AboveGradeFinishedAreaSource,varchar(50),YES,,,
2,AboveGradeFinishedAreaUnits,varchar(25),YES,,,
3,AccessCode,varchar(25),YES,,,
4,AccessibilityFeatures,text,YES,,,
5,AdditionalParcelsDescription,varchar(255),YES,,,
6,AdditionalParcelsYN,tinyint(1),YES,,,
7,AnchorsCoTenants,text,YES,,,
8,Appliances,text,YES,,,
9,ArchitecturalStyle,text,YES,,,
10,AssociationAmenities,text,YES,,,
11,AssociationFee,"decimal(16,2)",YES,,,
12,AssociationFee2,"decimal(16,2)",YES,,,
13,AssociationFee2Frequency,varchar(25),YES,,,
14,AssociationFeeFrequency,varchar(25),YES,,,
15,AssociationFeeIncludes,text,YES,,,
16,AssociationName,varchar(50),YES,,,
17,AssociationName2,varchar(50),YES,,,
18,AssociationPhone,varchar(16),YES,,,
19,AssociationPhone2,varchar(16),YES,,,
20,AssociationYN,tinyint(1),YES,,,
21,AttachedGarageYN,tinyint(1),YES,,,
22,AvailabilityDate,date,YES,,,
23,Basement,text,YES,,,
24,BasementYN,tinyint(1),YES,,,
25,BathroomsFull,int(5),YES,,,
26,BathroomsHalf,int(5),YES,,,
27,BathroomsOneQuarter,int(5),YES,,,
28,BathroomsPartial,int(5),YES,,,
29,BathroomsThreeQuarter,int(5),YES,,,
30,BathroomsTotalInteger,int(5),YES,,,
31,BedroomsPossible,int(5),YES,,,
32,BedroomsTotal,int(5),YES,MUL,,
33,BelowGradeFinishedArea,"decimal(16,2)",YES,,,
34,BelowGradeFinishedAreaSource,varchar(50),YES,,,
35,BelowGradeFinishedAreaUnits,varchar(25),YES,,,
36,BodyType,text,YES,,,
37,BuilderModel,varchar(50),YES,,,
38,BuilderName,varchar(50),YES,,,
39,BuildingAreaSource,varchar(50),YES,,,
40,BuildingAreaTotal,"decimal(16,2)",YES,MUL,,
41,BuildingAreaUnits,varchar(25),YES,,,
42,BuildingFeatures,text,YES,,,
43,BuildingName,varchar(50),YES,,,
44,BusinessName,varchar(255),YES,,,
45,BusinessType,text,YES,,,
46,BuyerAgencyCompensation,varchar(25),YES,,,
47,BuyerAgencyCompensationType,varchar(25),YES,,,
48,BuyerAgent,text,YES,,,
49,BuyerAgentAOR,varchar(50),YES,,,
50,BuyerAgentDesignation,varchar(50),YES,,,
51,BuyerAgentDirectPhone,varchar(16),YES,,,
52,BuyerAgentEmail,varchar(80),YES,,,
53,BuyerAgentFax,varchar(16),YES,,,
54,BuyerAgentFirstName,varchar(50),YES,,,
55,BuyerAgentFullName,varchar(150),YES,,,
56,BuyerAgentHomePhone,varchar(16),YES,,,
57,BuyerAgentKey,varchar(255),YES,,,
58,BuyerAgentKeyNumeric,bigint(255),YES,,,
59,BuyerAgentLastName,varchar(50),YES,,,
60,BuyerAgentMiddleName,varchar(50),YES,,,
61,BuyerAgentMlsId,varchar(25),YES,,,
62,BuyerAgentMobilePhone,varchar(16),YES,,,
63,BuyerAgentNamePrefix,varchar(10),YES,,,
64,BuyerAgentNameSuffix,varchar(10),YES,,,
65,BuyerAgentOfficePhone,varchar(16),YES,,,
66,BuyerAgentOfficePhoneExt,varchar(10),YES,,,
67,BuyerAgentPager,varchar(16),YES,,,
68,BuyerAgentPreferredPhone,varchar(16),YES,,,
69,BuyerAgentPreferredPhoneExt,varchar(10),YES,,,
70,BuyerAgentStateLicense,varchar(50),YES,,,
71,BuyerAgentTollFreePhone,varchar(16),YES,,,
72,BuyerAgentURL,text,YES,,,
73,BuyerAgentVoiceMail,varchar(16),YES,,,
74,BuyerAgentVoiceMailExt,varchar(10),YES,,,
75,BuyerFinancing,text,YES,,,
76,BuyerOffice,text,YES,,,
77,BuyerOfficeAOR,varchar(50),YES,,,
78,BuyerOfficeEmail,varchar(80),YES,,,
79,BuyerOfficeFax,varchar(16),YES,,,
80,BuyerOfficeKey,varchar(255),YES,,,
81,BuyerOfficeKeyNumeric,bigint(255),YES,,,
82,BuyerOfficeMlsId,varchar(25),YES,,,
83,BuyerOfficeName,varchar(255),YES,,,
84,BuyerOfficePhone,varchar(16),YES,,,
85,BuyerOfficePhoneExt,varchar(10),YES,,,
86,BuyerOfficeURL,text,YES,,,
87,BuyerTeamKey,varchar(255),YES,,,
88,BuyerTeamKeyNumeric,bigint(255),YES,,,
89,BuyerTeamName,varchar(50),YES,,,
90,CLIP,bigint(22),YES,,,
91,CableTvExpense,"decimal(16,2)",YES,,,
92,CancellationDate,date,YES,,,
93,CapRate,"decimal(7,2)",YES,,,
94,CarportSpaces,"decimal(16,2)",YES,,,
95,CarportYN,tinyint(1),YES,,,
96,CarrierRoute,varchar(9),YES,,,
97,City,varchar(50),YES,MUL,,
98,CityRegion,varchar(150),YES,,,
99,CloseDate,date,YES,,,
100,ClosePrice,"decimal(16,2)",YES,,,
101,CoBuyerAgent,text,YES,,,
102,CoBuyerAgentAOR,varchar(50),YES,,,
103,CoBuyerAgentDesignation,varchar(50),YES,,,
104,CoBuyerAgentDirectPhone,varchar(16),YES,,,
105,CoBuyerAgentEmail,varchar(80),YES,,,
106,CoBuyerAgentFax,varchar(16),YES,,,
107,CoBuyerAgentFirstName,varchar(50),YES,,,
108,CoBuyerAgentFullName,varchar(150),YES,,,
109,CoBuyerAgentHomePhone,varchar(16),YES,,,
110,CoBuyerAgentKey,varchar(255),YES,,,
111,CoBuyerAgentKeyNumeric,bigint(255),YES,,,
112,CoBuyerAgentLastName,varchar(50),YES,,,
113,CoBuyerAgentMiddleName,varchar(50),YES,,,
114,CoBuyerAgentMlsId,varchar(25),YES,,,
115,CoBuyerAgentMobilePhone,varchar(16),YES,,,
116,CoBuyerAgentNamePrefix,varchar(10),YES,,,
117,CoBuyerAgentNameSuffix,varchar(10),YES,,,
