,Field,Type,Null,Key,Default,Extra
0,internal_listing_id,varchar(26),NO,PRI,,
1,agent_days_on_market,varchar(4),YES,,,
2,agent_id,varchar(26),YES,MUL,,
3,agent_notes,varchar(1001),YES,,,
4,area,varchar(100),YES,,,
5,branded_virtual_tour,varchar(512),YES,,,
6,cancel_date,date,YES,,,
7,city,varchar(100),YES,MUL,,
8,colist_agent_id,varchar(26),YES,MUL,,
9,colistingmemberaddress,varchar(150),YES,,,
10,colistingmemberemail,varchar(150),YES,,,
11,colistingmemberfax,varchar(15),YES,,,
12,colistingmembername,varchar(72),YES,,,
13,colistingmemberphone,varchar(31),YES,,,
14,colistingmembershortid,varchar(15),YES,,,
15,colistingmemberurl,varchar(150),YES,,,
16,contingent,varchar(100),YES,,,
17,coop_comm,varchar(15),YES,,,
18,coselling_agent_id,varchar(26),YES,,,
19,cosellingmemberaddress,varchar(150),YES,,,
20,cosellingmemberemail,varchar(150),YES,,,
21,cosellingmemberfax,varchar(15),YES,,,
22,cosellingmembername,varchar(72),YES,,,
23,cosellingmemberphone,varchar(31),YES,,,
24,cosellingmembershortid,varchar(16),YES,,,
25,cosellingmemberurl,varchar(150),YES,,,
26,county,varchar(100),YES,,,
27,cumulative_dom,varchar(7),YES,,,
28,days_on_market,varchar(7),YES,,,
29,directions,varchar(404),YES,,,
30,display_on_public_websites,varchar(1),YES,,,
31,elec_adv,varchar(100),YES,,,
32,entry_timestamp,datetime,YES,,,
33,expiration_date,date,YES,,,
34,fallthrough_date,date,YES,,,
35,geo_lat,"decimal(11,6)",YES,,,
36,geo_lon,"decimal(11,6)",YES,,,
37,latitude,"decimal(11,6)",YES,MUL,,
38,longitude,"decimal(11,6)",YES,,,
39,hot_sheet_comment,varchar(20),YES,,,
40,list_number_main,int(11),YES,,,
41,list_number_prefix,varchar(2),YES,,,
42,list_office_board_code,varchar(150),YES,,,
43,list_pricesqft,"decimal(15,1)",YES,,,
44,listing_date,date,YES,,,
45,listing_id,varchar(11),NO,MUL,,
46,listingmemberaddress,varchar(150),YES,,,
47,listingmemberemail,varchar(150),YES,,,
48,listingmemberfax,varchar(15),YES,,,
49,listingmembername,varchar(72),YES,,,
50,listingmemberphone,varchar(31),YES,,,
51,listingmembershortid,varchar(17),YES,,,
52,listingmemberurl,varchar(150),YES,,,
53,listingofficeaddress,varchar(150),YES,,,
54,listingofficeemail,varchar(150),YES,,,
55,listingofficefax,varchar(15),YES,,,
56,listingofficename,varchar(150),YES,MUL,,
57,listingofficephone,varchar(15),YES,,,
58,listingofficeshortid,varchar(15),YES,,,
59,listingofficeurl,varchar(150),YES,,,
60,lot_description,varchar(202),YES,,,
61,mls_approved,varchar(1),YES,,,
62,mls_identifier,varchar(26),YES,,,
63,municipality,varchar(100),YES,,,
64,office_id,varchar(26),YES,,,
65,original_list_price,"decimal(14,1)",YES,,,
66,picture_count,int(11),YES,,,
67,picture_timestamp,datetime,YES,,,
68,preservation_dist,varchar(100),YES,,,
69,property_group_id,varchar(26),YES,,,
70,property_sub_type,varchar(100),YES,,,
71,property_type,varchar(2),YES,,,
72,public_remarks,varchar(810),YES,,,
73,selling_agency_id,varchar(26),YES,,,
74,selling_agent_id,varchar(26),YES,,,
75,sellingmemberaddress,varchar(150),YES,,,
76,sellingmemberemail,varchar(150),YES,,,
77,sellingmemberfax,varchar(15),YES,,,
78,sellingmembername,varchar(72),YES,,,
79,sellingmemberphone,varchar(31),YES,,,
80,sellingmembershortid,varchar(17),YES,,,
81,sellingmemberurl,varchar(150),YES,,,
82,sellingofficeaddress,varchar(150),YES,,,
83,sellingofficeemail,varchar(150),YES,,,
84,sellingofficefax,varchar(15),YES,,,
85,sellingofficename,varchar(150),YES,,,
86,sellingofficephone,varchar(15),YES,,,
87,sellingofficeshortid,varchar(15),YES,,,
88,sellingofficeurl,varchar(150),YES,,,
89,sold_date,date,YES,,,
90,sold_price,"decimal(15,1)",YES,,,
91,sold_pricesqft,"decimal(15,1)",YES,,,
