,Field,Type,Null,Key,Default,Extra
0,ListingKeyNumeric,bigint(19),NO,,0,
1,ListingKey,bigint(19),NO,,0,
2,ListingId,varchar(100),NO,,,
3,MLnumber,varchar(100),NO,,,
4,AdditionalParcelsDescription,varchar(255),YES,,,
5,AdditionalParcelsYN,tinyint(1),YES,,,
6,BuyerAgencyCompensation,"decimal(25,3)",YES,,,
7,SellingOfficeCompensation,"decimal(25,3)",YES,,,
8,BuyerAgencyCompensationRemarks,text,YES,,,
9,SellingOfficeCompensationRemarks,text,YES,,,
10,BuyerAgencyCompensationType,varchar(25),YES,,,
11,SOCompType,varchar(25),YES,,,
12,BuyerAgentAOR,varchar(50),YES,,,
13,SA_Board,varchar(50),YES,,,
14,BuyerAgentBrokerMlsId,varchar(30),YES,,,
15,SA_BrokerPublicID,varchar(30),YES,,,
16,BuyerAgentFirstName,varchar(50),YES,,,
17,SA_FirstName,varchar(50),YES,,,
18,BuyerAgentLastName,varchar(50),YES,,,
19,SA_LastName,varchar(50),YES,,,
20,BuyerAgentMainOfficeMlsId,varchar(30),YES,,,
21,SA_MainOfficeCode,varchar(30),YES,,,
22,BuyerAgentMlsId,varchar(25),YES,,,
23,SA_PublicID,varchar(25),YES,,,
24,BuyerAgentStateLicense,varchar(50),YES,,,
25,SA_StateLicenseNumber,varchar(50),YES,,,
26,BuyerOfficeAOR,varchar(50),YES,,,
27,SO_Board,varchar(50),YES,,,
28,BuyerOfficeMlsId,varchar(25),YES,,,
29,SO_Code,varchar(25),YES,,,
30,BuyerOfficeName,varchar(60),YES,,,
31,SO_Name,varchar(60),YES,,,
32,BuyerOfficeStateLicense,varchar(20),YES,,,
33,SO_StateLicenseNumber,varchar(20),YES,,,
34,City,varchar(50),YES,,,
35,CloseDate,date,YES,,,
36,DateClosedSale,date,YES,,,
37,DateLeaseBegins,date,YES,,,
38,ClosePrice,bigint(14),YES,,,
39,SellingPrice,bigint(14),YES,,,
40,CoBuyerAgentAOR,varchar(50),YES,,,
41,CoSA_Board,varchar(50),YES,,,
42,CoBuyerAgentBrokerMlsId,varchar(30),YES,,,
43,CoSA_BrokerPublicID,varchar(30),YES,,,
44,CoBuyerAgentFirstName,varchar(50),YES,,,
45,CoSA_FirstName,varchar(50),YES,,,
46,CoBuyerAgentKeyNumeric,bigint(19),YES,,,
47,CoSA_Key,bigint(19),YES,,,
48,CoBuyerAgentLastName,varchar(50),YES,,,
49,CoSA_LastName,varchar(50),YES,,,
50,CoBuyerAgentMainOfficeKeyNumeric,bigint(19),YES,,,
51,CoSA_MainOffice_Key,bigint(19),YES,,,
52,CoBuyerAgentMainOfficeMlsId,varchar(30),YES,,,
53,CoSA_MainOfficeCode,varchar(30),YES,,,
54,CoBuyerAgentMlsId,varchar(25),YES,,,
55,CoSA_PublicID,varchar(25),YES,,,
56,CoBuyerAgentStateLicense,varchar(50),YES,,,
57,CoSA_StateLicenseNumber,varchar(50),YES,,,
58,CoBuyerOfficeAOR,varchar(50),YES,,,
59,CoSO_Board,varchar(50),YES,,,
60,CoBuyerOfficeKeyNumeric,bigint(19),YES,,,
61,CoSO_Key,bigint(19),YES,,,
62,CoBuyerOfficeMlsId,varchar(25),YES,,,
63,CoSO_Code,varchar(25),YES,,,
64,CoBuyerOfficeName,varchar(55),YES,,,
65,CoSO_Name,varchar(55),YES,,,
66,CoListAgentAOR,varchar(50),YES,,,
67,CoLA_Board,varchar(50),YES,,,
68,CoListAgentBrokerKeyNumeric,bigint(19),YES,,,
69,CoLA_Broker_Key,bigint(19),YES,,,
70,CoListAgentBrokerMlsId,varchar(30),YES,,,
71,CoLA_BrokerPublicID,varchar(30),YES,,,
72,CoListAgentCellPhone,varchar(16),YES,,,
73,CoLA_CellPhone,varchar(16),YES,,,
74,CoListAgentDirectPhone,varchar(16),YES,,,
75,CoLA_DirectPhone,varchar(16),YES,,,
76,CoListAgentDirectPhoneExt,varchar(10),YES,,,
77,CoLA_DirectPhoneExt,varchar(10),YES,,,
78,CoListAgentEmail,varchar(80),YES,,,
79,CoLA_EmailAddress,varchar(80),YES,,,
80,CoListAgentFax,varchar(16),YES,,,
81,CoLA_Fax,varchar(16),YES,,,
82,CoListAgentFirstName,varchar(50),YES,,,
83,CoLA_FirstName,varchar(50),YES,,,
84,CoListAgentHomePhone,varchar(16),YES,,,
85,CoLA_HomePhone,varchar(16),YES,,,
86,CoListAgentHomePhoneExt,varchar(10),YES,,,
87,CoLA_HomePhoneExt,varchar(10),YES,,,
88,CoListAgentLanguages,varchar(100),YES,,,
89,CoLA_Languages,varchar(100),YES,,,
90,CoListAgentLastName,varchar(50),YES,,,
91,CoLA_LastName,varchar(50),YES,,,
92,CoListAgentMainOfficeMlsId,varchar(30),YES,,,
93,CoLA_MainOfficeCode,varchar(30),YES,,,
94,CoListAgentMlsId,varchar(25),YES,,,
95,CoLA_PublicID,varchar(25),YES,,,
96,CoListAgentMobilePhone,varchar(16),YES,,,
97,CoLA_MobilePhone,varchar(16),YES,,,
98,CoListAgentPager,varchar(16),YES,,,
99,CoLA_Pager,varchar(16),YES,,,
100,CoListAgentStateLicense,varchar(50),YES,,,
101,CoLA_StateLicenseNumber,varchar(50),YES,,,
102,CoListAgentTollFreePhone,varchar(16),YES,,,
103,CoLA_TollFreePhone,varchar(16),YES,,,
104,CoListAgentTollFreePhoneExt,varchar(10),YES,,,
105,CoLA_TollFreePhoneExt,varchar(10),YES,,,
106,CoListAgentVoiceMail,varchar(16),YES,,,
107,CoLA_Voicemail,varchar(16),YES,,,
108,CoListAgentVoiceMailExt,varchar(10),YES,,,
109,CoLA_VoicemailExt,varchar(10),YES,,,
110,CoListOfficeAOR,varchar(50),YES,,,
111,CoLo_Board,varchar(50),YES,,,
112,CoListOfficeFax,varchar(16),YES,,,
113,CoLo_Fax,varchar(16),YES,,,
114,CoListOfficeMlsId,varchar(25),YES,,,
115,CoLo_Code,varchar(25),YES,,,
116,CoListOfficeName,varchar(59),YES,,,
117,CoLo_Name,varchar(59),YES,,,
118,CoListOfficePhone,varchar(16),YES,,,
119,CoLo_Phone,varchar(16),YES,,,
120,CoListOfficePhoneExt,varchar(10),YES,,,
121,CoLo_PhoneExt,varchar(10),YES,,,
122,CoListOfficeStateLicense,varchar(20),YES,,,
123,CoLO_StateLicenseNumber,varchar(20),YES,,,
124,ContactOrder1,varchar(60),YES,,,
125,ContactOrder2,varchar(60),YES,,,
126,ContactOrder3,varchar(60),YES,,,
127,ContactOrder4,varchar(60),YES,,,
128,ContactOrder5,varchar(60),YES,,,
129,ContactOrder6,varchar(60),YES,,,
130,Contingency,varchar(1024),YES,,,
131,ContractStatusChangeDate,date,YES,,,
132,DateStatusChange,date,YES,,,
133,Country,varchar(27),YES,,,
134,CountyOrParish,varchar(50),YES,,,
135,County,varchar(50),YES,,,
136,CurrentFinancing,varchar(187),YES,,,
137,CurrentPrice,int(11),YES,,,
138,DaysOnMarket,int(4),YES,,,
139,DOM,int(4),YES,,,
140,Directions,text,YES,,,
141,DocumentsChangeTimestamp,datetime,YES,,,
142,TimestampSupplementModified,datetime,YES,,,
143,DocumentsCount,int(2),YES,,,
144,SupplementCount,int(2),YES,,,
145,DualVariableCompensationYN,tinyint(1),YES,,,
146,DualVariableCompensation,tinyint(1),YES,,,
