,Field,Type,Null,Key,Default,Extra
0,address,varchar(255),YES,,,
1,allow_additional_comments,varchar(3),YES,,,
2,area,varchar(50),YES,,,
3,block,varchar(25),YES,,,
4,buyer_agency_compensation,"decimal(26,1)",YES,,,
5,buyer_agency_compensation_type,varchar(25),YES,,,
6,buyer_agent,varchar(25),YES,,,
7,buyer_office,varchar(25),YES,,,
8,city,varchar(50),YES,,,
9,close_date,date,YES,,,
10,close_price,int(11),YES,,,
11,colist_agent,varchar(25),YES,,,
12,colist_office,varchar(50),YES,,,
13,county,varchar(50),YES,,,
14,cumulative_days_on_market,int(11),YES,,,
15,days_on_market,int(11),YES,,,
16,deed_book,varchar(50),YES,,,
17,deed_page,varchar(50),YES,,,
18,directions,text,YES,,,
19,district,varchar(50),YES,,,
20,feature_name,varchar(50),YES,,,
21,financing_type,varchar(50),YES,,,
22,include_in_avms,varchar(3),YES,,,
23,land_lot,varchar(50),YES,,,
24,list_agent,varchar(25),YES,,,
25,list_agent_mls_id,varchar(32),YES,MUL,,
26,list_office,varchar(255),YES,MUL,,
27,list_office_mls_id,varchar(32),YES,MUL,,
28,list_price,int(11),YES,,,
29,list_without_photos,varchar(50),YES,,,
30,listing_contract_date,date,YES,,,
31,listing_id,varchar(255),NO,PRI,,
32,lockbox_type,text,YES,,,
33,lot,varchar(25),YES,,,
34,lot_size_acres,"decimal(17,1)",YES,,,
35,lot_size_source,varchar(50),YES,,,
36,major_change_timestamp,datetime,YES,,,
37,modification_timestamp,datetime,YES,,,
38,off_market_date,date,YES,,,
39,on_market_date,date,YES,,,
40,original_entry_timestamp,datetime,YES,,,
41,original_list_price,int(11),YES,,,
42,parcel_number,varchar(50),YES,,,
43,photo_change_timestamp,datetime,YES,,,
44,photo_count,int(11),YES,,,
45,plat_book,varchar(50),YES,,,
46,plat_page_,varchar(50),YES,,,
47,price,int(11),YES,MUL,,
48,price_change_timestamp,datetime,YES,,,
49,property_condition,text,YES,,,
50,property_type,varchar(50),YES,,,
51,public_remarks_,text,YES,,,
52,purchase_contract_date,date,YES,,,
53,return_to_market_date,date,YES,,,
54,section,varchar(50),YES,,,
55,sellers_contribution,int(11),YES,,,
56,send_address_to_public,varchar(3),YES,,,
57,sewer,text,YES,,,
58,share_with_public_sites,varchar(3),YES,,,
59,showing_contact_name,varchar(40),YES,,,
60,showing_contact_phone,varchar(30),YES,,,
61,showing_requirements,text,YES,,,
62,source_system_id,varchar(50),YES,,,
