,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,varchar(30),YES,,,
1,Appliances,varchar(360),YES,,,
2,ArchitecturalStyle,varchar(340),YES,MUL,,
3,AssociationAmenities,varchar(100),YES,,,
4,AssociationFee,"decimal(14,2)",YES,,,
5,AssociationFee2,"decimal(14,2)",YES,,,
6,AssociationFee2Frequency,varchar(7),YES,,,
7,AssociationFeeFrequency,varchar(7),YES,,,
8,AssociationFeeIncludes,varchar(170),YES,,,
9,AssociationYN,tinyint(1),YES,,,
10,AttachedGarageYN,tinyint(1),YES,,,
11,AvailabilityDate,date,YES,,,
12,Basement,varchar(90),YES,,,
13,BathroomsFull,bigint(20),YES,,,
14,BathroomsHalf,bigint(20),YES,,,
15,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
16,BathroomsTotalInteger,bigint(20),YES,,,
17,BedroomsTotal,bigint(20),YES,MUL,,
18,BridgeModificationTimestamp,datetime,YES,,,
19,BuilderModel,varchar(50),YES,,,
20,BuildingAreaTotal,"decimal(14,2)",YES,MUL,,
21,BuildingAreaUnits,varchar(11),YES,,,
22,BuildingFeatures,varchar(24),YES,,,
23,BuildingName,varchar(50),YES,,,
24,BusinessName,varchar(255),YES,,,
25,BusinessType,varchar(50),YES,,,
26,BuyerAgencyCompensation,varchar(25),YES,,,
27,BuyerAgencyCompensationType,varchar(50),YES,,,
28,BuyerAgentEmail,varchar(80),YES,,,
29,BuyerAgentFullName,varchar(150),YES,,,
30,BuyerAgentKey,varchar(255),YES,,,
31,BuyerAgentMlsId,varchar(25),YES,,,
32,BuyerAgentPreferredPhone,varchar(16),YES,,,
33,BuyerFinancing,varchar(40),YES,,,
34,BuyerOfficeKey,varchar(255),YES,,,
35,BuyerOfficeMlsId,varchar(25),YES,,,
36,BuyerOfficeName,varchar(255),YES,,,
37,BuyerOfficePhone,varchar(16),YES,,,
38,CancelationDate,date,YES,,,
39,CapRate,"decimal(5,2)",YES,,,
40,CarportYN,tinyint(1),YES,,,
41,City,varchar(28),YES,MUL,,
42,CloseDate,date,YES,,,
43,ClosePrice,"decimal(14,2)",YES,,,
44,CoBuyerAgentEmail,varchar(80),YES,,,
45,CoBuyerAgentFullName,varchar(150),YES,,,
46,CoBuyerAgentKey,varchar(255),YES,,,
47,CoBuyerAgentMlsId,varchar(25),YES,,,
48,CoBuyerAgentPreferredPhone,varchar(16),YES,,,
49,CoBuyerOfficeKey,varchar(255),YES,,,
50,CoBuyerOfficeMlsId,varchar(25),YES,,,
51,CoBuyerOfficeName,varchar(255),YES,,,
52,CoBuyerOfficePhone,varchar(16),YES,,,
53,CoListAgent2Key,varchar(255),YES,,,
54,CoListAgent3Key,varchar(255),YES,,,
55,CoListAgent4Key,varchar(255),YES,,,
56,CoListAgent5Key,varchar(255),YES,,,
57,CoListAgentEmail,varchar(80),YES,,,
58,CoListAgentFullName,varchar(150),YES,,,
59,CoListAgentKey,varchar(255),YES,MUL,,
60,CoListAgentMlsId,varchar(25),YES,,,
61,CoListAgentPreferredPhone,varchar(16),YES,,,
62,CoListAgentPreferredPhoneExt,varchar(10),YES,,,
63,CoListOffice2Key,varchar(255),YES,,,
64,CoListOffice3Key,varchar(255),YES,,,
65,CoListOffice4Key,varchar(255),YES,,,
66,CoListOffice5Key,varchar(255),YES,,,
67,CoListOfficeKey,varchar(255),YES,,,
68,CoListOfficeMlsId,varchar(25),YES,,,
69,CoListOfficeName,varchar(255),YES,,,
70,CoListOfficePhone,varchar(16),YES,,,
71,CommonWalls,varchar(50),YES,,,
72,CommunityFeatures,varchar(100),YES,,,
73,ConcessionsAmount,bigint(20),YES,,,
74,ConstructionMaterials,varchar(480),YES,,,
75,Cooling,varchar(90),YES,,,
76,CoolingYN,tinyint(1),YES,,,
77,Country,varchar(50),YES,,,
78,CountyOrParish,varchar(13),YES,,,
79,CrossStreet,varchar(50),YES,,,
80,CurrentFinancing,varchar(13),YES,,,
81,CurrentUse,varchar(120),YES,,,
82,DaysOnMarket,bigint(20),YES,,,
83,DevelopmentStatus,varchar(240),YES,,,
84,DirectionFaces,varchar(30),YES,,,
85,Directions,text,YES,,,
86,Disclosures,varchar(24),YES,,,
87,DistanceToSchoolsComments,varchar(255),YES,,,
88,DistanceToShoppingComments,varchar(255),YES,,,
89,DoorFeatures,varchar(60),YES,,,
90,Electric,varchar(16),YES,,,
91,ElectricOnPropertyYN,tinyint(1),YES,,,
92,ElementarySchool,varchar(870),YES,,,
93,ElementarySchoolDistrict,varchar(30),YES,,,
94,EntryLevel,bigint(20),YES,,,
95,EntryLocation,varchar(50),YES,,,
96,Exclusions,text,YES,,,
97,ExpirationDate,date,YES,,,
98,ExteriorFeatures,varchar(100),YES,,,
99,Fencing,varchar(30),YES,,,
100,FireplaceFeatures,varchar(18),YES,,,
101,FireplaceYN,tinyint(1),YES,,,
102,FireplacesTotal,bigint(20),YES,,,
103,Flooring,varchar(30),YES,,,
104,FrontageLength,varchar(255),YES,,,
105,FuelExpense,"decimal(14,2)",YES,,,
106,Furnished,varchar(20),YES,,,
107,GarageSpaces,"decimal(14,2)",YES,,,
108,GarageYN,tinyint(1),YES,,,
109,GreenBuildingVerificationType,varchar(130),YES,,,
110,GreenEnergyGeneration,varchar(5),YES,,,
111,GreenSustainability,varchar(480),YES,,,
112,GreenWaterConservation,varchar(17),YES,,,
113,GrossIncome,"decimal(14,2)",YES,,,
114,HabitableResidenceYN,tinyint(1),YES,,,
115,Heating,varchar(130),YES,,,
116,HeatingYN,tinyint(1),YES,,,
117,HighSchool,varchar(40),YES,,,
118,HighSchoolDistrict,varchar(30),YES,,,
119,HorseAmenities,varchar(40),YES,,,
120,HorseYN,tinyint(1),YES,,,
121,HoursDaysOfOperation,varchar(13),YES,,,
122,IDXParticipationYN,tinyint(1),YES,,,
123,Inclusions,varchar(850),YES,,,
124,InteriorFeatures,varchar(520),YES,,,
125,InternetAddressDisplayYN,tinyint(1),YES,,,
126,InternetEntireListingDisplayYN,tinyint(1),YES,,,
127,LaundryFeatures,varchar(30),YES,,,
128,LeasableArea,"decimal(14,2)",YES,,,
129,LeasableAreaUnits,varchar(11),YES,,,
130,LeaseConsideredYN,tinyint(1),YES,,,
131,LeaseExpiration,date,YES,,,
132,LeaseRenewalCompensation,varchar(50),YES,,,
133,LeaseRenewalOptionYN,tinyint(1),YES,,,
134,LeaseTerm,varchar(180),YES,,,
135,Levels,varchar(20),YES,,,
136,ListAOR,varchar(50),YES,,,
137,ListAgentEmail,varchar(80),YES,,,
138,ListAgentFirstName,varchar(50),YES,,,
139,ListAgentFullName,varchar(150),YES,,,
140,ListAgentKey,varchar(255),YES,MUL,,
141,ListAgentLastName,varchar(50),YES,,,
142,ListAgentMiddleName,varchar(50),YES,,,
143,ListAgentMlsId,varchar(25),YES,,,
144,ListAgentPreferredPhone,varchar(16),YES,,,
145,ListOfficeAOR,varchar(50),YES,,,
146,ListOfficeKey,varchar(255),YES,,,
147,ListOfficeMlsId,varchar(25),YES,,,
148,ListOfficeName,varchar(255),YES,MUL,,
149,ListOfficePhone,varchar(16),YES,,,
150,ListPrice,"decimal(14,2)",YES,,,
151,ListPriceLow,"decimal(14,2)",YES,,,
152,ListingAgreement,varchar(50),YES,,,
153,ListingContractDate,date,YES,,,
154,ListingId,varchar(255),YES,MUL,,
155,ListingKey,varchar(255),NO,PRI,,
156,LivingArea,"decimal(14,2)",YES,,,
157,LivingAreaUnits,varchar(11),YES,,,
158,LockBoxType,varchar(50),YES,,,
159,LotDimensionsSource,varchar(6),YES,,,
160,LotFeatures,varchar(170),YES,,,
161,LotSizeAcres,"decimal(16,2)",YES,,,
162,LotSizeArea,"decimal(16,2)",YES,,,
163,LotSizeDimensions,varchar(150),YES,,,
164,LotSizeSource,varchar(5),YES,,,
165,LotSizeSquareFeet,"decimal(14,2)",YES,,,
166,LotSizeUnits,varchar(20),YES,,,
167,MLSAreaMajor,varchar(50),YES,,,
168,MLSAreaMinor,varchar(50),YES,,,
169,MaintenanceExpense,"decimal(14,2)",YES,,,
170,MajorChangeTimestamp,datetime,YES,,,
171,MajorChangeType,varchar(21),YES,,,
172,MiddleOrJuniorSchool,varchar(40),YES,,,
173,MiddleOrJuniorSchoolDistrict,varchar(30),YES,,,
174,MlsStatus,varchar(1),YES,,,
175,ModificationTimestamp,datetime,YES,,,
176,NetOperatingIncome,"decimal(14,2)",YES,,,
