,Field,Type,Null,Key,Default,Extra
0,Matrix_Unique_ID,bigint(19),NO,PRI,,
1,Acreagerange,varchar(75),YES,,,
2,ActiveOpenHouseCount,int(11),YES,,,
3,Adddocsrequiredwoffer,tinyint(1),YES,,,
4,Addendum,text,YES,,,
5,Additionalfinancinginfo,varchar(25),YES,,,
6,Agencyrelationship,varchar(75),YES,,,
7,Agerange,varchar(75),YES,,,
8,Amenitiescommon,text,YES,,,
9,Amountdown,varchar(10),YES,,,
10,Annualhoafee,varchar(10),YES,,,
11,Appliances,text,YES,,,
12,Appliancesinunit,text,YES,,,
13,AppointmentCenterLink,varchar(255),YES,,,
14,Appraisername,varchar(30),YES,,,
15,Approxcompletiondate,varchar(10),YES,,,
16,Approximatesqft,varchar(20),YES,,,
17,Approximateyearbuilt,varchar(20),YES,,,
18,Apprsoldtotalunfsqft,int(11),YES,,,
19,Apptphone,varchar(25),YES,,,
20,Area,varchar(75),YES,,,
21,Associationamenities,text,YES,,,
22,Auction,tinyint(1),YES,,,
23,Bankowned,tinyint(1),YES,,,
24,Basement,text,YES,,,
25,BasementFinishedSqFt,varchar(25),YES,,,
26,BasementUnfinishedSqFt,varchar(25),YES,,,
27,BathsFull,int(11),YES,,,
28,BathsHalf,int(11),YES,,,
29,Bedrooms,varchar(75),YES,,,
30,BedsTotal,int(11),YES,MUL,,
31,BuilderName,varchar(70),YES,,,
32,BuildingRentSqFT,varchar(25),YES,,,
33,Buyeragentcomm,varchar(10),YES,,,
34,Cableco,varchar(10),YES,,,
35,Caprate,varchar(10),YES,,,
36,Ceilingeavesheight,text,YES,,,
37,City,varchar(32),YES,MUL,,
38,CityName,varchar(100),YES,,,
39,Citytaxes,varchar(25),YES,,,
40,CloseDate,datetime,YES,,,
41,ClosePrice,"decimal(16,2)",YES,,,
42,CoListAgentDirectWorkPhone,varchar(50),YES,,,
43,CoListAgentEmail,varchar(80),YES,,,
44,CoListAgentFullName,varchar(150),YES,,,
45,CoListAgentMLSID,varchar(25),YES,MUL,,
46,CoListAgent_MUI,bigint(19),YES,,,
47,CoListOfficeMLSID,varchar(25),YES,,,
48,CoListOfficeName,varchar(50),YES,,,
49,CoListOfficePhone,varchar(50),YES,,,
50,CoListOffice_MUI,bigint(19),YES,,,
51,CoSellingAgentDirectWorkPhone,varchar(50),YES,,,
52,CoSellingAgentEmail,varchar(80),YES,,,
53,CoSellingAgentFullName,varchar(150),YES,,,
54,CoSellingAgentMLSID,varchar(25),YES,,,
55,CoSellingAgent_MUI,bigint(19),YES,,,
56,CoSellingOfficeMLSID,varchar(25),YES,,,
57,CoSellingOfficeName,varchar(50),YES,,,
58,CoSellingOfficePhone,varchar(50),YES,,,
59,CoSellingOffice_MUI,bigint(19),YES,,,
60,Communityamenities,text,YES,,,
61,ConditionalDate,datetime,YES,,,
62,Construction,text,YES,,,
63,Cooling,text,YES,,,
64,CorrectionCount,int(11),YES,,,
65,CountyOrParish,varchar(32),YES,,,
66,Countytaxes,varchar(25),YES,,,
67,Crops,text,YES,,,
68,CurrentPrice,"decimal(16,2)",YES,,,
69,Currentbusiness,text,YES,,,
70,DOM,int(11),YES,,,
71,Developer1Strightrefusal,varchar(75),YES,,,
72,Directions,varchar(255),YES,,,
73,Dockfeatures,text,YES,,,
74,DocumentManagerMLSCount,int(11),YES,,,
75,DocumentManagerPrivateCount,int(11),YES,,,
76,DocumentManagerPublicCount,int(11),YES,,,
77,DocumentManagerTotalCount,int(11),YES,,,
78,Documentsonfile,text,YES,,,
79,Dronevirtualtour,varchar(255),YES,,,
80,Electricco,varchar(10),YES,,,
81,Electricity,text,YES,,,
82,Elementaryschool,varchar(75),YES,,,
83,ExcludeFromInventoryStats,tinyint(1),YES,,,
84,ExpirationDate,datetime,YES,,,
85,Exteriorfeatures,text,YES,,,
86,Exteriorfinish,text,YES,,,
87,Fencing,text,YES,,,
88,Financeoptions,text,YES,,,
89,Floors,text,YES,,,
90,Foundations,text,YES,,,
91,FourBedroomUnits,text,YES,,,
92,Frontfeetland,varchar(10),YES,,,
93,FullBaths,varchar(75),YES,,,
94,Garagecapacity,int(11),YES,,,
95,Garagetype,text,YES,,,
96,GarrageCapacityRange,varchar(75),YES,,,
97,Gasco,varchar(10),YES,,,
98,GrossAnnualIncome,varchar(25),YES,,,
99,Halfbaths,varchar(75),YES,,,
100,Heatingsystemtype,text,YES,,,
101,Highschool,varchar(75),YES,,,
102,Highspeedinternetavail,tinyint(1),YES,,,
103,Hoafeeincludes,text,YES,,,
104,Hoamandatory,tinyint(1),YES,,,
105,Hoayn,tinyint(1),YES,,,
106,Horsesallowed,tinyint(1),YES,,,
107,Howsold,varchar(32),YES,,,
108,IDXOptInYN,tinyint(1),YES,,,
