,Field,Type,Null,Key,Default,Extra
0,id,varchar(70),NO,PRI,,
1,customer_id,int(11),NO,MUL,,
2,status,varchar(32),NO,,,
3,foreclosure_status,varchar(100),YES,,,
4,location__unit_number,varchar(50),YES,,,
5,location__street_address,varchar(150),YES,,,
6,location__display_address,varchar(150),YES,,,
7,location__city_name,varchar(100),YES,MUL,,
8,location__zipcode,varchar(20),YES,MUL,,
9,location__county,varchar(100),YES,,,
10,location__state_code,varchar(50),YES,,,
11,location__street_intersection,varchar(100),YES,,,
12,location__parcel_id,varchar(50),YES,,,
13,location__building_name,varchar(100),YES,,,
14,location__subdivision,varchar(100),YES,,,
15,location__neighborhood_name,varchar(100),YES,,,
16,location__neighborhood_description,varchar(200),YES,,,
17,location__elevation,varchar(40),YES,,,
18,location__longitude,"decimal(12,6)",YES,,,
19,location__latitude,"decimal(12,6)",YES,,,
20,location__geocode_type,varchar(32),YES,,,
21,location__directions,text,YES,,,
22,details__price,varchar(100),YES,MUL,,
23,details__num_bedrooms,varchar(100),YES,MUL,,
24,details__num_full_bathrooms,varchar(100),YES,,,
25,details__num_half_bathrooms,varchar(100),YES,,,
26,details__num_bathrooms,varchar(100),YES,,,
27,details__living_area_square_feet,varchar(100),YES,,,
28,details__square_feet,varchar(100),YES,,,
29,details__date_listed,varchar(20),YES,,,
30,details__property_type,varchar(100),YES,,,
31,details__description,text,YES,,,
32,details__mlsId,varchar(50),YES,MUL,,
33,details__mls_name,varchar(100),YES,,,
34,details__provider_listingid,varchar(100),YES,,,
35,details__lot_size,varchar(100),YES,,,
36,details__listing_title,varchar(1000),YES,,,
37,details__date_available,varchar(20),YES,,,
38,details__date_sold,varchar(20),YES,,,
39,details__sale_price,varchar(100),YES,,,
40,pictures__picture_picture_url,text,YES,,,
41,landing_page__lp_url,varchar(200),YES,,,
42,agent__agent_name,varchar(100),YES,,,
43,agent__agent_email,varchar(100),YES,,,
44,agent__agent_phone,varchar(100),YES,,,
45,agent__agent_alternate_email,varchar(100),YES,,,
46,agent__agent_picture_url,text,YES,,,
47,agent__agent_id,varchar(100),YES,MUL,,
48,agent__agent_site_listing_url,text,YES,,,
49,agent__agent_licenses__agent_license__agent_license_number,varchar(100),YES,,,
50,brokerage__brokerage_name,varchar(100),YES,MUL,,
51,brokerage__brokerage_phone,varchar(100),YES,,,
52,brokerage__brokerage_website,varchar(100),YES,,,
53,brokerage__brokerage_logo_url,varchar(255),YES,,,
54,added_timestamp,timestamp,NO,,CURRENT_TIMESTAMP,
55,PriceDropDate,datetime,YES,,,
56,PriceDropFrom,int(8),YES,,,
57,GeoOverride,int(11),NO,MUL,0,
58,GeoCacheV2Id,int(11),YES,,,
59,GeoAddress,varchar(100),YES,,,
60,GeoCity,varchar(50),YES,,,
61,GeoState,varchar(29),YES,,,
62,GeoZipCode,varchar(10),YES,,,
63,GeoTimestamp,datetime,YES,,,
64,manually_created,tinyint(4),NO,,0,
