,Field,Type,Null,Key,Default,Extra
0,AboveGradeFinishedArea,"decimal(14,2)",YES,,,
1,AboveGradeFinishedAreaSource,varchar(70),YES,,,
2,AboveGradeFinishedAreaUnits,varchar(45),YES,,,
3,AccessibilityFeatures,text,YES,,,
4,AdditionalParcelsDescription,text,YES,,,
5,Appliances,text,YES,,,
6,AssociationFee,"decimal(14,2)",YES,,,
7,AssociationFeeFrequency,varchar(45),YES,,,
8,AssociationYN,tinyint(1),YES,,,
9,AttachedGarageYN,tinyint(1),YES,,,
10,Basement,text,YES,,,
11,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
12,BathroomsTotalInteger,bigint(20),YES,MUL,,
13,BedroomsTotal,bigint(20),YES,MUL,,
14,BelowGradeFinishedArea,"decimal(14,2)",YES,,,
15,BelowGradeFinishedAreaSource,varchar(70),YES,,,
16,BelowGradeFinishedAreaUnits,varchar(45),YES,,,
17,BridgeModificationTimestamp,datetime,YES,,,
18,BuilderName,varchar(70),YES,,,
19,BuildingAreaTotal,"decimal(14,2)",YES,,,
20,BuildingFeatures,text,YES,,,
21,BusinessType,text,YES,,,
22,BuyerAgencyCompensation,varchar(45),YES,,,
23,BuyerAgencyCompensationType,varchar(45),YES,,,
24,BuyerAgentKey,varchar(275),YES,,,
25,BuyerAgentKeyNumeric,bigint(20),YES,,,
26,BuyerAgentMlsId,varchar(45),YES,,,
27,BuyerOfficeAOR,varchar(70),YES,,,
28,BuyerOfficeKey,varchar(275),YES,,,
29,BuyerOfficeKeyNumeric,bigint(20),YES,,,
30,BuyerOfficeMlsId,varchar(45),YES,,,
31,CapRate,"decimal(5,2)",YES,,,
32,CarportSpaces,"decimal(14,2)",YES,,,
33,CarportYN,tinyint(1),YES,,,
34,City,varchar(70),YES,MUL,,
35,CloseDate,date,YES,,,
36,ClosePrice,"decimal(14,2)",YES,,,
37,CoBuyerAgentKey,varchar(275),YES,,,
38,CoBuyerAgentKeyNumeric,bigint(20),YES,,,
39,CoBuyerOfficeAOR,varchar(70),YES,,,
40,CoBuyerOfficeKey,varchar(275),YES,,,
41,CoBuyerOfficeKeyNumeric,bigint(20),YES,,,
42,CoListAgentCellPhone,varchar(36),YES,,,
43,CoListAgentFirstName,varchar(70),YES,,,
44,CoListAgentKey,varchar(275),YES,,,
45,CoListAgentLastName,varchar(70),YES,,,
46,CoListAgentMiddleName,varchar(70),YES,,,
47,CoListAgentMlsId,varchar(45),YES,MUL,,
48,CoListAgentOfficePhone,varchar(36),YES,,,
49,CoListAgentOfficePhoneExt,varchar(30),YES,,,
50,CoListOfficeAOR,varchar(70),YES,,,
51,CoListOfficeEmail,varchar(100),YES,,,
52,CoListOfficeKey,varchar(275),YES,,,
53,CoListOfficeMlsId,varchar(45),YES,,,
54,CoListOfficeName,text,YES,,,
55,CoListOfficePhone,varchar(36),YES,,,
56,CoListOfficePhoneExt,varchar(30),YES,,,
57,CommunityFeatures,text,YES,,,
58,ConstructionMaterials,text,YES,,,
59,ContractStatusChangeDate,date,YES,,,
60,Cooling,text,YES,,,
61,CoolingYN,tinyint(1),YES,,,
62,Country,varchar(22),YES,,,
63,CountyOrParish,varchar(70),YES,,,
64,CoveredSpaces,"decimal(14,2)",YES,,,
65,CrossStreet,varchar(70),YES,,,
66,CurrentUse,text,YES,,,
67,DaysOnMarket,bigint(20),YES,,,
68,Directions,text,YES,,,
69,DocumentsAvailable,text,YES,,,
70,DoorFeatures,text,YES,,,
71,Electric,text,YES,,,
72,ElementarySchool,varchar(70),YES,,,
73,ElementarySchoolDistrict,varchar(70),YES,,,
74,ExteriorFeatures,text,YES,,,
75,Fencing,text,YES,,,
76,FireplaceFeatures,text,YES,,,
77,FireplaceYN,tinyint(1),YES,,,
78,FireplacesTotal,bigint(20),YES,,,
79,Flooring,text,YES,,,
80,FoundationDetails,text,YES,,,
81,Furnished,varchar(70),YES,,,
82,GarageSpaces,"decimal(14,2)",YES,,,
83,GarageYN,tinyint(1),YES,,,
84,Gas,text,YES,,,
85,GreenBuildingVerificationType,text,YES,,,
86,GreenEnergyEfficient,text,YES,,,
87,GreenIndoorAirQuality,text,YES,,,
88,GrossIncome,"decimal(14,2)",YES,,,
89,Heating,text,YES,,,
90,HeatingYN,tinyint(1),YES,,,
91,HighSchool,varchar(70),YES,,,
92,HighSchoolDistrict,varchar(70),YES,,,
93,IDXParticipationYN,tinyint(1),YES,,,
94,IMLS2_LA1_HiddenUsCID,varchar(23),YES,,,
95,IMLS2_LA1_PhoneNumber1CountryCodeId,varchar(30),YES,,,
96,IMLS2_LA1_PhoneNumber2CountryCodeId,varchar(30),YES,,,
97,IMLS2_LA1_PhoneNumber3CountryCodeId,varchar(30),YES,,,
98,IMLS2_LA1_PhoneNumber4CountryCodeId,varchar(30),YES,,,
99,IMLS2_LA1_PhoneNumber5CountryCodeId,varchar(30),YES,,,
100,IMLS2_LA2_Char10_1,varchar(30),YES,,,
101,IMLS2_LA2_HiddenUsCID,varchar(23),YES,,,
102,IMLS2_LA2_PhoneNumber1CountryCodeId,varchar(30),YES,,,
103,IMLS2_LA2_PhoneNumber2CountryCodeId,varchar(30),YES,,,
104,IMLS2_LA2_PhoneNumber3CountryCodeId,varchar(30),YES,,,
105,IMLS2_LA2_PhoneNumber4CountryCodeId,varchar(30),YES,,,
106,IMLS2_LA2_PhoneNumber5CountryCodeId,varchar(30),YES,,,
107,IMLS2_LM_Dec_10,"decimal(18,2)",YES,,,
108,IMLS2_LM_Dec_3,"decimal(18,2)",YES,,,
109,IMLS2_LM_Dec_4,"decimal(18,2)",YES,,,
110,IMLS2_LM_Dec_5,"decimal(18,2)",YES,,,
111,IMLS2_LM_Dec_6,"decimal(18,2)",YES,,,
112,IMLS2_LM_Dec_8,"decimal(18,2)",YES,,,
113,IMLS2_LM_Dec_9,"decimal(18,2)",YES,,,
114,IMLS2_LM_Int2_4,bigint(20),YES,,,
115,IMLS2_LM_Int2_5,bigint(20),YES,,,
116,IMLS2_LM_Int2_6,bigint(20),YES,,,
117,IMLS2_LM_Int4_1,bigint(20),YES,,,
118,IMLS2_LM_Int4_2,bigint(20),YES,,,
