,Field,Type,Null,Key,Default,Extra
0,listing_row_id,int(11),NO,,,
1,location,varchar(178),YES,,,
2,show_address_to_public,varchar(12),YES,,,
3,apn,varchar(40),YES,,,
4,area_short_display,varchar(15),YES,,,
5,areadistrict,varchar(29),YES,,,
6,available_date,date,YES,,,
7,buyer_agent_mls_id,varchar(25),YES,,,
8,buyer_agent_number,int(10),YES,,,
9,buyer_co_agent_mls_id,varchar(25),YES,,,
10,buyer_co_agent_number,int(10),YES,,,
11,buyer_co_office_mls_id,varchar(25),YES,,,
12,buyer_co_office_name,varchar(100),YES,,,
13,buyer_co_office_number,int(10),NO,,,
14,buyer_financing,varchar(20),YES,,,
15,buyer_office_mls_id,varchar(25),YES,,,
16,buyer_office_name,varchar(100),YES,,,
17,buyer_office_number,int(10),YES,,,
18,city,varchar(21),YES,,,
19,close_date,date,YES,,,
20,commission_to_buyer_office,varchar(50),YES,,,
21,commission_type,varchar(50),YES,,,
22,contingent_date,date,YES,,,
23,county,varchar(21),YES,,,
24,cross_street,varchar(30),YES,,,
25,directions_to_property,varchar(500),YES,,,
26,displayidx,varchar(10),YES,,,
27,electric,varchar(330),YES,,,
28,entry_date,datetime,YES,,,
29,inactive_date,date,YES,,,
30,last_modified_date_time,datetime,YES,,,
31,list_aor,varchar(50),YES,,,
32,listing_agent_first_name,varchar(12),YES,,,
33,listing_agent_full_name,varchar(60),YES,,,
34,listing_agent_last_name,varchar(30),YES,,,
35,listing_agent_mls_id,varchar(25),YES,,,
36,listing_agent_number,int(10),YES,,,
37,listing_co_agent_mls_id,varchar(25),YES,,,
38,listing_co_agent_number,int(10),YES,,,
39,listing_co_office_mls_id,varchar(25),YES,,,
40,listing_co_office_name,varchar(100),YES,,,
41,listing_co_office_number,int(10),YES,,,
42,listing_date,date,YES,,,
43,listing_number_display,varchar(25),YES,,,
44,listing_office_mls_id,varchar(25),YES,,,
45,listing_office_name,varchar(100),YES,,,
46,listing_office_number,int(10),YES,,,
47,listing_price,"decimal(12,2)",YES,,,
48,lot_features,text,YES,,,
