,Field,Type,Null,Key,Default,Extra
0,internal_listing_id,varchar(26),NO,PRI,,
1,type_of_property,varchar(100),YES,,,
2,16th_section_land,varchar(100),YES,,,
3,1st_right_of_refusal,varchar(100),YES,,,
4,absolute_longitude,"decimal(11,6)",YES,,,
5,longitude,"decimal(11,6)",YES,MUL,,
6,latitude,"decimal(11,6)",YES,MUL,,
7,additional_compensation,varchar(15),YES,,,
8,agent_id,varchar(26),YES,MUL,,
9,area,varchar(100),YES,,,
10,back_on_market_timestamp,datetime,YES,,,
11,cable_tv_providers,varchar(100),YES,,,
12,cancel_date,date,YES,,,
13,city,varchar(100),YES,MUL,,
14,city_limits,varchar(100),YES,,,
15,colist_agent_id,varchar(26),YES,MUL,,
16,colist_office_id,varchar(26),YES,,,
17,colistingmemberaddress,varchar(150),YES,,,
18,colistingmemberemail,varchar(150),YES,,,
19,colistingmemberfax,varchar(15),YES,,,
20,colistingmembername,varchar(122),YES,,,
21,colistingmemberphone,varchar(25),YES,,,
22,colistingmembershortid,varchar(16),YES,,,
23,colistingmemberurl,varchar(150),YES,,,
24,colistingofficeaddress,varchar(150),YES,,,
25,colistingofficeemail,varchar(150),YES,,,
26,colistingofficefax,varchar(15),YES,,,
27,colistingofficename,varchar(150),YES,,,
28,colistingofficephone,varchar(25),YES,,,
29,colistingofficeshortid,varchar(15),YES,,,
30,colistingofficeurl,varchar(150),YES,,,
31,compensation_disclaimer,varchar(400),YES,,,
32,contingent,varchar(100),YES,,,
33,contingent_remarks,varchar(100),YES,,,
34,coop_broker,varchar(15),YES,,,
35,coselling_agency_id,varchar(26),YES,,,
36,coselling_agent_id,varchar(26),YES,,,
37,cosellingmemberaddress,varchar(150),YES,,,
38,cosellingmemberemail,varchar(150),YES,,,
39,cosellingmemberfax,varchar(15),YES,,,
40,cosellingmembername,varchar(122),YES,,,
41,cosellingmemberphone,varchar(25),YES,,,
42,cosellingmembershortid,varchar(15),YES,,,
43,cosellingmemberurl,varchar(150),YES,,,
44,cosellingofficeaddress,varchar(150),YES,,,
45,cosellingofficeemail,varchar(150),YES,,,
46,cosellingofficefax,varchar(15),YES,,,
47,cosellingofficename,varchar(150),YES,,,
48,cosellingofficephone,varchar(25),YES,,,
49,cosellingofficeshortid,varchar(15),YES,,,
50,cosellingofficeurl,varchar(150),YES,,,
51,county,varchar(100),YES,,,
