,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,varchar(460),YES,,,
1,Appliances,varchar(500),YES,,,
2,ArchitecturalStyle,varchar(50),YES,,,
3,AssociationAmenities,tinyint(1),YES,,,
4,AssociationFee,"decimal(14,2)",YES,,,
5,AssociationFee2,"decimal(14,2)",YES,,,
6,AssociationFee2Frequency,varchar(30),YES,,,
7,AssociationFeeFrequency,varchar(30),YES,,,
8,AssociationFeeIncludes,varchar(130),YES,,,
9,AssociationYN,tinyint(1),YES,,,
10,AttachedGarageYN,tinyint(1),YES,,,
11,AttributionContact,varchar(30),YES,,,
12,Basement,varchar(120),YES,,,
13,BathroomsFull,bigint(20),YES,MUL,,
14,BathroomsHalf,bigint(20),YES,MUL,,
15,BathroomsOneQuarter,bigint(20),YES,,,
16,BathroomsPartial,bigint(20),YES,,,
17,BathroomsThreeQuarter,bigint(20),YES,MUL,,
18,BathroomsTotalInteger,bigint(20),YES,MUL,,
19,BedroomsTotal,bigint(20),YES,,,
20,BodyType,tinyint(1),YES,,,
21,BuildingAreaTotal,"decimal(14,2)",YES,,,
22,BusinessType,varchar(1050),YES,,,
23,BuyerAgentFirstName,varchar(30),YES,,,
24,BuyerAgentFullName,varchar(30),YES,,,
25,BuyerAgentLastName,varchar(30),YES,,,
26,BuyerAgentMlsId,varchar(32),YES,MUL,,
27,BuyerOfficeMlsId,varchar(32),YES,,,
28,BuyerOfficeName,varchar(30),YES,,,
29,BuyerTeamKey,varchar(32),YES,,,
30,BuyerTeamName,varchar(30),YES,,,
31,CarportSpaces,"decimal(14,2)",YES,,,
32,City,varchar(30),YES,MUL,,
33,CloseDate,date,YES,,,
34,ClosePrice,"decimal(14,2)",YES,,,
35,CoBuyerAgentFirstName,varchar(30),YES,,,
36,CoBuyerAgentFullName,varchar(30),YES,,,
37,CoBuyerAgentLastName,varchar(30),YES,,,
38,CoBuyerAgentMlsId,varchar(32),YES,,,
39,CoBuyerOfficeMlsId,varchar(32),YES,,,
40,CoBuyerOfficeName,varchar(30),YES,,,
41,CoListAgentFirstName,varchar(30),YES,,,
42,CoListAgentFullName,varchar(30),YES,,,
43,CoListAgentLastName,varchar(30),YES,,,
44,CoListAgentMlsId,varchar(32),YES,,,
45,CoListOfficeMlsId,varchar(32),YES,,,
46,CoListOfficeName,varchar(30),YES,,,
47,CommunityFeatures,varchar(260),YES,,,
48,CompensationDisclaimer,varchar(120),YES,,,
49,ConstructionMaterials,varchar(90),YES,,,
50,Cooling,varchar(100),YES,,,
51,CoolingYN,tinyint(1),YES,,,
52,CopyrightNotice,varchar(30),YES,,,
53,CountyOrParish,varchar(30),YES,,,
54,CurrentUse,varchar(200),YES,,,
55,DirectionFaces,varchar(30),YES,,,
56,Directions,varchar(410),YES,,,
57,Disclaimer,varchar(30),YES,,,
58,Disclosures,varchar(80),YES,,,
59,DocumentsAvailable,varchar(120),YES,,,
60,DocumentsChangeTimestamp,datetime,YES,,,
61,DocumentsCount,bigint(20),YES,,,
62,DoorFeatures,varchar(120),YES,,,
63,Electric,varchar(60),YES,,,
64,ElementarySchool,varchar(30),YES,,,
65,ElementarySchoolDistrict,varchar(30),YES,,,
66,ExteriorFeatures,varchar(170),YES,,,
67,Fencing,varchar(90),YES,,,
68,FireplaceFeatures,varchar(160),YES,,,
69,FireplaceYN,tinyint(1),YES,,,
70,FireplacesTotal,bigint(20),YES,,,
71,FloorPlansChangeTimestamp,datetime,YES,,,
72,Flooring,varchar(60),YES,,,
73,FoundationDetails,varchar(70),YES,,,
74,FrontageLength,bigint(20),YES,,,
75,Furnished,varchar(30),YES,,,
76,GarageSpaces,"decimal(14,2)",YES,,,
77,GarageYN,tinyint(1),YES,,,
78,GreenBuildingVerificationType,tinyint(1),YES,,,
79,Heating,varchar(120),YES,,,
80,HeatingYN,tinyint(1),YES,,,
81,HighSchool,varchar(40),YES,,,
82,HomeWarrantyYN,tinyint(1),YES,,,
83,HorseAmenities,varchar(180),YES,,,
84,InsuranceExpense,"decimal(14,2)",YES,,,
85,InteriorFeatures,varchar(420),YES,,,
86,InternetAddressDisplayYN,tinyint(1),YES,,,
87,InternetAutomatedValuationDisplayYN,tinyint(1),YES,,,
88,InternetConsumerCommentYN,tinyint(1),YES,,,
89,InternetEntireListingDisplayYN,tinyint(1),YES,,,
90,Latitude,"decimal(12,8)",YES,MUL,,
91,LaundryFeatures,varchar(150),YES,,,
92,Levels,varchar(30),YES,,,
93,ListAgentDesignation,varchar(1100),YES,,,
94,ListAgentDirectPhone,varchar(30),YES,,,
95,ListAgentEmail,varchar(50),YES,,,
96,ListAgentFax,varchar(30),YES,,,
97,ListAgentFirstName,varchar(30),YES,,,
98,ListAgentFullName,varchar(30),YES,,,
99,ListAgentKey,varchar(32),YES,MUL,,
100,ListAgentLastName,varchar(30),YES,,,
101,ListAgentMiddleName,varchar(30),YES,,,
102,ListAgentMlsId,varchar(32),YES,MUL,,
103,ListAgentMobilePhone,varchar(30),YES,,,
104,ListAgentOfficePhone,varchar(30),YES,,,
105,ListAgentOfficePhoneExt,varchar(30),YES,,,
106,ListAgentPager,varchar(30),YES,,,
107,ListAgentPreferredPhone,varchar(30),YES,,,
108,ListAgentPreferredPhoneExt,varchar(30),YES,,,
109,ListAgentStateLicense,varchar(30),YES,,,
110,ListAgentTollFreePhone,varchar(30),YES,,,
111,ListAgentURL,varchar(100),YES,,,
112,ListAgentVoiceMail,varchar(30),YES,,,
113,ListAgentVoiceMailExt,varchar(30),YES,,,
114,ListOfficeKey,varchar(32),YES,MUL,,
115,ListOfficeMlsId,varchar(32),YES,MUL,,
116,ListOfficeName,varchar(60),YES,,,
117,ListPrice,"decimal(14,2)",YES,MUL,,
118,ListTeamKey,varchar(32),YES,,,
119,ListTeamName,varchar(30),YES,,,
120,ListingContractDate,date,YES,,,
121,ListingId,varchar(32),YES,MUL,,
122,ListingKey,varchar(32),NO,PRI,,
123,ListingTerms,varchar(230),YES,,,
124,LivingArea,"decimal(14,2)",YES,,,
125,LivingAreaSource,varchar(30),YES,,,
126,LivingAreaUnits,varchar(30),YES,,,
127,LockBoxLocation,varchar(30),YES,,,
128,Longitude,"decimal(12,8)",YES,MUL,,
129,LotFeatures,varchar(150),YES,,,
130,LotSizeAcres,"decimal(16,4)",YES,MUL,,
131,LotSizeArea,"decimal(16,4)",YES,,,
132,LotSizeDimensions,varchar(60),YES,,,
133,LotSizeSquareFeet,"decimal(14,2)",YES,,,
134,LotSizeUnits,varchar(30),YES,,,
135,MLSAreaMajor,varchar(30),YES,,,
136,MajorChangeTimestamp,datetime,YES,,,
137,MajorChangeType,varchar(30),YES,,,
138,MiddleOrJuniorSchool,varchar(40),YES,,,
139,MiddleOrJuniorSchoolDistrict,varchar(30),YES,,,
140,MlsStatus,varchar(40),YES,,,
141,MobileLength,bigint(20),YES,,,
142,MobileWidth,bigint(20),YES,,,
143,ModificationTimestamp,datetime,YES,,,
144,NetOperatingIncome,"decimal(14,2)",YES,,,
145,NewConstructionYN,tinyint(1),YES,,,
146,NumberOfUnitsTotal,bigint(20),YES,,,
147,OffMarketDate,date,YES,,,
148,OffMarketTimestamp,datetime,YES,,,
149,OnMarketDate,date,YES,,,
150,OnMarketTimestamp,datetime,YES,,,
151,OriginatingSystemID,varchar(30),YES,,,
152,OriginatingSystemKey,varchar(32),YES,,,
153,OriginatingSystemName,varchar(30),YES,,,
154,OtherStructures,varchar(170),YES,,,
155,OwnerPays,varchar(140),YES,,,
156,ParcelNumber,varchar(60),YES,,,
157,ParkName,varchar(30),YES,,,
158,ParkingFeatures,varchar(110),YES,,,
159,ParkingTotal,"decimal(14,2)",YES,,,
160,PatioAndPorchFeatures,varchar(90),YES,,,
161,PetsAllowed,varchar(70),YES,,,
162,PhotosChangeTimestamp,datetime,YES,,,
163,PhotosCount,bigint(20),YES,,,
164,PoolFeatures,varchar(130),YES,,,
165,PoolPrivateYN,tinyint(1),YES,,,
166,PossibleUse,varchar(260),YES,,,
167,PostalCode,varchar(30),YES,,,
168,PostalCodePlus4,varchar(30),YES,,,
169,PriceChangeTimestamp,datetime,YES,,,
170,PropertyAttachedYN,tinyint(1),YES,,,
171,PropertyCondition,varchar(30),YES,,,
172,PropertySubType,varchar(40),YES,,,
173,PropertyType,varchar(30),YES,,,
174,PublicRemarks,varchar(6310),YES,,,
175,PurchaseContractDate,date,YES,,,
176,RentIncludes,tinyint(1),YES,,,
177,RoadFrontageType,varchar(70),YES,,,
178,RoadSurfaceType,varchar(30),YES,,,
179,Roof,varchar(60),YES,,,
180,RoomsTotal,bigint(20),YES,,,
181,SecurityFeatures,varchar(260),YES,,,
182,SeniorCommunityYN,tinyint(1),YES,,,
183,Sewer,varchar(130),YES,,,
184,Skirt,tinyint(1),YES,,,
185,SourceSystemID,varchar(30),YES,,,
186,SourceSystemKey,varchar(32),YES,,,
187,SourceSystemName,varchar(30),YES,,,
188,SpaFeatures,tinyint(1),YES,,,
189,SpecialListingConditions,tinyint(1),YES,,,
190,StandardStatus,varchar(30),YES,MUL,,
191,StateOrProvince,varchar(30),YES,,,
192,StatusChangeTimestamp,datetime,YES,,,
193,Stories,bigint(20),YES,,,
194,StoriesTotal,bigint(20),YES,,,
195,StreetAdditionalInfo,varchar(30),YES,,,
196,StreetDirPrefix,varchar(30),YES,,,
