,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,text,YES,,,
1,Appliances,text,YES,,,
2,ApprovalStatus,varchar(45),YES,,,
3,ArchitecturalStyle,text,YES,,,
4,AssociationAmenities,text,YES,,,
5,AssociationFee,"decimal(14,2)",YES,,,
6,AssociationFeeFrequency,varchar(45),YES,,,
7,AssociationFeeIncludes,text,YES,,,
8,AssociationName,varchar(70),YES,,,
9,AssociationYN,tinyint(1),YES,,,
10,AttachedGarageYN,tinyint(1),YES,,,
11,Basement,text,YES,,,
12,BathroomsFull,bigint(20),YES,,,
13,BathroomsHalf,bigint(20),YES,,,
14,BathroomsOneQuarter,bigint(20),YES,,,
15,BathroomsPartial,bigint(20),YES,,,
16,BathroomsThreeQuarter,bigint(20),YES,,,
17,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
18,BathroomsTotalInteger,bigint(20),YES,MUL,,
19,BedroomsTotal,bigint(20),YES,MUL,,
20,BelowGradeFinishedArea,"decimal(14,2)",YES,,,
21,BodyType,text,YES,,,
22,BridgeModificationTimestamp,datetime,YES,,,
23,BuilderName,varchar(70),YES,,,
24,BuildingAreaTotal,"decimal(14,2)",YES,,,
25,BuildingFeatures,text,YES,,,
26,BusinessName,text,YES,,,
27,BusinessType,text,YES,,,
28,BuyerAgentFirstName,varchar(70),YES,,,
29,BuyerAgentFullName,varchar(170),YES,,,
30,BuyerAgentKey,varchar(64),YES,,,
31,BuyerAgentKeyNumeric,bigint(20),YES,,,
32,BuyerAgentLastName,varchar(70),YES,,,
33,BuyerAgentMlsId,varchar(45),YES,,,
34,BuyerAgentStateLicense,varchar(70),YES,,,
35,BuyerOfficeKey,varchar(64),YES,,,
36,BuyerOfficeKeyNumeric,bigint(20),YES,,,
37,BuyerOfficeMlsId,varchar(45),YES,,,
38,BuyerOfficeName,text,YES,,,
39,BuyerTeamName,varchar(70),YES,,,
40,CapRate,"decimal(5,2)",YES,,,
41,CarportSpaces,"decimal(14,2)",YES,,,
42,CarportYN,tinyint(1),YES,,,
43,City,varchar(70),YES,MUL,,
44,CityRegion,varchar(170),YES,,,
45,CloseDate,date,YES,,,
46,ClosePrice,"decimal(14,2)",YES,,,
47,CoBuyerAgentFirstName,varchar(70),YES,,,
48,CoBuyerAgentFullName,varchar(170),YES,,,
49,CoBuyerAgentLastName,varchar(70),YES,,,
50,CoBuyerAgentStateLicense,varchar(70),YES,,,
51,CoBuyerOfficeMlsId,varchar(45),YES,,,
52,CoBuyerOfficeName,text,YES,,,
53,CoListAgentFirstName,varchar(70),YES,,,
54,CoListAgentFullName,varchar(170),YES,,,
55,CoListAgentKey,varchar(64),YES,,,
56,CoListAgentKeyNumeric,bigint(20),YES,,,
57,CoListAgentLastName,varchar(70),YES,,,
58,CoListAgentMiddleName,varchar(70),YES,,,
59,CoListAgentMlsId,varchar(45),YES,MUL,,
60,CoListAgentStateLicense,varchar(70),YES,,,
61,CoListOfficeKey,varchar(64),YES,,,
62,CoListOfficeKeyNumeric,bigint(20),YES,,,
63,CoListOfficeMlsId,varchar(45),YES,,,
64,CoListOfficeName,text,YES,,,
65,CommonWalls,text,YES,,,
66,ContractStatusChangeDate,date,YES,,,
67,Cooling,text,YES,,,
68,CoolingYN,tinyint(1),YES,,,
69,CopyrightNotice,text,YES,,,
70,Country,varchar(22),YES,,,
71,CountyOrParish,varchar(70),YES,,,
72,CoveredSpaces,"decimal(14,2)",YES,,,
73,CrossStreet,varchar(70),YES,,,
74,CurrentUse,text,YES,,,
75,DOH1,varchar(45),YES,,,
76,DOH2,varchar(45),YES,,,
77,DOH3,varchar(45),YES,,,
78,DirectionFaces,varchar(45),YES,,,
79,Directions,text,YES,,,
80,DoorFeatures,text,YES,,,
81,Electric,text,YES,,,
82,ElementarySchool,varchar(70),YES,,,
83,Exclusions,text,YES,,,
84,ExteriorFeatures,text,YES,,,
85,Fencing,text,YES,,,
86,FireplaceFeatures,text,YES,,,
87,FireplaceYN,tinyint(1),YES,,,
88,FireplacesTotal,bigint(20),YES,,,
89,Flooring,text,YES,,,
90,FoundationDetails,text,YES,,,
91,FrontageType,text,YES,,,
92,GarageSpaces,"decimal(14,2)",YES,,,
93,GarageYN,tinyint(1),YES,,,
94,Gas,text,YES,,,
95,GreenBuildingVerificationType,text,YES,,,
96,GreenEnergyEfficient,text,YES,,,
97,GreenEnergyGeneration,text,YES,,,
98,GreenIndoorAirQuality,text,YES,,,
99,GreenLocation,text,YES,,,
100,GreenSustainability,text,YES,,,
101,GreenWaterConservation,text,YES,,,
102,Heating,text,YES,,,
103,HeatingYN,tinyint(1),YES,,,
104,HighSchool,varchar(70),YES,,,
105,HighSchoolDistrict,varchar(70),YES,,,
106,IDXParticipationYN,tinyint(1),YES,,,
107,InteriorFeatures,text,YES,,,
108,InternetAddressDisplayYN,tinyint(1),YES,,,
109,InternetAutomatedValuationDisplayYN,tinyint(1),YES,,,
110,InternetConsumerCommentYN,tinyint(1),YES,,,
111,InternetEntireListingDisplayYN,tinyint(1),YES,,,
112,Latitude,"decimal(12,2)",YES,,,
113,LaundryFeatures,text,YES,,,
114,LeaseConsideredYN,tinyint(1),YES,,,
115,LeaseTerm,varchar(45),YES,,,
116,Levels,text,YES,,,
117,License1,varchar(45),YES,,,
118,License2,varchar(45),YES,,,
119,License3,varchar(45),YES,,,
120,ListAgentFirstName,varchar(70),YES,,,
121,ListAgentFullName,varchar(170),YES,,,
122,ListAgentKey,varchar(64),YES,,,
123,ListAgentKeyNumeric,bigint(20),YES,,,
124,ListAgentLastName,varchar(70),YES,,,
125,ListAgentMiddleName,varchar(70),YES,,,
126,ListAgentMlsId,varchar(45),YES,MUL,,
127,ListAgentStateLicense,varchar(70),YES,,,
128,ListOfficeAOR,varchar(70),YES,,,
129,ListOfficeKey,varchar(64),YES,,,
130,ListOfficeKeyNumeric,bigint(20),YES,,,
131,ListOfficeMlsId,varchar(45),YES,,,
132,ListOfficeName,text,YES,,,
133,ListPrice,"decimal(14,2)",YES,,,
134,ListingContractDate,date,YES,,,
135,ListingId,varchar(64),YES,MUL,,
136,ListingKey,varchar(64),NO,PRI,,
137,LivingArea,"decimal(14,2)",YES,,,
138,LivingAreaSource,varchar(70),YES,,,
139,LivingAreaUnits,varchar(45),YES,,,
140,Longitude,"decimal(12,2)",YES,,,
141,LotFeatures,text,YES,,,
142,LotSizeAcres,"decimal(16,2)",YES,,,
143,LotSizeArea,"decimal(16,2)",YES,,,
144,LotSizeDimensions,varchar(170),YES,,,
145,LotSizeSquareFeet,"decimal(14,2)",YES,,,
146,LotSizeUnits,varchar(45),YES,,,
147,MLSAreaMajor,varchar(70),YES,,,
148,Make,varchar(70),YES,,,
149,MaloneId,bigint(20),YES,,,
150,MiddleOrJuniorSchool,varchar(70),YES,,,
151,MlsStatus,varchar(70),YES,,,
152,MobileLength,bigint(20),YES,,,
153,MobileWidth,bigint(20),YES,,,
154,Model,varchar(70),YES,,,
155,ModificationTimestamp,datetime,YES,,,
156,NewConstructionYN,tinyint(1),YES,,,
157,NumberOfBuildings,bigint(20),YES,,,
158,NumberOfPads,bigint(20),YES,,,
159,NumberOfUnitsLeased,bigint(20),YES,,,
160,NumberOfUnitsTotal,bigint(20),YES,,,
161,OpenParkingSpaces,"decimal(14,2)",YES,,,
162,OpenParkingYN,tinyint(1),YES,,,
163,OperatingExpense,"decimal(14,2)",YES,,,
164,OriginalListPrice,"decimal(14,2)",YES,,,
165,OriginatingSystemName,text,YES,,,
166,OtherParking,text,YES,,,
167,OtherStructures,text,YES,,,
168,Ownership,text,YES,,,
169,ParcelNumber,varchar(70),YES,,,
170,ParkName,varchar(70),YES,,,
171,ParkingFeatures,text,YES,,,
172,ParkingTotal,"decimal(14,2)",YES,,,
173,PatioAndPorchFeatures,text,YES,,,
174,PhotosChangeTimestamp,datetime,YES,,,
175,PhotosCount,bigint(20),YES,,,
176,PoolFeatures,text,YES,,,
177,PoolPrivateYN,tinyint(1),YES,,,
178,PossibleUse,text,YES,,,
179,PostalCode,varchar(30),YES,MUL,,
180,PostalCodePlus4,varchar(24),YES,,,
181,PropertyAttachedYN,tinyint(1),YES,,,
182,PropertyCondition,text,YES,,,
183,PropertySubType,varchar(70),YES,,,
184,PropertyType,varchar(70),YES,MUL,,
185,PublicRemarks,text,YES,,,
186,RentIncludes,text,YES,,,
187,RoadFrontageType,text,YES,,,
188,RoadSurfaceType,text,YES,,,
189,Roof,text,YES,,,
190,RoomBathroom1Area,"decimal(14,2)",YES,,,
191,RoomBathroom1Length,"decimal(14,2)",YES,,,
192,RoomBathroom1Level,varchar(45),YES,,,
193,RoomBathroom1Width,"decimal(14,2)",YES,,,
194,RoomBathroom2Area,"decimal(14,2)",YES,,,
195,RoomBathroom2Length,"decimal(14,2)",YES,,,
196,RoomBathroom2Level,varchar(45),YES,,,
197,RoomBathroom2Width,"decimal(14,2)",YES,,,
198,RoomBathroom3Area,"decimal(14,2)",YES,,,
199,RoomBathroom3Length,"decimal(14,2)",YES,,,
200,RoomBathroom3Level,varchar(45),YES,,,
201,RoomBathroom3Width,"decimal(14,2)",YES,,,
202,RoomBathroom4Area,"decimal(14,2)",YES,,,
203,RoomBathroom4Length,"decimal(14,2)",YES,,,
204,RoomBathroom4Level,varchar(45),YES,,,
205,RoomBathroom4Width,"decimal(14,2)",YES,,,
206,RoomBathroom5Area,"decimal(14,2)",YES,,,
207,RoomBathroom5Length,"decimal(14,2)",YES,,,
208,RoomBathroom5Level,varchar(45),YES,,,
209,RoomBathroom5Width,"decimal(14,2)",YES,,,
210,RoomBathroomArea,"decimal(14,2)",YES,,,
211,RoomBathroomLength,"decimal(14,2)",YES,,,
212,RoomBathroomLevel,varchar(45),YES,,,
213,RoomBathroomWidth,"decimal(14,2)",YES,,,
214,RoomBedroom1Area,"decimal(14,2)",YES,,,
215,RoomBedroom1Length,"decimal(14,2)",YES,,,
216,RoomBedroom1Level,varchar(45),YES,,,
217,RoomBedroom1Width,"decimal(14,2)",YES,,,
218,RoomBedroom2Area,"decimal(14,2)",YES,,,
219,RoomBedroom2Length,"decimal(14,2)",YES,,,
220,RoomBedroom2Level,varchar(45),YES,,,
221,RoomBedroom2Width,"decimal(14,2)",YES,,,
222,RoomBedroom3Area,"decimal(14,2)",YES,,,
