,Field,Type,Null,Key,Default,Extra
0,Matrix_Unique_ID,bigint(19),NO,PRI,,
1,ACPercentage,int(11),YES,,,
2,ADOM,int(11),YES,,,
3,AVM,tinyint(1),YES,,,
4,AccountingandLegalExpens,int(11),YES,,,
5,AcreageDescription,varchar(32),YES,,,
6,AdditionalFurnishedInfo,varchar(32),YES,,,
7,AddlMoveInCostYN,tinyint(1),YES,,,
8,AddressInternetDisplay,varchar(80),YES,,,
9,AddressonInternet,tinyint(1),YES,,,
10,AdvertisingExpenses,int(11),YES,,,
11,AgentAlternatePhone,varchar(15),YES,,,
12,AgentLicenseNum,varchar(25),YES,,,
13,AgentsOfficeExtension,varchar(6),YES,,,
14,Amenities,text,YES,,,
15,ApplicationFee,int(11),YES,,,
16,ApprovalInformation,text,YES,,,
17,ApproxSqftTotalArea,int(11),YES,,,
18,ApproximateLotSize,varchar(24),YES,,,
19,Area,varchar(47),YES,,,
20,AssocFeePaidPer,varchar(32),YES,,,
21,AssociationFee,int(11),YES,,,
22,AssumableYN,tinyint(1),YES,,,
23,AvailableDate,datetime,YES,,,
24,AvailableDocuments,text,YES,,,
25,BalconyPorchandorPatioYN,tinyint(1),YES,,,
26,BathsFull,int(11),YES,,,
27,BathsHalf,int(11),YES,,,
28,BedroomDescription,text,YES,,,
29,BedsTotal,int(11),YES,,,
30,Blogging,tinyint(1),YES,,,
31,BoardIdentifier,varchar(32),YES,,,
32,BoatDockAccommodates,varchar(32),YES,,,
33,BrokerRemarks,varchar(765),YES,,,
34,BuildingIncludes,text,YES,,,
35,BuildingNameNumber,varchar(30),YES,,,
36,CableAvailableYN,tinyint(1),YES,,,
37,CarportDescription,varchar(32),YES,,,
38,CeilingDescription,text,YES,,,
39,City,varchar(40),YES,,,
40,CloseDate,datetime,YES,,,
41,ClosePrice,"decimal(16,2)",YES,,,
42,CoAgentLicenseNum,varchar(25),YES,,,
43,CoListAgentDirectWorkPhone,varchar(50),YES,,,
44,CoListAgentEmail,varchar(80),YES,,,
45,CoListAgentFullName,varchar(150),YES,,,
46,CoListAgentMLSID,varchar(25),YES,,,
47,CoListAgent_MUI,bigint(19),YES,MUL,,
48,CoListOfficeMLSID,varchar(25),YES,,,
49,CoListOfficeName,varchar(50),YES,,,
50,CoListOfficePhone,varchar(50),YES,,,
51,CoListOffice_MUI,bigint(19),YES,,,
52,CoSellAgentLicenseNum,varchar(25),YES,,,
53,CoSellingAgentDirectWorkPhone,varchar(50),YES,,,
54,CoSellingAgentEmail,varchar(80),YES,,,
55,CoSellingAgentFullName,varchar(150),YES,,,
56,CoSellingAgentMLSID,varchar(25),YES,,,
57,CoSellingAgent_MUI,bigint(19),YES,,,
58,CoSellingOfficeMLSID,varchar(25),YES,,,
59,CoSellingOfficeName,varchar(50),YES,,,
60,CoSellingOfficePhone,varchar(50),YES,,,
61,CoSellingOffice_MUI,bigint(19),YES,,,
62,ColumnDescription,varchar(32),YES,,,
63,CommonAreaMaintAmount,"decimal(11,4)",YES,,,
64,CommonAreaMaintIncludes,text,YES,,,
65,ComplexName,varchar(25),YES,,,
66,ComprehensivePlanUse,text,YES,,,
67,ComptoBuyersAgent,varchar(8),YES,,,
68,ComptoNonRepresentative,varchar(8),YES,,,
69,ComptoTransactionBroker,varchar(8),YES,,,
70,ConstructionType,text,YES,,,
71,ConvertibleBedroomYN,tinyint(1),YES,,,
72,CoolingDescription,text,YES,,,
73,CountyLandCode,varchar(4),YES,,,
74,CountyOrParish,varchar(32),YES,,,
75,DOM,int(11),YES,,,
76,DXORIGLPID,varchar(30),YES,,,
77,DXORIGMLNO,varchar(30),YES,,,
78,DXORIGMLSID,varchar(3),YES,,,
79,DXORIGOFFCODE,varchar(30),YES,,,
80,DeedRestrictions,text,YES,,,
81,DenDimensions,varchar(5),YES,,,
82,DepositInformation,text,YES,,,
83,Design,text,YES,,,
84,DesignDescription,text,YES,,,
85,Development,text,YES,,,
86,DevelopmentName,varchar(20),YES,,,
87,DiningAreaDimensions,varchar(5),YES,,,
88,DiningDescription,text,YES,,,
89,DiningRoomDimensions,varchar(5),YES,,,
90,Directions,varchar(255),YES,,,
91,DockHeight,int(11),YES,,,
92,DockInformation,text,YES,,,
93,DoorHeight,varchar(32),YES,,,
94,EaveHeight,"decimal(11,4)",YES,,,
95,EfficiencyYN,tinyint(1),YES,,,
96,ElectricService,text,YES,,,
97,ElementarySchool,varchar(37),YES,,,
98,ElevationAboveSeaLevel,varchar(32),YES,,,
99,EnvironmentalAudit,varchar(32),YES,,,
100,EquipmentAppliances,text,YES,,,
101,ExpInclAcctgLegalYN,tinyint(1),YES,,,
102,ExpInclAdvLicPermitYN,tinyint(1),YES,,,
103,ExpInclElectricYN,tinyint(1),YES,,,
104,ExpInclExterminationYN,tinyint(1),YES,,,
105,ExpInclGasOilYN,tinyint(1),YES,,,
106,ExpInclInsuranceYN,tinyint(1),YES,,,
107,ExpInclJanitorYN,tinyint(1),YES,,,
108,ExpInclLawnMaintenanceYN,tinyint(1),YES,,,
109,ExpInclMaintandRepairYN,tinyint(1),YES,,,
110,ExpInclManagementYN,tinyint(1),YES,,,
111,ExpInclMiscellaneousYN,tinyint(1),YES,,,
112,ExpInclPoolServiceYN,tinyint(1),YES,,,
113,ExpInclPropertyTaxYN,tinyint(1),YES,,,
