,Field,Type,Null,Key,Default,Extra
0,listing_row_id,int(10),NO,PRI,,
1,apn,varchar(40),YES,,,
2,area_short_display,varchar(15),YES,,,
3,areadistrict,varchar(34),YES,,,
4,buyer_agent_mls_id,varchar(25),YES,,,
5,buyer_agent_number,int(10),YES,,,
6,buyer_co_agent_mls_id,varchar(25),YES,,,
7,buyer_co_agent_number,int(10),YES,,,
8,buyer_co_office_mls_id,varchar(25),YES,,,
9,buyer_co_office_name,varchar(100),YES,,,
10,buyer_co_office_number,int(10),YES,,,
11,buyer_financing,varchar(20),YES,,,
12,buyer_office_mls_id,varchar(25),YES,,,
13,buyer_office_name,varchar(100),YES,,,
14,buyer_office_number,int(10),YES,,,
15,city,varchar(21),YES,MUL,,
16,close_date,date,YES,,,
17,commission_comments,varchar(200),YES,,,
18,commission_to_buyer_office,varchar(20),YES,,,
19,commission_type,varchar(20),YES,,,
20,contingent_date,date,YES,,,
21,county,varchar(21),YES,,,
22,cross_street,varchar(30),YES,,,
23,directions_to_property,varchar(500),YES,,,
24,disclosuresdocuments,text,YES,,,
25,dual_variable_compensation,tinyint(1),YES,,,
26,electric,varchar(330),YES,,,
27,entry_date,datetime,YES,,,
28,frontage_type,varchar(120),YES,,,
29,inactive_date,date,YES,,,
30,last_modified_date_time,datetime,YES,,,
31,list_aor,varchar(50),YES,,,
32,listing_agent_first_name,varchar(12),YES,,,
33,listing_agent_last_name,varchar(30),YES,,,
34,listing_agent_mls_id,varchar(25),YES,MUL,,
35,listing_agent_number,int(10),YES,,,
36,listing_agreement,varchar(24),YES,,,
37,listing_co_agent_mls_id,varchar(25),YES,MUL,,
38,listing_co_agent_number,int(10),YES,,,
39,listing_co_office_mls_id,varchar(25),YES,,,
40,listing_co_office_name,varchar(100),YES,,,
41,listing_co_office_number,int(10),YES,,,
42,listing_date,date,YES,,,
43,listing_number_display,varchar(25),YES,MUL,,
44,listing_office_mls_id,varchar(25),YES,,,
45,listing_office_name,varchar(100),YES,MUL,,
46,listing_office_number,int(10),YES,,,
47,listing_price,"decimal(12,2)",YES,,,
48,lockbox_location,varchar(60),YES,,,
49,lot_features,text,YES,,,
50,lot_size_acres,"decimal(16,4)",YES,,,
51,lot_size_source,varchar(19),YES,,,
52,lot_size_square_feet,int(10),YES,,,
53,lot_size_units,varchar(5),YES,,,
54,mls_origin,varchar(60),YES,,,
55,multiple_listing_service,varchar(14),YES,,,
56,non_member_sales_agent_name,varchar(30),YES,,,
57,non_member_sales_office_name,varchar(30),YES,,,
58,on_market_date,date,YES,,,
59,original_price,"decimal(12,2)",YES,,,
60,originatingsystemkey,varchar(100),YES,,,
61,pending_date,date,YES,,,
62,picture_count,int(2),YES,,,
63,picture_modified_date_time,datetime,YES,,,
64,price_change_date,datetime,YES,,,
65,primary_showing_contact_name,varchar(40),YES,,,
66,primary_showing_contact_phone,varchar(15),YES,,,
67,primary_showing_contact_type,varchar(90),YES,,,
68,private_remarks,text,YES,,,
69,property_disclaimer,varchar(622),YES,,,
70,property_type,varchar(20),YES,,,
71,public_remarks,text,YES,,,
72,publish_to_internet,tinyint(1),YES,,,
73,recmlsnumber,varchar(15),YES,,,
74,search_price,"decimal(12,2)",YES,,,
75,secondary_showing_contact_name,varchar(40),YES,,,
76,secondary_showing_contact_phone,varchar(15),YES,,,
77,secondary_showing_contact_type,varchar(20),YES,,,
78,selling_price,"decimal(12,2)",YES,,,
79,sewer,varchar(320),YES,,,
80,show_address_to_public,tinyint(1),YES,,,
81,showing_instructions,text,YES,,,
82,standard_status,varchar(21),YES,,,
83,state,varchar(2),YES,,,
84,status,varchar(20),YES,,,
85,status_comments,varchar(20),YES,,,
86,status_date,date,YES,,,
87,street_address_complete,varchar(150),YES,,,
88,street_direction,varchar(4),YES,,,
89,street_name,varchar(30),YES,,,
90,street_number,int(10),YES,,,
91,street_number_modifier,varchar(8),YES,,,
92,street_post_direction,varchar(4),YES,,,
93,street_suffix,varchar(9),YES,,,
94,topography,varchar(255),YES,,,
95,total_parking_spaces,int(5),YES,,,
96,utilities,varchar(450),YES,,,
97,virtual_media_count,int(2),YES,,,
