,Field,Type,Null,Key,Default,Extra
0,matrix_unique_id,bigint(19),NO,PRI,,
1,accessibility_amenities,varchar(1000),YES,,,
2,accuracyof_expenses,varchar(75),YES,,,
3,acres,"decimal(12,3)",YES,,,
4,active_open_house_count,int(11),YES,,,
5,additional_buildings,varchar(1000),YES,,,
6,address_public,tinyint(1),YES,,,
7,adj_rate_mortgage,tinyint(1),YES,,,
8,allow_avm,tinyint(1),YES,,,
9,allow_comments_reviews,tinyint(1),YES,,,
10,amenities,varchar(1000),YES,,,
11,annual_gross_income,"decimal(16,2)",YES,,,
12,annual_operating_expense,"decimal(16,2)",YES,,,
13,annual_operating_income,"decimal(16,2)",YES,,,
14,anticipated_date_available,datetime,YES,,,
15,appliances_remain,varchar(1000),YES,,,
16,area_amenities,varchar(1000),YES,,,
17,assumable_loan,tinyint(1),YES,,,
18,basement_description,varchar(1000),YES,,,
19,baths_full,int(11),YES,,,
20,baths_half,int(11),YES,,,
21,baths_total,"decimal(7,2)",YES,,,
22,beds_total,int(11),YES,MUL,,
23,broker_forms_required,tinyint(1),YES,,,
24,building,varchar(1000),YES,,,
25,building_stories,varchar(75),YES,,,
26,cdom,int(11),YES,,,
27,ceiling_height,"decimal(12,3)",YES,,,
28,census_tract,varchar(10),YES,,,
29,city,varchar(32),YES,MUL,,
30,close_date,datetime,YES,,,
31,close_price,"decimal(16,2)",YES,,,
32,closing_costs,"decimal(16,2)",YES,,,
33,commercial_lease_type,varchar(1000),YES,,,
34,compensation_based_on,varchar(75),YES,,,
35,compensation_paid_upon,varchar(1000),YES,,,
36,conditional_date,datetime,YES,,,
37,condo_fee_includes,varchar(1000),YES,,,
38,construction,varchar(75),YES,,,
39,contingency,tinyint(1),YES,,,
40,conversion,tinyint(1),YES,,,
41,cooling_source,varchar(1000),YES,,,
42,cooling_system,varchar(1000),YES,,,
43,cooperating_broker_compensation,varchar(10),YES,,,
44,corporate_relocation,tinyint(1),YES,,,
45,counter_top_material,varchar(1000),YES,,,
46,county_or_parish,varchar(32),YES,,,
47,cultivated,"decimal(12,3)",YES,,,
48,current_price,"decimal(16,2)",YES,MUL,,
49,current_use,varchar(1000),YES,,,
50,dimensions,varchar(15),YES,,,
51,direction_house_faces,varchar(75),YES,,,
52,directions,varchar(255),YES,,,
53,discount_points_buyer,"decimal(19,0)",YES,,,
54,discount_points_seller,"decimal(19,0)",YES,,,
55,distanceto_lake_river,varchar(75),YES,,,
56,divisible,tinyint(1),YES,,,
57,documentson_file,varchar(1000),YES,,,
58,dom,int(11),YES,,,
59,energy_features,varchar(1000),YES,,,
60,energy_star_rated,varchar(1000),YES,,,
61,enter_id,varchar(50),YES,,,
62,exterior_features,varchar(1000),YES,,,
63,exterior_siding,varchar(1000),YES,,,
64,fence,varchar(1000),YES,,,
65,finance_options,varchar(1000),YES,,,
66,flood_notice_required,tinyint(1),YES,,,
67,floors,varchar(1000),YES,,,
68,foundation,varchar(1000),YES,,,
69,furnished,tinyint(1),YES,,,
70,garage_capacity,int(11),YES,,,
71,garage_description,varchar(1000),YES,,,
72,geo_lat,"decimal(11,6)",YES,,,
73,geo_lon,"decimal(11,6)",YES,,,
74,grade_school,varchar(50),YES,,,
75,green_certified,tinyint(1),YES,,,
76,handicap_accessible,tinyint(1),YES,,,
77,heating_source,varchar(75),YES,,,
78,heating_system,varchar(1000),YES,,,
79,hers_rated,varchar(75),YES,,,
80,high_school,varchar(50),YES,,,
81,hoa_fee_schedule,varchar(75),YES,,,
82,home_owners_association_mandator,tinyint(1),YES,,,
83,home_sq_ft_2,int(11),YES,,,
84,home_sq_ft_3,int(11),YES,,,
85,home_sq_ft_source,varchar(75),YES,,,
86,home_sq_ft_source_2,varchar(75),YES,,,
87,home_sq_ft_source_3,varchar(75),YES,,,
88,homestead,tinyint(1),YES,,,
89,hot_water,varchar(1000),YES,,,
90,house_size,varchar(75),YES,,,
91,interior_features,varchar(1000),YES,,,
92,interior_fireplace_description,varchar(1000),YES,,,
93,interior_walls,varchar(1000),YES,,,
94,jr_high_school,varchar(50),YES,,,
95,lakes_rivers,varchar(75),YES,,,
96,last_change_timestamp,datetime,YES,,,
97,lead_based_disclosure,tinyint(1),YES,,,
98,lease_price,"decimal(16,2)",YES,,,
99,lease_type,varchar(1000),YES,,,
100,leed_rated,varchar(75),YES,,,
101,legal,varchar(256),YES,,,
102,lender,varchar(25),YES,,,
103,lender_owned,tinyint(1),YES,,,
104,limited_service,tinyint(1),YES,,,
105,list_agent_direct_work_phone,varchar(50),YES,,,
106,list_agent_email,varchar(80),YES,,,
107,list_agent_full_name,varchar(150),YES,,,
108,list_agent_mlsid,varchar(25),YES,,,
109,list_agent_mui,bigint(19),YES,MUL,,
110,list_office_mlsid,varchar(25),YES,,,
111,list_office_mui,bigint(19),YES,,,
112,list_office_name,varchar(50),YES,MUL,,
113,list_office_phone,varchar(50),YES,,,
114,list_price,"decimal(16,2)",YES,,,
115,list_price_sq_ft,int(11),YES,,,
116,listing_agreement_type,varchar(75),YES,,,
117,listing_contract_date,datetime,YES,,,
118,loading_dock_ht,int(11),YES,,,
119,loading_door_ht,int(11),YES,,,
120,loan_amount,"decimal(16,2)",YES,,,
121,loan_balance,"decimal(16,2)",YES,,,
122,loan_interest_rate,varchar(10),YES,,,
123,loan_type,varchar(10),YES,,,
124,location,varchar(75),YES,,,
125,lot_description,varchar(1000),YES,,,
126,lot_dimension,varchar(15),YES,,,
127,lot_frontage,int(11),YES,,,
128,lot_size_sq_ft,int(11),YES,,,
129,matrix_modified_dt,datetime,YES,,,
130,mineral_rights,varchar(1000),YES,,,
131,miscellaneous,varchar(1000),YES,,,
132,mls_number,varchar(20),NO,MUL,,
133,monies_required,varchar(1000),YES,,,
134,nahb_rated,varchar(75),YES,,,
135,new_interest_rate,varchar(10),YES,,,
136,non_qualifying,tinyint(1),YES,,,
137,num_fireplaces,int(11),YES,,,
138,num_stories,"decimal(12,3)",YES,,,
139,number_of_floors,int(11),YES,,,
140,numberof_living_areas,int(11),YES,,,
141,open_house_count,int(11),YES,,,
142,open_house_public_count,int(11),YES,,,
143,open_house_public_upcoming,varchar(255),YES,,,
144,open_house_upcoming,varchar(255),YES,,,
145,original_list_price,"decimal(16,2)",YES,,,
146,parking_description,varchar(1000),YES,,,
147,pasture,"decimal(12,3)",YES,,,
148,permitted_use,varchar(1000),YES,,,
149,photo_count,int(11),YES,,,
150,photo_modification_timestamp,datetime,YES,,,
151,pool,varchar(1000),YES,,,
152,postal_code,varchar(10),YES,MUL,,
153,project_name,varchar(40),YES,,,
154,property_sub_type,varchar(32),YES,,,
155,property_type,varchar(32),YES,,,
156,public_remarks,varchar(2000),YES,,,
157,restrooms,int(11),YES,,,
158,road_frontage,varchar(1000),YES,,,
159,road_surface,varchar(1000),YES,,,
160,room_count,int(11),YES,,,
161,short_sale,tinyint(1),YES,,,
162,sq_ft_total,int(11),YES,MUL,,
163,state_or_province,varchar(8),YES,,,
164,status,varchar(32),YES,,,
165,street_dir_prefix,varchar(32),YES,,,
166,street_dir_suffix,varchar(32),YES,,,
167,street_name,varchar(50),YES,,,
168,street_number,varchar(25),YES,,,
169,street_number_numeric,int(11),YES,,,
170,street_suffix,varchar(32),YES,,,
171,street_type,varchar(75),YES,,,
172,style,varchar(75),YES,MUL,,
173,tenancy_term,varchar(75),YES,,,
174,timber,"decimal(12,3)",YES,,,
175,trees,varchar(1000),YES,,,
176,unit_level,varchar(10),YES,,,
177,unit_number,varchar(25),YES,,,
178,utilities_available,varchar(1000),YES,,,
179,virtual_tour_1,varchar(255),YES,,,
180,year_built,int(11),YES,MUL,,
181,year_built_source,varchar(75),YES,,,
182,zoning,varchar(10),YES,,,
183,PictureLastDownloadedTimestamp,datetime,YES,MUL,,
184,PictureDownloaded,int(11),NO,MUL,0,
185,PictureDownloadedCount,smallint(4),YES,,,
186,HasPictures,tinyint(2),NO,,0,
187,HoursUntilNextRetry,int(11),YES,,,
188,added_timestamp,timestamp,NO,,CURRENT_TIMESTAMP,
189,GeoOverride,int(11),NO,MUL,0,
190,GeoCacheV2Id,int(11),YES,,,
191,GeoAddress,varchar(100),YES,,,
192,GeoCity,varchar(50),YES,,,
193,GeoState,varchar(14),YES,,,
194,GeoZipCode,varchar(10),YES,,,
195,GeoTimestamp,datetime,YES,,,
196,PriceDropDate,datetime,YES,,,
197,PriceDropFrom,int(8),YES,,,
