,Field,Type,Null,Key,Default,Extra
0,ListingKeyNumeric,bigint(19),NO,PRI,,
1,AGExemptionYN,tinyint(1),YES,,,
2,AccessCode,varchar(25),YES,,,
3,AccessibilityFeatures,text,YES,,,
4,AccessibilityFeaturesYN,tinyint(1),YES,,,
5,AccessoryUnitSF,int(11),YES,,,
6,AccessoryUnitType,varchar(75),YES,,,
7,AccessoryUnitYN,tinyint(1),YES,,,
8,AcresBottomLand,"decimal(16,2)",YES,,,
9,AcresCultivated,"decimal(16,2)",YES,,,
10,AcresIrrigated,"decimal(16,2)",YES,,,
11,AcresPasture,"decimal(16,2)",YES,,,
12,AerialPhotoAvailableYN,tinyint(1),YES,,,
13,AppFeePayableTo,varchar(50),YES,,,
14,AppFeePlus18YrsYN,tinyint(1),YES,,,
15,Appliances,text,YES,,,
16,AppliancesYN,tinyint(1),YES,,,
17,ApplicationFeeAmount,int(11),YES,,,
18,ApplicationFeeYN,tinyint(1),YES,,,
19,AppraiserName,varchar(50),YES,,,
20,ArchitecturalStyle,text,YES,,,
21,AssociationFee,int(11),YES,,,
22,AssociationFeeFrequency,varchar(75),YES,,,
23,AssociationFeeIncludes,text,YES,,,
24,AssociationType,varchar(75),YES,,,
25,AttachedGarageYN,tinyint(1),YES,,,
26,AuctionHighPrice,"decimal(16,2)",YES,,,
27,AuctionYN,tinyint(1),YES,,,
28,AvailabilityDate,date,YES,,,
29,AverageMonthlyLease,int(11),YES,,,
30,BarnsCount,int(11),YES,,,
31,BasementYN,tinyint(1),YES,,,
32,BathroomsFull,int(3),YES,,,
33,BathroomsHalf,int(3),YES,,,
34,BathroomsTotalDecimal,"decimal(7,2)",YES,,,
35,BathroomsTotalInteger,int(3),YES,MUL,,
36,BedroomsTotal,int(3),YES,MUL,,
37,BuildingAreaSource,varchar(50),YES,,,
38,BuildingAreaTotal,"decimal(16,2)",YES,MUL,,
39,BuildingNumber,varchar(5),YES,,,
40,BuildingUse,text,YES,,,
41,BusinessName,varchar(255),YES,,,
42,BusinessType,text,YES,,,
43,BuyerAgencyCompensation,varchar(25),YES,,,
44,BuyerAgencyCompensationType,varchar(25),YES,,,
45,BuyerAgentDirectPhone,varchar(16),YES,,,
46,BuyerAgentEmail,varchar(80),YES,,,
47,BuyerAgentFullName,varchar(150),YES,,,
48,BuyerAgentKeyNumeric,bigint(19),YES,,,
49,BuyerAgentMlsId,varchar(25),YES,,,
50,BuyerAgentTextingAllowedYN,tinyint(1),YES,,,
51,BuyerFinancing,text,YES,,,
52,BuyerOfficeKeyNumeric,bigint(19),YES,,,
53,BuyerOfficeManager,varchar(150),YES,,,
54,BuyerOfficeManagerKeyNumeric,bigint(19),YES,,,
55,BuyerOfficeManagerLicense,varchar(25),YES,,,
56,BuyerOfficeManagerMLSID,varchar(25),YES,,,
57,BuyerOfficeManagerPhone,varchar(16),YES,,,
58,BuyerOfficeMlsId,varchar(25),YES,,,
59,BuyerOfficeName,varchar(255),YES,,,
60,BuyerOfficePhone,varchar(16),YES,,,
61,BuyerTeamKey,varchar(25),YES,,,
62,BuyerTeamKeyNumeric,bigint(19),YES,,,
63,BuyerTeamName,varchar(50),YES,,,
64,CancellationDate,date,YES,,,
65,CapitalizationRate,"decimal(7,2)",YES,,,
66,CarportSpaces,int(11),YES,,,
67,CeilingHeight,text,YES,,,
68,City,varchar(50),YES,MUL,,
69,CloseDate,date,YES,,,
70,ClosePrice,"decimal(16,2)",YES,,,
71,ClosedRemarks,varchar(500),YES,,,
72,CoBuyerAgentDirectPhone,varchar(16),YES,,,
73,CoBuyerAgentEmail,varchar(80),YES,,,
74,CoBuyerAgentFullName,varchar(150),YES,,,
75,CoBuyerAgentKeyNumeric,bigint(19),YES,,,
76,CoBuyerAgentMlsId,varchar(25),YES,,,
77,CoBuyerAgentTextingAllowedYN,tinyint(1),YES,,,
78,CoBuyerOfficeKeyNumeric,bigint(19),YES,,,
79,CoBuyerOfficeManager,varchar(150),YES,,,
80,CoBuyerOfficeManagerKeyNumeric,bigint(19),YES,,,
81,CoBuyerOfficeManagerLicense,varchar(25),YES,,,
82,CoBuyerOfficeManagerMLSID,varchar(25),YES,,,
83,CoBuyerOfficeManagerPhone,varchar(16),YES,,,
84,CoBuyerOfficeMlsId,varchar(25),YES,,,
85,CoBuyerOfficeName,varchar(255),YES,,,
86,CoBuyerOfficePhone,varchar(16),YES,,,
87,CoListAgentDirectPhone,varchar(16),YES,,,
88,CoListAgentEmail,varchar(80),YES,,,
89,CoListAgentFullName,varchar(150),YES,,,
90,CoListAgentKeyNumeric,bigint(19),YES,MUL,,
91,CoListAgentMlsId,varchar(25),YES,,,
92,CoListAgentTextingAllowedYN,tinyint(1),YES,,,
93,CoListOfficeKeyNumeric,bigint(19),YES,,,
94,CoListOfficeManager,varchar(150),YES,,,
95,CoListOfficeManagerKeyNumeric,bigint(19),YES,,,
96,CoListOfficeManagerLicense,varchar(25),YES,,,
97,CoListOfficeManagerMLSID,varchar(25),YES,,,
98,CoListOfficeManagerPhone,varchar(16),YES,,,
99,CoListOfficeMlsId,varchar(25),YES,,,
100,CoListOfficeName,varchar(255),YES,,,
101,CoListOfficePhone,varchar(16),YES,,,
102,CommercialFeatures,text,YES,,,
103,CommunityFeatures,text,YES,,,
104,CompensationPaid,varchar(75),YES,,,
105,ComplexName,varchar(25),YES,,,
106,ConsentforVisitorstoRecord,text,YES,,,
107,ConstructionMaterials,text,YES,,,
108,ConstructionMaterialsWalls,text,YES,,,
109,ContingencyInfo,varchar(50),YES,,,
110,Cooling,text,YES,,,
111,Country,varchar(75),YES,,,
112,CountyOrParish,varchar(50),YES,,,
113,CoveredSpaces,int(11),YES,,,
114,CropRetireProgramYN,tinyint(1),YES,,,
115,Crops,text,YES,,,
116,CumulativeDaysOnMarket,int(4),YES,,,
117,CurrentUse,text,YES,,,
118,DOCBOX_GUID,varchar(40),YES,,,
119,DaysOnMarket,int(4),YES,,,
120,DepositAmount,int(11),YES,,,
121,DepositPet,int(11),YES,,,
122,DevelopmentStatus,text,YES,,,
123,Directions,text,YES,,,
124,DocBox_ModificationTimestamp,datetime,YES,,,
125,DocBox_NumMlsDocuments,int(11),YES,,,
126,DocBox_NumPrivateDocuments,int(11),YES,,,
127,DocBox_NumPublicDocuments,int(11),YES,,,
128,DockPermittedYN,tinyint(1),YES,,,
129,DocumentManagerMLSCount,int(11),YES,,,
130,DocumentManagerPrivateCount,int(11),YES,,,
131,DocumentManagerPublicCount,int(11),YES,,,
132,DocumentManagerTotalCount,int(11),YES,,,
133,DocumentsAvailable,text,YES,,,
134,DualVariableCompensationYN,tinyint(1),YES,,,
135,Easements,text,YES,,,
136,ElementarySchool,varchar(50),YES,,,
137,ElementarySchoolName,varchar(50),YES,,,
138,EnergySavingFeatures,text,YES,,,
139,Exclusions,varchar(150),YES,,,
140,ExpirationDateOption,date,YES,,,
141,ExteriorFeatures,text,YES,,,
142,FHA_VA_ApprovedComplexNumber,varchar(8),YES,,,
143,FarmRanchFeatures,text,YES,,,
144,Fencing,text,YES,,,
145,FireplaceFeatures,text,YES,,,
146,FireplacesTotal,int(11),YES,,,
147,FloorLocationNumber,int(11),YES,,,
148,Flooring,text,YES,,,
149,FoundationDetails,text,YES,,,
150,FreightDoors,text,YES,,,
151,FrontageFeet,int(11),YES,,,
152,FrontageLength,varchar(255),YES,,,
153,FurnishedYN,tinyint(1),YES,,,
154,GarageHeight,int(11),YES,,,
155,GarageLength,int(11),YES,,,
156,GarageSpaces,int(11),YES,,,
157,GarageWidth,int(11),YES,,,
158,GarageYN,tinyint(1),YES,,,
159,GeocodeConfidence,varchar(75),YES,,,
160,GreenEnergyEfficient,text,YES,,,
161,GreenEnergyGeneration,text,YES,,,
162,GreenIndoorAirQuality,text,YES,,,
163,GreenLandscaping,text,YES,,,
164,GreenSustainability,text,YES,,,
165,GreenVerificationCount,int(11),YES,,,
166,GreenWaterConservation,text,YES,,,
167,GrossAnnualExpenses,"decimal(16,2)",YES,,,
168,GrossAnnualIncome,"decimal(16,2)",YES,,,
169,GrossIncomeMultiplier,"decimal(7,2)",YES,,,
170,HOAManagementCompany,varchar(50),YES,,,
171,HOAManagementCompanyPhone,varchar(50),YES,,,
172,Heating,text,YES,,,
173,HighSchool,varchar(50),YES,,,
174,HighSchoolName,varchar(50),YES,,,
175,HoldDate,date,YES,,,
176,HorseAmenities,text,YES,,,
177,HorsePermittedYN,tinyint(1),YES,,,
178,InsuranceExpense,int(11),YES,,,
179,InteriorFeatures,text,YES,,,
180,IntermediateSchoolName,varchar(50),YES,,,
181,InternetAddressDisplayYN,tinyint(1),YES,,,
182,InternetAutomatedValuationDisplayYN,tinyint(1),YES,,,
183,InternetConsumerCommentYN,tinyint(1),YES,,,
184,InternetEntireListingDisplayYN,tinyint(1),YES,,,
185,JuniorHighSchoolName,varchar(50),YES,,,
186,KeyboxNumber,varchar(15),YES,,,
187,LakePumpYN,tinyint(1),YES,,,
188,LandLeaseYN,tinyint(1),YES,,,
189,Latitude,"decimal(14,8)",YES,,,
190,LaundryFeatures,text,YES,,,
191,LeasableArea,"decimal(16,2)",YES,,,
192,LeaseConditions,text,YES,,,
193,LeaseExpirationDate,date,YES,,,
194,LeaseRateMax,"decimal(7,2)",YES,,,
195,LeaseRateMin,"decimal(7,2)",YES,,,
196,LeaseTerm,varchar(100),YES,,,
197,LeaseTermDescription,varchar(75),YES,,,
198,LeaseType,text,YES,,,
199,LeasedPriceUnits,varchar(75),YES,,,
200,LenderName,varchar(25),YES,,,
201,Levels,varchar(75),YES,,,
202,ListAgentDirectPhone,varchar(16),YES,,,
203,ListAgentEmail,varchar(80),YES,,,
204,ListAgentFullName,varchar(150),YES,,,
205,ListAgentKeyNumeric,bigint(19),YES,MUL,,
206,ListAgentMLSProvider,varchar(75),YES,,,
207,ListAgentMlsId,varchar(25),YES,MUL,,
208,ListAgentTextingAllowedYN,tinyint(1),YES,,,
209,ListMLSProvider,varchar(75),YES,,,
210,ListOfficeKeyNumeric,bigint(19),YES,MUL,,
211,ListOfficeManager,varchar(150),YES,,,
212,ListOfficeManagerKeyNumeric,bigint(19),YES,,,
213,ListOfficeManagerLicense,varchar(25),YES,,,
214,ListOfficeManagerMLSID,varchar(25),YES,,,
215,ListOfficeManagerPhone,varchar(16),YES,,,
216,ListOfficeMlsId,varchar(25),YES,,,
217,ListOfficeName,varchar(255),YES,MUL,,
218,ListOfficePhone,varchar(16),YES,,,
219,ListPrice,"decimal(16,2)",YES,,,
220,ListPriceLow,"decimal(16,2)",YES,,,
221,ListPriceLowSystem,"decimal(16,2)",YES,,,
222,ListSource,varchar(25),YES,,,
223,ListSourceOriginal,varchar(25),YES,,,
224,ListSourceVendor,varchar(25),YES,,,
225,ListTeamKey,varchar(25),YES,,,
226,ListTeamKeyNumeric,bigint(19),YES,,,
227,ListTeamName,varchar(50),YES,,,
228,ListingAgreement,varchar(33),YES,,,
229,ListingContractDate,date,YES,,,
230,ListingId,varchar(30),YES,MUL,,
231,ListingService,varchar(25),YES,,,
232,ListingTerms,text,YES,,,
233,LivingArea,"decimal(16,2)",YES,,,
234,Loan1Amount,int(11),YES,,,
235,Loan1InterestRate,"decimal(7,2)",YES,,,
236,Loan1Years,int(11),YES,,,
237,LoanBalance,int(11),YES,,,
238,LoanInterestRate,"decimal(7,2)",YES,,,
239,LoanPayment,int(11),YES,,,
240,LoanPaymentType,varchar(75),YES,,,
241,LoanType,varchar(75),YES,,,
242,LockBoxLocation,varchar(255),YES,,,
243,LockBoxType,varchar(75),YES,,,
244,Longitude,"decimal(14,8)",YES,,,
245,LotFeatures,text,YES,,,
246,LotNumber,varchar(5),YES,,,
247,LotSize,varchar(75),YES,,,
248,LotSizeAcres,"decimal(18,4)",YES,,,
249,LotSizeArea,"decimal(18,4)",YES,,,
250,LotSizeDimensions,varchar(30),YES,,,
251,LotSizeSource,varchar(75),YES,,,
252,LotSizeSquareFeet,"decimal(18,4)",YES,,,
253,LotSizeUnits,varchar(75),YES,,,
254,LotsSoldPackage,int(11),YES,,,
255,LotsSoldSeparate,int(11),YES,,,
256,MLSNumberSaleOrLease,varchar(20),YES,,,
257,MiddleOrJuniorSchool,varchar(50),YES,,,
258,MiddleSchoolName,varchar(50),YES,,,
259,MlsStatus,varchar(50),YES,,,
260,ModificationTimestamp,datetime,YES,,,
261,MoniesRequired,text,YES,,,
262,MonthlyPetFee,int(11),YES,,,
263,MortgageCompany,varchar(25),YES,,,
264,MoveInDate,date,YES,,,
265,MultiParcelIDYN,tinyint(1),YES,,,
266,MultiZoningYN,tinyint(1),YES,,,
267,MunicipalUtilityDistrictYN,tinyint(1),YES,,,
268,NetOperationIncome,int(11),YES,,,
269,NonRefundablePetFeeYN,tinyint(1),YES,,,
270,NoticeSurveillanceDevicesPresent,text,YES,,,
271,NumberOfBarns,int(11),YES,,,
272,NumberOfBuildings,int(11),YES,,,
273,NumberOfDaysGuestsAllowed,int(11),YES,,,
274,NumberOfDiningAreas,int(11),YES,,,
275,NumberOfLakes,int(11),YES,,,
276,NumberOfLeaseableSpaces,int(11),YES,,,
277,NumberOfLivingAreas,int(11),YES,,,
278,NumberOfLots,int(11),YES,,,
279,NumberOfParkingSpaces,int(11),YES,,,
280,NumberOfPetsAllowed,int(11),YES,,,
281,NumberOfResidences,int(11),YES,,,
282,NumberOfSeparateWaterMeters,int(11),YES,,,
283,NumberOfSpacesLeased,int(11),YES,,,
284,NumberOfStallsInBarn1,int(11),YES,,,
285,NumberOfStallsInBarn2,int(11),YES,,,
286,NumberOfStallsInBarn3,int(11),YES,,,
287,NumberOfTanksAndPonds,int(11),YES,,,
288,NumberOfUnitsTotal,int(11),YES,,,
289,NumberOfVehicles,int(11),YES,,,
290,NumberOfWells,int(11),YES,,,
291,OccupancyRate,int(11),YES,,,
292,OccupantName,varchar(50),YES,,,
293,OccupantPhone,varchar(16),YES,,,
294,OccupantPhoneAlternative,varchar(16),YES,,,
295,OccupantType,varchar(75),YES,,,
296,OffMarketDate,date,YES,,,
297,OnMarketDate,date,YES,,,
298,OpenParkingSpaces,int(11),YES,,,
299,OpenParkingYN,tinyint(1),YES,,,
300,OperatingExpenseIncludes,text,YES,,,
301,OriginalListPrice,"decimal(16,2)",YES,,,
302,OriginalMortgageDate,date,YES,,,
303,OriginatingSystemKey,varchar(25),YES,,,
304,OriginatingSystemName,varchar(75),YES,,,
305,OriginatingSystemTimestamp,datetime,YES,,,
306,OtherEquipment,text,YES,,,
307,OtherStructures,text,YES,,,
308,OwnerName,varchar(50),YES,,,
309,OwnerPays,text,YES,,,
310,OwnerPermissionToVideoYN,tinyint(1),YES,,,
311,OwnerPhone,varchar(16),YES,,,
312,OwnerPhoneAlternative,varchar(16),YES,,,
313,ParcelNumber,varchar(50),YES,,,
314,ParcelNumber2,varchar(50),YES,,,
315,ParkingFeatures,text,YES,,,
