,Field,Type,Null,Key,Default,Extra
0,Accessibility,text,YES,,,
1,AcresApprox,"decimal(16,4)",YES,,,
2,ActiveOpenHouseCount,int(11),YES,,,
3,AddressStreetDirPrefix,varchar(52),YES,,,
4,AddressStreetDirSuffix,varchar(52),YES,,,
5,AddressStreetNameWebsite,varchar(70),YES,,,
6,AddressStreetNumWebsite,varchar(26),YES,,,
7,AddressStreetSuffix,varchar(52),YES,,,
8,AddressWebsite,varchar(120),YES,,,
9,AddressZipCode,varchar(30),YES,,,
10,AerialDroneVideo,varchar(170),YES,,,
11,AgentListing2Id,varchar(45),YES,,,
12,AgentListing2Mui,bigint(20),YES,,,
13,AgentListing2OfficeId,varchar(45),YES,,,
14,AgentListing2OfficeMui,bigint(20),YES,,,
15,AgentListingId,varchar(45),YES,MUL,,
16,AgentListingMui,bigint(20),YES,MUL,,
17,AgentSelling2Id,varchar(45),YES,,,
18,AgentSelling2Mui,bigint(20),YES,,,
19,AgentSellingId,varchar(45),YES,,,
20,AgentSellingMui,bigint(20),YES,,,
21,AgentSellingOfficeMui,bigint(20),YES,,,
22,AicuzCrash,varchar(95),YES,,,
23,AicuzNoise,varchar(95),YES,,,
24,AmenitiesCondoPoa,text,YES,,,
25,Appliances,text,YES,,,
26,AppliancesDishwashers,int(11),YES,,,
27,AppliancesDisposals,int(11),YES,,,
28,AppliancesDryers,int(11),YES,,,
29,AppliancesRanges,int(11),YES,,,
30,AppliancesRefrigerators,int(11),YES,,,
31,AppliancesWashers,int(11),YES,,,
32,Area,varchar(95),YES,,,
33,AssocLegalName,varchar(74),YES,,,
34,AssocMgmtCo,varchar(74),YES,,,
35,AssociationFee2Frequency,varchar(95),YES,,,
36,AssociationFeeFrequency,varchar(95),YES,,,
37,AuctionBidType,varchar(95),YES,,,
38,AuctionBuyerPremium,varchar(30),YES,,,
39,AuctionEarlyOffersConsidered,tinyint(1),YES,,,
40,AuctionExplanationType,varchar(70),YES,,,
41,AuctionListPriceValue,varchar(95),YES,,,
42,AuctionReqmtsToRepBidder,text,YES,,,
43,AuctionType,varchar(95),YES,,,
44,AuctionWebsite,text,YES,,,
45,BathsFull,int(11),YES,,,
46,BathsHalf,int(11),YES,,,
47,BathsTotal,"decimal(7,2)",YES,,,
48,BedsTotal,int(11),YES,,,
49,Buildings,text,YES,,,
50,CeilingFansNumber,int(11),YES,,,
51,CeilingHeight,varchar(33),YES,,,
52,City,varchar(52),YES,,,
53,CommissionAmtSellBkrSbc,varchar(27),YES,,,
54,ComplexName,varchar(40),YES,,,
55,CondoLevel,varchar(23),YES,,,
56,Construction,text,YES,,,
57,Contingencies,text,YES,,,
58,ContingencyExists,varchar(95),YES,,,
59,Cooling,text,YES,,,
60,CountyCity,varchar(54),YES,,,
61,CropData,varchar(35),YES,,,
62,DateAuction,date,YES,,,
63,DateClosed,date,YES,,,
64,DateOffMarket,date,YES,,,
65,DatePhotoUpdate,datetime,YES,,,
66,DateUpdated,datetime,YES,,,
67,Directions,varchar(80),YES,,,
68,Disclosure,text,YES,,,
69,EnergyEfficiency,text,YES,,,
70,Equipment,text,YES,,,
71,ExteriorFeatures,text,YES,,,
72,ExteriorSiding,text,YES,,,
73,Features,text,YES,,,
74,FeesCondoMonthly,int(11),YES,,,
75,FeesHoaPoaMonthly,int(11),YES,,,
76,FenceDescription,text,YES,,,
77,FenceYn,tinyint(1),YES,,,
78,FireplacesNumber,int(11),YES,,,
79,FirstFlrBedFullBathYn,tinyint(1),YES,,,
80,FloorLevel,int(11),YES,,,
81,FlooringType,text,YES,,,
82,FoundationType,text,YES,,,
83,FurnishedYn,tinyint(1),YES,,,
84,GarageSquareFeet,int(11),YES,,,
85,GarageYn,tinyint(1),YES,,,
86,GreenCertification,text,YES,,,
87,Heating,text,YES,,,
88,HoaAssocLegalName,varchar(74),YES,,,
89,Hoayn,tinyint(1),YES,,,
90,Improvements,text,YES,,,
91,InsuranceRequiredYn,tinyint(1),YES,,,
92,InteriorFeatures,text,YES,,,
93,LandDescription,text,YES,,,
94,Latitude,"decimal(11,6)",YES,,,
95,LeaseConditions,text,YES,,,
96,LeaseDisclosure,text,YES,,,
97,LeaseType,varchar(95),YES,,,
98,Lighting,varchar(38),YES,,,
99,ListType,varchar(95),YES,,,
100,ListingMui,bigint(20),NO,PRI,,
101,Location,text,YES,,,
102,Longitude,"decimal(11,6)",YES,,,
103,LotDepth,varchar(29),YES,,,
104,LotDimensions,varchar(40),YES,,,
105,LotFeatures,text,YES,,,
106,LotFront,varchar(29),YES,,,
107,LotSize,varchar(95),YES,,,
108,LpSqFt,"decimal(15,2)",YES,,,
109,MainListOffice,varchar(32),YES,MUL,,
110,MainSaleOffice,varchar(32),YES,,,
111,MarketTime,int(11),YES,,,
112,MasterListing,tinyint(1),YES,,,
113,MasterModel,tinyint(1),YES,,,
114,MetersSeparate,text,YES,,,
115,Miscellaneous,text,YES,,,
116,MlsNumber,varchar(40),YES,,,
117,NeighborhoodName,varchar(45),YES,,,
118,NewConstructionYn,tinyint(1),YES,,,
119,NumBedsWithEnsuite,int(11),YES,,,
120,OfficeListingId,varchar(45),YES,MUL,,
121,OfficeListingMui,bigint(20),YES,MUL,,
122,OfficeSellingId,varchar(45),YES,,,
123,OwnerFinanceYn,tinyint(1),YES,,,
124,OwnershipType,varchar(95),YES,,,
125,Parking,text,YES,,,
126,PercTestTable,varchar(95),YES,,,
127,PetRestrictions,text,YES,,,
128,PhotoCount,int(11),YES,,,
129,Pool,text,YES,,,
130,Possession,varchar(50),YES,,,
131,Poundage,varchar(35),YES,,,
132,Price,"decimal(16,2)",YES,,,
133,PropertySubType,varchar(52),YES,,,
134,PropertyType,varchar(52),YES,,,
135,PropertyTypeCrossProp,varchar(95),YES,,,
136,PublicRemarks,text,YES,,,
137,PublicStatus,varchar(40),YES,,,
138,RentIncludes,text,YES,,,
139,RentalType,varchar(95),YES,,,
140,RoadFrontage,varchar(95),YES,,,
141,RoadSurface,text,YES,,,
142,Roof,text,YES,,,
143,RoomsNumber,int(11),YES,,,
144,RoomsOther,text,YES,,,
145,SchoolElementary,varchar(95),YES,,,
146,SchoolHighSchool,varchar(95),YES,,,
147,SchoolMiddle,varchar(95),YES,,,
148,SchoolOther,varchar(38),YES,,,
149,SewerType,varchar(95),YES,,,
150,SourceOfFundsExemptYn,tinyint(1),YES,,,
151,SquareFeetApprox,int(11),YES,,,
152,StateOrProvince,varchar(34),YES,,,
153,StoriesNumber,"decimal(16,4)",YES,,,
154,Style,text,YES,,,
155,SubdivisionName,text,YES,,,
156,SubdivisionNumber,varchar(95),YES,,,
157,Sustainable,text,YES,,,
158,TaxAmountApprox,int(11),YES,,,
159,TreeDescription,text,YES,,,
160,TypeOfApartment,varchar(95),YES,,,
161,UnitDescription,text,YES,,,
162,UnitNumber,varchar(45),YES,,,
163,UnitsTotalNumber,int(11),YES,,,
164,UseCurrentCom,varchar(35),YES,,,
165,UseCurrentLaf,text,YES,,,
166,UsePossible,text,YES,,,
167,UseType,varchar(95),YES,,,
168,Utilities,text,YES,,,
169,VacantYn,tinyint(1),YES,,,
170,ViewDescription,text,YES,,,
171,VirtualTour3D,varchar(170),YES,,,
172,VirtualTourBranded,text,YES,,,
173,VirtualTourNonBranded,text,YES,,,
174,WaterHeaterType,varchar(95),YES,,,
175,WaterSewerLineSize,varchar(35),YES,,,
176,WaterType,varchar(95),YES,,,
177,WaterfrontDescription,text,YES,,,
178,WaterfrontYn,tinyint(1),YES,,,
179,WebExclude,text,YES,,,
180,WindowTreatments,text,YES,,,
181,YearBuiltApprox,int(11),YES,,,
182,Zoning,varchar(28),YES,,,
183,PictureLastDownloadedTimestamp,datetime,YES,,,
184,PictureDownloaded,int(11),NO,MUL,0,
185,PictureDownloadedCount,smallint(4),YES,,,
186,HasPictures,tinyint(2),NO,,0,
187,HoursUntilNextRetry,int(11),YES,,,
188,GeoOverride,int(11),NO,,0,
189,GeoCacheV2Id,int(11),YES,,,
190,GeoAddress,varchar(100),YES,,,
191,GeoCity,varchar(50),YES,,,
192,GeoState,varchar(14),YES,,,
193,GeoZipCode,varchar(10),YES,,,
194,GeoTimestamp,datetime,YES,,,
195,added_timestamp,timestamp,NO,,CURRENT_TIMESTAMP,
196,PriceDropDate,datetime,YES,,,
197,PriceDropFrom,int(8),YES,,,
