,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,text,YES,,,
1,AdditionalParcelsDescription,text,YES,,,
2,AdditionalParcelsYN,tinyint(1),YES,,,
3,Appliances,text,YES,,,
4,ArchitecturalStyle,text,YES,,,
5,AssociationFee,"decimal(14,2)",YES,,,
6,AssociationFeeFrequency,varchar(45),YES,,,
7,AssociationYN,tinyint(1),YES,,,
8,AttachedGarageYN,tinyint(1),YES,,,
9,AvailabilityDate,date,YES,,,
10,Basement,text,YES,,,
11,BathroomsFull,bigint(20),YES,,,
12,BathroomsHalf,bigint(20),YES,,,
13,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
14,BathroomsTotalInteger,bigint(20),YES,,,
15,BedroomsTotal,bigint(20),YES,,,
16,BridgeModificationTimestamp,datetime,YES,,,
17,BuildingFeatures,text,YES,,,
18,BuyerAgentDirectPhone,varchar(36),YES,,,
19,BuyerAgentEmail,varchar(100),YES,,,
20,BuyerAgentFullName,varchar(170),YES,,,
21,BuyerAgentKey,text,YES,,,
22,BuyerAgentMlsId,varchar(45),YES,,,
23,BuyerAgentPreferredPhone,varchar(36),YES,,,
24,BuyerOfficeKey,text,YES,,,
25,BuyerOfficeMlsId,varchar(45),YES,,,
26,BuyerOfficeName,text,YES,,,
27,BuyerOfficePhone,varchar(36),YES,,,
28,BuyerOfficePhoneExt,varchar(30),YES,,,
29,CapRate,"decimal(5,2)",YES,,,
30,CarportSpaces,"decimal(14,2)",YES,,,
31,CarportYN,tinyint(1),YES,,,
32,City,varchar(70),YES,,,
33,CloseDate,date,YES,,,
34,ClosePrice,"decimal(14,2)",YES,,,
35,CoBuyerAgentDirectPhone,varchar(36),YES,,,
36,CoBuyerAgentEmail,varchar(100),YES,,,
37,CoBuyerAgentFullName,varchar(170),YES,,,
38,CoBuyerAgentKey,text,YES,,,
39,CoBuyerAgentMlsId,varchar(45),YES,,,
40,CoBuyerAgentPreferredPhone,varchar(36),YES,,,
41,CoBuyerOfficeKey,text,YES,,,
42,CoBuyerOfficeMlsId,varchar(45),YES,,,
43,CoBuyerOfficeName,text,YES,,,
44,CoBuyerOfficePhone,varchar(36),YES,,,
45,CoListAgentDirectPhone,varchar(36),YES,,,
46,CoListAgentEmail,varchar(100),YES,,,
47,CoListAgentFullName,varchar(170),YES,,,
48,CoListAgentKey,text,YES,,,
49,CoListAgentMlsId,varchar(45),YES,,,
50,CoListOfficeKey,text,YES,,,
51,CoListOfficeMlsId,varchar(45),YES,,,
52,CoListOfficeName,text,YES,,,
53,CoListOfficePhone,varchar(36),YES,,,
54,CommunityFeatures,text,YES,,,
55,ConstructionMaterials,text,YES,,,
56,Cooling,text,YES,,,
57,CoolingYN,tinyint(1),YES,,,
58,Country,varchar(22),YES,,,
59,CountyOrParish,varchar(70),YES,,,
60,CoveredSpaces,"decimal(14,2)",YES,,,
61,CrossStreet,varchar(80),YES,,,
62,DoorFeatures,text,YES,,,
63,Electric,text,YES,,,
64,ElementarySchool,varchar(70),YES,,,
65,ExteriorFeatures,text,YES,,,
66,Fencing,text,YES,,,
67,FireplaceFeatures,text,YES,,,
68,FireplaceYN,tinyint(1),YES,,,
69,Flooring,text,YES,,,
70,FoundationDetails,text,YES,,,
71,FrontageLength,text,YES,,,
72,GarageSpaces,"decimal(14,2)",YES,,,
73,GarageYN,tinyint(1),YES,,,
74,GreenBuildingVerificationType,text,YES,,,
75,GreenEnergyEfficient,text,YES,,,
76,Heating,text,YES,,,
77,HeatingYN,tinyint(1),YES,,,
78,HighSchool,varchar(70),YES,,,
79,HorseYN,tinyint(1),YES,,,
80,IDXParticipationYN,tinyint(1),YES,,,
81,InsuranceExpense,"decimal(14,2)",YES,,,
82,InteriorFeatures,text,YES,,,
83,InternetAddressDisplayYN,tinyint(1),YES,,,
84,InternetConsumerCommentYN,tinyint(1),YES,,,
85,InternetEntireListingDisplayYN,tinyint(1),YES,,,
86,LandLeaseYN,tinyint(1),YES,,,
87,Latitude,"decimal(20,8)",YES,,,
88,LaundryFeatures,text,YES,,,
89,LeaseConsideredYN,tinyint(1),YES,,,
90,LeaseTerm,varchar(45),YES,,,
91,Levels,text,YES,,,
92,ListAgentDirectPhone,varchar(36),YES,,,
93,ListAgentEmail,varchar(100),YES,,,
94,ListAgentFullName,varchar(170),YES,,,
95,ListAgentKey,text,YES,,,
96,ListAgentMlsId,varchar(45),YES,MUL,,
97,ListOfficeKey,text,YES,,,
98,ListOfficeMlsId,varchar(45),YES,,,
99,ListOfficeName,text,YES,,,
100,ListPrice,"decimal(14,2)",YES,,,
101,ListingContractDate,date,YES,,,
102,ListingId,varchar(40),YES,MUL,,
103,ListingKey,varchar(255),NO,PRI,,
104,LivingArea,"decimal(14,2)",YES,,,
105,LivingAreaSource,varchar(70),YES,,,
106,LivingAreaUnits,varchar(45),YES,,,
107,Longitude,"decimal(20,8)",YES,,,
108,LotFeatures,text,YES,,,
109,LotSizeAcres,"decimal(16,2)",YES,,,
110,LotSizeArea,"decimal(16,2)",YES,,,
111,LotSizeDimensions,varchar(170),YES,,,
112,LotSizeSquareFeet,"decimal(14,2)",YES,,,
113,LotSizeUnits,varchar(45),YES,,,
114,MLSAreaMajor,varchar(70),YES,,,
115,MaintenanceExpense,"decimal(14,2)",YES,,,
116,ManagerExpense,"decimal(14,2)",YES,,,
117,MiddleOrJuniorSchool,varchar(70),YES,,,
118,MlsStatus,varchar(70),YES,,,
119,ModificationTimestamp,datetime,YES,,,
120,NetOperatingIncome,"decimal(14,2)",YES,,,
121,NewConstructionYN,tinyint(1),YES,,,
122,NumberOfBuildings,bigint(20),YES,,,
123,NumberOfUnitsTotal,bigint(20),YES,,,
124,OccupantType,varchar(70),YES,,,
125,OriginatingSystemKey,text,YES,,,
126,OriginatingSystemName,text,YES,,,
127,OtherStructures,text,YES,,,
128,OwnerPays,text,YES,,,
129,OwnershipType,varchar(70),YES,MUL,,
130,ParcelNumber,varchar(70),YES,,,
131,ParkingFeatures,text,YES,,,
132,ParkingTotal,"decimal(14,2)",YES,,,
133,PatioAndPorchFeatures,text,YES,,,
134,PetsAllowed,text,YES,,,
135,PhotosChangeTimestamp,datetime,YES,,,
136,PhotosCount,bigint(20),YES,,,
137,PoolFeatures,text,YES,,,
138,PossibleUse,text,YES,,,
139,PostalCode,varchar(30),YES,,,
140,PostalCodePlus4,varchar(24),YES,,,
141,PropertySubType,varchar(70),YES,,,
142,PropertyType,varchar(70),YES,,,
143,PublicRemarks,text,YES,,,
144,PurchaseContractDate,date,YES,,,
145,RoadFrontageType,text,YES,,,
146,RoadSurfaceType,text,YES,,,
147,Roof,text,YES,,,
148,RoomBedroomFeatures,text,YES,,,
149,RoomDiningRoomFeatures,text,YES,,,
150,RoomMasterBedroomLevel,varchar(45),YES,,,
151,RoomsTotal,bigint(20),YES,,,
152,Sewer,text,YES,,,
153,SpaFeatures,text,YES,,,
154,SpaYN,tinyint(1),YES,,,
155,SpecialListingConditions,text,YES,,,
156,StandardStatus,varchar(45),YES,,,
157,StateOrProvince,varchar(22),YES,,,
158,StreetDirPrefix,varchar(35),YES,,,
159,StreetDirSuffix,varchar(35),YES,,,
160,StreetName,varchar(70),YES,,,
161,StreetNumber,varchar(45),YES,,,
162,StreetNumberNumeric,bigint(20),YES,,,
163,StreetSuffix,varchar(45),YES,,,
164,StructureType,varchar(45),YES,,,
165,SubdivisionName,varchar(70),YES,,,
166,TaxAnnualAmount,"decimal(14,2)",YES,,,
167,TenantPays,text,YES,,,
168,Topography,text,YES,,,
169,UnitNumber,varchar(45),YES,,,
170,UnparsedAddress,text,YES,,,
171,Utilities,text,YES,,,
172,View,text,YES,,,
173,ViewYN,tinyint(1),YES,,,
174,VirtualTourURLBranded,text,YES,,,
175,VirtualTourURLUnbranded,text,YES,,,
176,WaterSource,text,YES,,,
177,WaterfrontFeatures,text,YES,,,
178,WaterfrontYN,tinyint(1),YES,,,
179,WindowFeatures,text,YES,,,
180,YearBuilt,bigint(20),YES,,,
181,Zoning,varchar(45),YES,,,
182,PictureLastDownloadedTimestamp,datetime,YES,,,
183,PictureDownloaded,int(11),NO,MUL,0,
184,PictureDownloadedCount,smallint(4),YES,,,
185,HasPictures,tinyint(2),NO,,0,
186,HoursUntilNextRetry,int(11),YES,,,
187,GeoOverride,int(11),NO,,0,
188,GeoCacheV2Id,int(11),YES,,,
189,GeoAddress,varchar(100),YES,,,
190,GeoCity,varchar(50),YES,,,
191,GeoState,varchar(14),YES,,,
192,GeoZipCode,varchar(10),YES,,,
193,GeoTimestamp,datetime,YES,,,
194,added_timestamp,timestamp,NO,,CURRENT_TIMESTAMP,
195,PriceDropDate,datetime,YES,,,
196,PriceDropFrom,int(8),YES,,,
197,BuildingAreaSource,varchar(70),YES,,,
198,BuildingAreaTotal,"decimal(14,2)",YES,,,
199,BuildingAreaUnits,varchar(45),YES,,,
200,AboveGradeFinishedArea,"decimal(14,2)",YES,,,
201,AboveGradeFinishedAreaSource,varchar(70),YES,,,
202,AboveGradeFinishedAreaUnits,varchar(45),YES,,,
203,BelowGradeFinishedArea,"decimal(14,2)",YES,,,
