,Field,Type,Null,Key,Default,Extra
0,Matrix_Unique_ID,bigint(19),NO,PRI,,
1,AcresDataSource,varchar(75),YES,,,
2,ActiveOpenHouseCount,int(11),YES,,,
3,AgeUnknownYN,tinyint(1),YES,,,
4,Amenities,text,YES,,,
5,Amps,int(11),YES,,,
6,ArchitectualStyle,varchar(75),YES,MUL,,
7,AssetsInclude,text,YES,,,
8,Bachelor,int(11),YES,,,
9,BareLandYN,tinyint(1),YES,,,
10,Basement,text,YES,,,
11,BasementSuiteNumber,varchar(50),YES,,,
12,BasementWalls,text,YES,,,
13,BathsTotal,"decimal(11,2)",YES,,,
14,Bedrm1,int(11),YES,,,
15,Bedrm2,int(11),YES,,,
16,Bedrm3,int(11),YES,,,
17,Bedrm4,int(11),YES,,,
18,Bedrm5,int(11),YES,,,
19,BedsTotal,int(11),YES,MUL,,
20,Board,varchar(75),YES,,,
21,BuildingType,varchar(75),YES,,,
22,Bush,varchar(75),YES,,,
23,BusinessName,varchar(40),YES,,,
24,CeilingHeightCentre,"decimal(11,2)",YES,,,
25,CeilingHeightEaves,"decimal(11,2)",YES,,,
26,City,varchar(32),YES,MUL,,
27,CoListAgentDirectWorkPhone,varchar(50),YES,,,
28,CoListAgentEmail,varchar(80),YES,,,
29,CoListAgentFirstName,varchar(50),YES,,,
30,CoListAgentFullName,varchar(150),YES,,,
31,CoListAgentLastName,varchar(50),YES,,,
32,CoListAgentMLSID,varchar(25),YES,,,
33,CoListAgent_MUI,bigint(19),YES,MUL,,
34,CoListOfficeMLSID,varchar(25),YES,,,
35,CoListOfficeName,varchar(100),YES,,,
36,CoListOfficePhone,varchar(50),YES,,,
37,CoListOffice_MUI,bigint(19),YES,,,
38,CoSellingAgentFirstName,varchar(50),YES,,,
39,CoSellingAgentLastName,varchar(50),YES,,,
40,CondoFees,"decimal(11,2)",YES,,,
41,CondoFeesAssessedYN,tinyint(1),YES,,,
42,CondoFeesInclude,text,YES,,,
43,CondoManagement,varchar(75),YES,,,
44,CondoManagementFirm,varchar(100),YES,,,
45,CondoName,varchar(50),YES,,,
46,Construction,varchar(75),YES,,,
47,DOCBOX_GUID,varchar(40),YES,,,
48,DOM,int(11),YES,,,
49,Dimensions,varchar(50),YES,,,
50,DirectionFacing,text,YES,,,
51,Directions,varchar(400),YES,,,
52,DistanceToElementarySchool,varchar(10),YES,,,
