,Field,Type,Null,Key,Default,Extra
0,AbsoluteLongitude,"decimal(11,6)",YES,,,
1,Acres,"decimal(10,2)",YES,,,
2,AgentId,varchar(46),YES,MUL,,
3,ApnNum,varchar(70),YES,,,
4,ApxSqft,"decimal(10,2)",YES,MUL,,
5,ApxSqftRange,varchar(120),YES,,,
6,Area,varchar(120),YES,,,
7,Assessments,"decimal(15,2)",YES,,,
8,AssessorSBookNum,int(11),YES,,,
9,AssessorSParcelNum,varchar(40),YES,,,
10,AssessorSParclLtr,varchar(40),YES,,,
11,AssessorsMapNum,varchar(40),YES,,,
12,AvailableDate,date,YES,,,
13,AvgRoomRentNight,varchar(120),YES,,,
14,AvgRoomRentNightNAOther,int(11),YES,,,
15,BackOnMarketTimestamp,datetime,YES,,,
16,Baths12,int(11),YES,,,
17,Baths34,int(11),YES,,,
18,BathsFull,int(11),YES,,,
19,BathsHalf,int(11),YES,,,
20,BathsThreeQuarter,int(11),YES,,,
21,BathsTotal,"decimal(7,2)",YES,MUL,,
22,Bedrooms,int(11),YES,MUL,,
23,BrandedVirtualTour,text,YES,,,
24,BuilderName,varchar(140),YES,,,
25,BuildingSize,"decimal(10,2)",YES,,,
26,CaarCompOfrd,"decimal(15,2)",YES,,,
27,CaarCompOfrdType,varchar(120),YES,,,
28,CabrCompOfrdType,varchar(120),YES,,,
29,CancelDate,date,YES,,,
30,CarportCapacity,"decimal(15,2)",YES,,,
31,City,varchar(120),YES,MUL,,
32,CleaningDeposit,"decimal(15,2)",YES,,,
33,CloseDate,date,YES,,,
34,ClosePrice,"decimal(15,2)",YES,,,
35,CoListingMemberAddress,varchar(170),YES,,,
36,CoListingMemberEmail,varchar(170),YES,,,
37,CoListingMemberFax,varchar(35),YES,,,
38,CoListingMemberName,varchar(142),YES,,,
39,CoListingMemberPhone,varchar(45),YES,,,
40,CoListingMemberShortId,varchar(35),YES,,,
41,CoListingMemberUrl,varchar(170),YES,,,
42,CoListingOfficeAddress,varchar(170),YES,,,
43,CoListingOfficeEmail,varchar(170),YES,,,
44,CoListingOfficeFax,varchar(35),YES,,,
45,CoListingOfficeName,varchar(170),YES,,,
46,CoListingOfficePhone,varchar(45),YES,,,
47,CoListingOfficeShortId,varchar(35),YES,,,
48,CoListingOfficeUrl,varchar(170),YES,,,
49,CoSellingMemberAddress,varchar(170),YES,,,
50,CoSellingMemberEmail,varchar(170),YES,,,
51,CoSellingMemberFax,varchar(35),YES,,,
52,CoSellingMemberName,varchar(142),YES,,,
53,CoSellingMemberPhone,varchar(45),YES,,,
54,CoSellingMemberShortId,varchar(35),YES,,,
55,CoSellingMemberUrl,varchar(170),YES,,,
56,CoSellingOfficeAddress,varchar(170),YES,,,
57,CoSellingOfficeEmail,varchar(170),YES,,,
58,CoSellingOfficeFax,varchar(35),YES,,,
59,CoSellingOfficeName,varchar(170),YES,,,
60,CoSellingOfficePhone,varchar(45),YES,,,
61,CoSellingOfficeShortId,varchar(35),YES,,,
62,CoSellingOfficeUrl,varchar(170),YES,,,
63,ColistAgentId,varchar(46),YES,MUL,,
64,ColistOfficeId,varchar(46),YES,,,
65,Construction,varchar(120),YES,,,
66,ConstructionNAOther,text,YES,,,
67,Contingent,varchar(120),YES,,,
68,ContractDate,date,YES,,,
69,Cooling,varchar(120),YES,,,
70,CoolingNAOther,text,YES,,,
71,CosellingAgencyId,varchar(46),YES,,,
72,CosellingAgentId,varchar(46),YES,,,
73,County,varchar(120),YES,,,
74,CreditCheckFee,"decimal(10,2)",YES,,,
75,DaysOnMarket,varchar(24),YES,,,
76,DeedRestrictions,varchar(120),YES,,,
77,DeedRestrictionsNAOther,text,YES,,,
78,Dimensions,varchar(70),YES,,,
79,DiningRoom,varchar(120),YES,,,
80,DiningRoomNAOther,text,YES,,,
81,Direction,varchar(120),YES,,,
82,Directions,text,YES,,,
83,DisplayOnPublicWebsites,varchar(21),YES,,,
84,DocumentCount,int(11),YES,,,
85,DocumentTimestamp,datetime,YES,,,
86,DocumentsOnFile,varchar(140),YES,,,
87,DocumentsOnFileNAOther,text,YES,,,
88,DocumentsOnFle,varchar(120),YES,,,
89,DocumentsOnFleNAOther,text,YES,,,
90,EntryTimestamp,datetime,YES,,,
91,Exchange,varchar(120),YES,,,
92,ExchangeNAOther,text,YES,,,
93,ExistFinanceFees,varchar(120),YES,,,
94,ExistingFinanceFee,varchar(120),YES,,,
95,ExpirationDate,date,YES,,,
96,ExpireDate,date,YES,,,
97,ExteriorFeatures,varchar(290),YES,,,
98,ExteriorFeaturesNAOther,text,YES,,,
99,FallthroughDate,date,YES,,,
100,Fencing,varchar(120),YES,,,
101,FencingNAOther,text,YES,,,
102,FencingWireFence,text,YES,,,
103,FireplaceStove,varchar(120),YES,,,
104,FireplaceWoodstove,varchar(120),YES,,,
105,FireplaceWoodstoveNAOther,text,YES,,,
106,FloodZone,varchar(120),YES,,,
107,FloorCovering,varchar(120),YES,,,
108,FloorCoveringNAOther,text,YES,,,
109,FloorType,varchar(120),YES,,,
110,FloorTypeNAOther,text,YES,,,
111,Foreclosure,varchar(120),YES,,,
112,FormOfOwnership,varchar(120),YES,,,
113,FormOfOwnershipNAOther,text,YES,,,
114,FullyRefundableDep,varchar(120),YES,,,
115,FurnishedUnfrnshed,varchar(120),YES,,,
116,Garage,varchar(120),YES,,,
117,GarageCapacity,"decimal(15,2)",YES,,,
118,GarageCarport,varchar(120),YES,,,
119,GarageCarportNAOther,text,YES,,,
120,GenImprovementInfo,varchar(120),YES,,,
121,GenImprovementInfoNAOther,text,YES,,,
122,GeneralLandInfo,varchar(120),YES,,,
123,GeneralLandInfoNAOther,text,YES,,,
124,GeoLat,"decimal(11,6)",YES,,,
125,GeoLon,"decimal(11,6)",YES,,,
126,Heating,varchar(120),YES,,,
127,HeatingNAOther,text,YES,,,
128,Hoa,varchar(120),YES,,,
129,HoaDues,"decimal(15,2)",YES,,,
