,Field,Type,Null,Key,Default,Extra
0,internal_listing_id,varchar(26),NO,PRI,,
1,assessor_number,varchar(50),YES,,,
2,assessor_parcel_ltr,varchar(20),YES,,,
3,assessors_book_num,"decimal(15,1)",YES,,,
4,assessors_map_num,"decimal(15,1)",YES,,,
5,assessors_parcel_num,"decimal(15,1)",YES,,,
6,buyer_broker_,varchar(50),YES,,,
7,buyerbroker,varchar(50),YES,,,
8,citytown_code,varchar(50),YES,MUL,,
9,colistingmembername,varchar(72),YES,,,
10,colistingmembershortid,varchar(15),YES,MUL,,
11,comp_to_buyer_broker,"decimal(15,1)",YES,,,
12,comp_to_subagent,"decimal(15,1)",YES,,,
13,compass,varchar(50),YES,,,
14,contact_info_list_agent_cell_phn,varchar(25),YES,,,
15,contact_info_list_agent_cell_phn2,varchar(20),YES,,,
16,contact_info_list_agent_pager,varchar(20),YES,,,
17,contact_info_office_fax_number,varchar(20),YES,,,
18,country,varchar(50),YES,,,
19,county_code,varchar(50),YES,,,
20,cross_street,varchar(50),YES,,,
21,directions,varchar(400),YES,,,
22,geo_lat,"decimal(11,6)",YES,,,
23,geo_lon,"decimal(11,6)",YES,,,
24,listing_id,varchar(11),NO,MUL,,
25,listingmembername,varchar(72),YES,,,
26,listingmembershortid,varchar(15),YES,MUL,,
27,listingofficename,varchar(150),YES,MUL,,
28,listingofficephone,varchar(24),YES,,,
29,listingofficeshortid,varchar(15),YES,,,
30,map_codegrid,varchar(20),YES,,,
31,marketing_name,varchar(120),YES,,,
32,other_compensation,"decimal(15,1)",YES,,,
33,picture_count,int(11),YES,,,
34,picture_timestamp,datetime,YES,MUL,,
35,property_group_id,varchar(26),YES,,,
36,property_type,varchar(2),YES,,,
37,public_remarks,varchar(823),YES,,,
38,st_dir_sfx,varchar(50),YES,,,
39,st_suffix,varchar(50),YES,,,
40,stateprovince,varchar(50),YES,,,
41,status,varchar(50),YES,MUL,,
42,street_name,varchar(30),YES,,,
43,sub_agent_,varchar(50),YES,,,
44,subagents,varchar(50),YES,,,
45,subdivision,varchar(112),YES,,,
46,tax_municipality,varchar(50),YES,,,
47,timestamp,datetime,YES,,,
48,type,varchar(50),YES,,,
49,unbranded_virtual_tour,varchar(512),YES,,,
50,variable_commission,varchar(50),YES,,,
51,vowaddressdisplay,tinyint(1),YES,,,
52,vowautomatedvaluationdisplay,tinyint(1),YES,,,
53,vowconsumercomment,tinyint(1),YES,,,
54,vowentirelistingdisplay,tinyint(1),YES,,,
55,zip4,varchar(20),YES,,,
56,zip_code,varchar(50),YES,MUL,,
57,addl_property_use,varchar(80),YES,,,
58,assoc_rulesinfo,varchar(241),YES,,,
59,association_amp_fees_cap_imprvimpact_fee,varchar(20),YES,,,
60,association_amp_fees_cap_impvimpt_fee,varchar(50),YES,,,
61,association__fees_hoa_2_fee,"decimal(21,1)",YES,,,
62,association__fees_hoa_2_name,varchar(65),YES,,,
