,Field,Type,Null,Key,Default,Extra
0,listing_rid,int(10),NO,PRI,,
1,zone,varchar(20),YES,,,
2,lease_type,varchar(53),YES,,,
3,zoning_districts,varchar(100),YES,,,
4,available_date,date,YES,,,
5,acres,"decimal(14,2)",YES,,,
6,age,int(10),YES,,,
7,agreement_type_2,varchar(4),YES,,,
8,allow_vow_avm,tinyint(1),YES,,,
9,association,varchar(50),YES,,,
10,board_loaded,varchar(3),YES,,,
11,broker_approved,varchar(10),YES,,,
12,city,varchar(21),YES,MUL,,
13,corporate_license_num,int(10),YES,,,
14,county,varchar(21),YES,,,
15,cross_street_address,varchar(30),YES,,,
16,directions,varchar(500),YES,,,
17,entered_by_mls_id,varchar(12),YES,,,
18,financing,varchar(12),YES,,,
19,financing_comments,varchar(30),YES,,,
20,fips_code,int(10),YES,,,
21,full_bathrooms,int(3),YES,,,
22,garage_space,int(10),YES,,,
23,half_bathrooms,int(3),YES,,,
24,inactive_date,date,YES,,,
25,internet,tinyint(1),YES,,,
26,last_modified_date_time,datetime,YES,,,
27,latitude,"decimal(12,8)",YES,,,
28,legal_description,varchar(100),YES,,,
29,licensed_supervisor,varchar(24),YES,,,
30,listing_agent_first_name,varchar(12),YES,,,
31,listing_agent_full_name,varchar(60),YES,,,
32,listing_agent_last_name,varchar(30),YES,,,
33,listing_agent_mls_id,varchar(12),YES,MUL,,
34,listing_agent_number,int(10),YES,,,
35,listing_co_agent_first_name,varchar(12),YES,,,
36,listing_co_agent_full_name,varchar(60),YES,,,
37,listing_co_agent_last_name,varchar(30),YES,,,
38,listing_co_agent_mls_id,varchar(12),YES,,,
39,listing_co_agent_number,int(10),YES,,,
40,listing_co_office_mls_id,varchar(12),YES,MUL,,
41,listing_co_office_name,varchar(55),YES,,,
42,listing_co_office_number,int(10),YES,,,
43,listing_date,date,YES,,,
44,listing_number,int(10),NO,MUL,,
45,listing_number_display,varchar(25),YES,,,
46,listing_office_mls_id,varchar(12),YES,,,
47,listing_office_name,varchar(100),YES,MUL,,
48,listing_price,"decimal(12,2)",YES,,,
49,listing_type,varchar(23),YES,,,
50,listingoffice_number,int(10),YES,,,
51,longitude,"decimal(12,8)",YES,,,
