,Field,Type,Null,Key,Default,Extra
0,systemid,int(10),NO,PRI,,
1,address_direction,varchar(2),YES,,,
2,address_number,varchar(15),YES,,,
3,address_search_number,int(10),YES,,,
4,address_street,varchar(50),YES,,,
5,agent,int(10),YES,,,
6,agent_hit_count,int(10),YES,,,
7,area,varchar(31),YES,,,
8,city,varchar(25),YES,,,
9,class,varchar(29),YES,,,
10,client_hit_count,int(10),YES,,,
11,closing_date,date,YES,,,
12,contract_date,date,YES,,,
13,county,varchar(11),YES,,,
14,cross_street,varchar(25),YES,,,
15,doc_timestamp,datetime,YES,,,
16,dom,int(10),YES,,,
17,domls,int(10),YES,,,
18,expiration_date,date,YES,,,
19,first_photo_add_timestamp,datetime,YES,,,
20,geo_address_line,varchar(255),YES,,,
21,geo_latitude,"decimal(18,15)",YES,,,
22,geo_longitude,"decimal(19,15)",YES,,,
23,geo_match_code,smallint(3),YES,,,
24,geo_matched_method,smallint(3),YES,,,
25,geo_postal_code,varchar(10),YES,,,
26,geo_primary_city,varchar(100),YES,,,
27,geo_quality,"decimal(12,8)",YES,,,
28,geo_secondary_city,varchar(100),YES,,,
29,geo_subdivision,varchar(2),YES,,,
30,geo_update_timestamp,datetime,YES,,,
31,geo_zoom_level,"decimal(2,0)",YES,,,
32,hotsheet_date,date,YES,,,
33,how_sold,smallint(3),YES,,,
34,idx_include,varchar(3),YES,,,
35,input_date,datetime,YES,,,
36,la1agent_address2,varchar(50),YES,,,
37,la1agent_address_street_name,varchar(50),YES,,,
38,la1agent_city,varchar(50),YES,,,
39,la1agent_email,varchar(50),YES,,,
40,la1agent_first_name,varchar(50),YES,,,
41,la1agent_last_name,varchar(50),YES,,,
42,la1agent_logon_name,varchar(20),YES,,,
43,la1agent_middle_initial,varchar(1),YES,,,
44,la1agent_state,varchar(2),YES,,,
45,la1agent_status,varchar(13),YES,,,
46,la1agent_type,varchar(26),YES,,,
47,la1agent_url,varchar(80),YES,,,
48,la1agent_zip,varchar(20),YES,,,
49,la1user_code,varchar(20),YES,,,
50,list_team,varchar(31),YES,,,
51,listing_date,date,YES,,,
