,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,text,YES,,,
1,AdditionalParcelsYN,tinyint(1),YES,,,
2,Appliances,text,YES,,,
3,ArchitecturalStyle,text,YES,,,
4,AssociationFee,"decimal(14,2)",YES,,,
5,AssociationFeeFrequency,varchar(45),YES,,,
6,AssociationFeeIncludes,text,YES,,,
7,AssociationYN,tinyint(1),YES,,,
8,AvailabilityDate,date,YES,,,
9,Basement,text,YES,,,
10,BathroomsFull,bigint(20),YES,,,
11,BathroomsHalf,bigint(20),YES,,,
12,BathroomsPartial,bigint(20),YES,,,
13,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
14,BathroomsTotalInteger,bigint(20),YES,MUL,,
15,BedroomsTotal,bigint(20),YES,MUL,,
16,BridgeModificationTimestamp,datetime,YES,,,
17,BuildingAreaTotal,"decimal(14,2)",YES,,,
18,BuildingAreaUnits,varchar(45),YES,,,
19,BuildingName,varchar(70),YES,,,
20,BusinessType,text,YES,,,
21,BuyerAgentCellPhone,varchar(36),YES,,,
22,BuyerAgentDirectPhone,varchar(36),YES,,,
23,BuyerAgentEmail,varchar(100),YES,,,
24,BuyerAgentFax,varchar(36),YES,,,
25,BuyerAgentFirstName,varchar(70),YES,,,
26,BuyerAgentFullName,varchar(170),YES,,,
27,BuyerAgentHomePhone,varchar(36),YES,,,
28,BuyerAgentLastName,varchar(70),YES,,,
29,BuyerAgentMiddleName,varchar(70),YES,,,
30,BuyerAgentMlsId,varchar(45),YES,,,
31,BuyerAgentOfficePhone,varchar(36),YES,,,
32,BuyerAgentOfficePhoneExt,varchar(30),YES,,,
33,BuyerAgentTollFreePhone,varchar(36),YES,,,
34,BuyerAgentURL,text,YES,,,
35,BuyerFinancing,text,YES,,,
36,BuyerOfficeAOR,varchar(70),YES,,,
37,BuyerOfficeEmail,varchar(100),YES,,,
38,BuyerOfficeMlsId,varchar(45),YES,,,
39,BuyerOfficeName,text,YES,,,
40,BuyerOfficePhone,varchar(36),YES,,,
41,BuyerOfficePhoneExt,varchar(30),YES,,,
42,BuyerOfficeURL,text,YES,,,
43,CarportSpaces,"decimal(14,2)",YES,,,
44,CarportYN,tinyint(1),YES,,,
45,City,varchar(70),YES,,,
46,CloseDate,date,YES,,,
47,ClosePrice,"decimal(14,2)",YES,,,
48,CoBuyerAgentCellPhone,varchar(36),YES,,,
49,CoBuyerAgentDirectPhone,varchar(36),YES,,,
50,CoBuyerAgentEmail,varchar(100),YES,,,
51,CoBuyerAgentFax,varchar(36),YES,,,
52,CoBuyerAgentFirstName,varchar(70),YES,,,
53,CoBuyerAgentFullName,varchar(170),YES,,,
54,CoBuyerAgentHomePhone,varchar(36),YES,,,
55,CoBuyerAgentLastName,varchar(70),YES,,,
56,CoBuyerAgentMiddleName,varchar(70),YES,,,
57,CoBuyerAgentMlsId,varchar(45),YES,,,
58,CoBuyerAgentTollFreePhone,varchar(36),YES,,,
59,CoBuyerAgentURL,text,YES,,,
60,CoBuyerOfficeAOR,varchar(70),YES,,,
61,CoBuyerOfficeEmail,varchar(100),YES,,,
62,CoBuyerOfficeMlsId,varchar(45),YES,,,
63,CoBuyerOfficeName,text,YES,,,
64,CoBuyerOfficePhone,varchar(36),YES,,,
65,CoBuyerOfficePhoneExt,varchar(30),YES,,,
66,CoBuyerOfficeURL,text,YES,,,
67,CoListAgentCellPhone,varchar(36),YES,,,
68,CoListAgentDirectPhone,varchar(36),YES,,,
69,CoListAgentEmail,varchar(100),YES,,,
70,CoListAgentFax,varchar(36),YES,,,
71,CoListAgentFirstName,varchar(70),YES,,,
72,CoListAgentFullName,varchar(170),YES,,,
73,CoListAgentHomePhone,varchar(36),YES,,,
74,CoListAgentLastName,varchar(70),YES,,,
75,CoListAgentMiddleName,varchar(70),YES,,,
76,CoListAgentMlsId,varchar(45),YES,MUL,,
77,CoListAgentOfficePhone,varchar(36),YES,,,
78,CoListAgentOfficePhoneExt,varchar(30),YES,,,
79,CoListAgentTollFreePhone,varchar(36),YES,,,
80,CoListAgentURL,text,YES,,,
81,CoListOfficeAOR,varchar(70),YES,,,
82,CoListOfficeEmail,varchar(100),YES,,,
83,CoListOfficeMlsId,varchar(45),YES,,,
84,CoListOfficeName,text,YES,,,
85,CoListOfficePhone,varchar(36),YES,,,
86,CoListOfficePhoneExt,varchar(30),YES,,,
87,CoListOfficeURL,text,YES,,,
88,CommunityFeatures,text,YES,,,
89,Concessions,varchar(45),YES,,,
90,ConstructionMaterials,text,YES,,,
91,Contingency,text,YES,,,
92,Cooling,text,YES,,,
93,CoolingYN,tinyint(1),YES,,,
94,Country,varchar(22),YES,,,
95,CountyOrParish,varchar(70),YES,,,
96,CoveredSpaces,"decimal(14,2)",YES,,,
97,CumulativeDaysOnMarket,bigint(20),YES,,,
98,CurrentFinancing,text,YES,,,
99,CurrentUse,text,YES,,,
100,DaysOnMarket,bigint(20),YES,,,
101,Directions,text,YES,,,
102,Disclaimer,text,YES,,,
103,Disclosures,text,YES,,,
104,DocumentsAvailable,text,YES,,,
105,DocumentsChangeTimestamp,datetime,YES,,,
106,DocumentsCount,bigint(20),YES,,,
107,DoorFeatures,text,YES,,,
108,DualVariableCompensationYN,tinyint(1),YES,,,
109,Electric,text,YES,,,
110,ElectricOnPropertyYN,tinyint(1),YES,,,
111,ElementarySchool,varchar(70),YES,,,
112,ExistingLeaseType,varchar(95),YES,,,
113,ExpirationDate,date,YES,,,
114,ExteriorFeatures,text,YES,,,
115,Fencing,text,YES,,,
116,FireplaceFeatures,text,YES,,,
117,FireplaceYN,tinyint(1),YES,,,
118,Flooring,text,YES,,,
119,FoundationDetails,text,YES,,,
120,FrontageLength,text,YES,,,
121,Furnished,varchar(70),YES,,,
122,GarageSpaces,"decimal(14,2)",YES,,,
123,GarageYN,tinyint(1),YES,,,
124,Gas,text,YES,,,
125,GreenEnergyEfficient,text,YES,,,
126,GreenEnergyGeneration,text,YES,,,
127,GreenWaterConservation,text,YES,,,
128,GrossScheduledIncome,"decimal(14,2)",YES,,,
129,Heating,text,YES,,,
130,HeatingYN,tinyint(1),YES,,,
131,HighSchool,varchar(70),YES,,,
132,HomeWarrantyYN,tinyint(1),YES,,,
133,HorseAmenities,text,YES,,,
134,HorseYN,tinyint(1),YES,,,
135,IDXParticipationYN,tinyint(1),YES,,,
136,InteriorFeatures,text,YES,,,
137,InternetAddressDisplayYN,tinyint(1),YES,,,
138,InternetAutomatedValuationDisplayYN,tinyint(1),YES,,,
139,InternetConsumerCommentYN,tinyint(1),YES,,,
140,InternetEntireListingDisplayYN,tinyint(1),YES,,,
141,LandLeaseAmount,"decimal(14,2)",YES,,,
