,Field,Type,Null,Key,Default,Extra
0,listing_rid,int(10),NO,PRI,,
1,financing,varchar(84),YES,,,
2,financing_comments,varchar(30),YES,,,
3,acres,"decimal(14,2)",YES,,,
4,age,int(10),YES,,,
5,agent_only_remarks,varchar(1000),YES,,,
6,allow_auto_estimate,varchar(20),YES,,,
7,allow_reviews,varchar(20),YES,,,
8,area,varchar(21),YES,,,
9,assoc_fee_frequency,varchar(20),YES,,,
10,assoc_fee_includes,varchar(357),YES,,,
11,association,varchar(50),YES,,,
12,attach_doc_to_docbox,varchar(294),YES,,,
13,available_date,date,YES,,,
14,bathrooms_display,varchar(20),YES,,,
15,board_loaded,varchar(3),YES,,,
16,broker_approved,varchar(10),YES,,,
17,citytown,varchar(21),YES,,,
18,client_portal_url,text,YES,,,
19,commission_2,varchar(10),YES,,,
20,commission_3,varchar(10),YES,,,
21,commission_comments,varchar(40),YES,,,
22,consessions,varchar(30),YES,,,
23,contingent_date,date,YES,,,
24,contingent_expiration_date,date,YES,,,
25,coop_broker,varchar(10),YES,,,
26,countycity,varchar(13),YES,,,
27,cumulative_days_on_market,int(4),YES,,,
28,days_on_market,int(4),YES,,,
29,directions,varchar(250),YES,,,
30,entered_by_mls_id,varchar(10),YES,,,
31,entry_date,datetime,YES,,,
32,estimated_selling_date,date,YES,,,
33,estimated_taxes,int(10),YES,,,
34,expiration_date,date,YES,,,
35,fips_code,int(10),YES,,,
36,inactive_date,date,YES,,,
37,last_modified_date_time,datetime,YES,,,
38,latitude,"decimal(12,8)",YES,,,
39,lease_type,varchar(3),YES,,,
40,legal_description,varchar(100),YES,,,
41,limited_services,varchar(20),YES,,,
42,listing_agent_first_name,varchar(12),YES,,,
43,listing_agent_full_name,varchar(60),YES,,,
44,listing_agent_last_name,varchar(30),YES,,,
45,listing_agent_mls_id,varchar(12),YES,MUL,,
46,listing_agent_number,int(10),YES,,,
47,listing_co_agent_full_name,varchar(60),YES,,,
48,listing_co_agent_mls_id,varchar(12),YES,MUL,,
49,listing_co_agent_number,int(10),YES,,,
50,listing_co_office_mls_id,varchar(12),YES,,,
51,listing_co_office_name,varchar(100),YES,,,
52,listing_co_office_number,int(10),YES,,,
53,listing_date,date,YES,,,
54,listing_number,int(10),NO,MUL,,
55,listing_number_display,varchar(25),YES,,,
56,listing_office_mls_id,varchar(12),YES,,,
57,listing_office_name,varchar(100),YES,MUL,,
58,listing_price,"decimal(12,2)",YES,,,
59,listingagentidxemail,varchar(80),YES,,,
60,listingagentidxphone,varchar(25),YES,,,
61,listingoffice_number,int(10),YES,,,
62,longitude,"decimal(12,8)",YES,,,
63,lot_measurement,varchar(5),YES,,,
64,lot_size_source,varchar(20),YES,,,
65,lot_square_footage,"decimal(14,2)",YES,,,
66,mls_origin,varchar(60),YES,,,
67,multiple_listing_service,varchar(9),YES,,,
68,non_member_sales_agent_name,varchar(30),YES,,,
69,non_member_sales_office_name,varchar(30),YES,,,
70,on_market,varchar(10),YES,,,
71,opt_out_of_internet,varchar(20),YES,,,
72,original_price,"decimal(12,2)",YES,,,
73,owner_name,varchar(151),YES,,,
74,owner_phone,varchar(15),YES,,,
75,owner_phone_area_code,varchar(3),YES,,,
76,owner_phone_number,varchar(7),YES,,,
77,pending_date,date,YES,,,
78,phone_to_show_area_code,varchar(3),YES,,,
79,phone_to_show_number,varchar(7),YES,,,
80,picture_count,int(2),YES,,,
81,picture_modified_date_time,datetime,YES,,,
82,picture_provided_by,varchar(20),YES,,,
83,price_per_acre,"decimal(12,2)",YES,,,
84,price_per_square_foot,"decimal(12,2)",YES,,,
85,property_disclaimer,varchar(500),YES,,,
86,property_subtype_1,varchar(25),YES,,,
87,property_subtype_2,varchar(25),YES,,,
88,property_subtype_3,varchar(25),YES,,,
89,property_type,varchar(20),YES,,,
90,publish_address,varchar(20),YES,,,
91,publish_to_internet,tinyint(1),YES,,,
92,reciprocal_listing,varchar(1),YES,,,
93,reciprocal_member_area_code,varchar(3),YES,,,
94,reciprocal_member_name,varchar(30),YES,,,
95,reciprocal_member_phone,varchar(7),YES,,,
96,reciprocal_office_name,varchar(30),YES,,,
97,region,int(10),YES,,,
98,remarks,text,YES,,,
99,school_bus_route_1,varchar(1),YES,,,
100,school_bus_route_2,varchar(1),YES,,,
101,school_bus_route_3,varchar(1),YES,,,
102,school_bus_route_4,varchar(1),YES,,,
103,search_price,"decimal(12,2)",YES,,,
104,searchcontractualdate,date,YES,,,
105,selling_agent_full_name,varchar(60),YES,,,
106,selling_agent_mls_id,varchar(12),YES,,,
107,selling_agent_number,int(10),YES,,,
108,selling_co_agent_full_name,varchar(60),YES,,,
109,selling_co_agent_mls_id,varchar(12),YES,,,
110,selling_co_agent_number,int(10),YES,,,
111,selling_co_office_mls_id,varchar(12),YES,,,
112,selling_co_office_name,varchar(100),YES,,,
113,selling_co_office_number,int(10),YES,,,
114,selling_comments,varchar(100),YES,,,
115,selling_date,date,YES,,,
116,selling_office_mls_id,varchar(12),YES,,,
117,selling_office_name,varchar(100),YES,,,
118,selling_office_number,int(10),YES,,,
119,selling_price,"decimal(12,2)",YES,,,
120,show_address_to_client,tinyint(1),YES,,,
121,show_address_to_public,tinyint(1),YES,,,
122,square_footage,"decimal(14,2)",YES,,,
123,square_footage_source,varchar(20),YES,,,
124,state,varchar(2),YES,,,
125,status,varchar(20),YES,,,
126,status_comments,varchar(20),YES,,,
127,status_date,date,YES,,,
128,street_direction,varchar(15),YES,,,
129,street_name,varchar(30),YES,,,
130,street_number,int(10),YES,,,
131,street_number_modifier,varchar(8),YES,,,
132,street_post_direction,varchar(15),YES,,,
133,street_suffix,varchar(9),YES,,,
134,sub_lease,varchar(1),YES,,,
135,sub_lease_expiration_date,datetime,YES,,,
136,subdivisioncomplex,varchar(40),YES,,,
137,tax_mapparcel_id,varchar(40),YES,,,
138,three_quarter_bathrooms,int(3),YES,,,
139,unit,varchar(5),YES,,,
140,url,text,YES,,,
141,validated,tinyint(1),YES,,,
142,variable_comp,varchar(20),YES,,,
143,virtual_media_count,int(2),YES,,,
144,virtual_media_last_modified_date_time,datetime,YES,,,
145,virtual_tour_url,varchar(200),YES,,,
146,zero_selling_price,varchar(2),YES,,,
147,zip,varchar(5),YES,MUL,,
148,zip_plus_4,varchar(4),YES,,,
149,zoning,varchar(5),YES,,,
150,association_fee,varchar(20),YES,,,
151,available_for_lease,varchar(20),YES,,,
152,building_size,varchar(180),YES,,,
153,ceiling_height,"decimal(15,2)",YES,,,
154,construction,varchar(180),YES,,,
155,dock_high_door_size,varchar(10),YES,,,
156,drivein_door_size,varchar(10),YES,,,
157,electrical_power,varchar(10),YES,,,
158,equipment,varchar(180),YES,,,
159,est_office_sqft,"decimal(15,2)",YES,,,
160,est_warehouse_sqft,"decimal(15,2)",YES,,,
161,gas,varchar(20),YES,,,
162,gas_line_size,varchar(10),YES,,,
163,heat_type,varchar(180),YES,,,
164,loading,varchar(180),YES,,,
165,misc_equipment,varchar(180),YES,,,
166,num_dockhigh_doors,int(10),YES,,,
167,num_drivein_doors,int(10),YES,,,
168,num_of_bays,int(10),YES,,,
169,num_of_buildings,int(10),YES,,,
170,num_of_parking_spaces,int(10),YES,,,
171,num_of_restrooms,"decimal(15,2)",YES,,,
172,sprinkler,varchar(20),YES,,,
173,traffic_count,varchar(10),YES,,,
174,type_of_business,varchar(30),YES,,,
175,accessible_transport,varchar(180),YES,,,
176,road_frontage,varchar(107),YES,,,
177,miscellaneous,varchar(180),YES,,,
178,publish_realtorcom,varchar(20),YES,,,
179,publish_to_idx,varchar(20),YES,,,
180,publish_to_vow,varchar(20),YES,,,
181,cooling,varchar(180),YES,,,
182,est_foundation_sqft,"decimal(15,2)",YES,,,
183,est_other_sqft,"decimal(15,2)",YES,,,
184,owner_pays,varchar(180),YES,,,
185,flooring,varchar(336),YES,,,
186,sewer,varchar(133),YES,,,
187,showing_instructions,varchar(150),YES,,,
188,to_show,varchar(273),YES,,,
189,water,varchar(126),YES,,,
190,water_heater,varchar(147),YES,,,
191,year_built,int(4),YES,,,
