,Field,Type,Null,Key,Default,Extra
0,internal_listing_id,varchar(26),NO,PRI,,
1,absolute_longitude,int(11),YES,,,
2,additional_tax_ids_addl_tax_1,text,YES,,,
3,additional_tax_ids_addl_tax_2,text,YES,,,
4,additional_tax_ids_tax_id_2,text,YES,,,
5,additional_tax_ids_tax_id_3,text,YES,,,
6,agent_id,varchar(26),YES,MUL,,
7,apx_acres,"decimal(10,2)",YES,,,
8,apx_lot_size_sqft,"decimal(10,2)",YES,,,
9,apx_taxes,"decimal(11,2)",YES,,,
10,area,varchar(100),YES,,,
11,banklender_owned,varchar(100),YES,,,
12,bonus_amount,"decimal(15,2)",YES,,,
13,bonus_selling_office,varchar(100),YES,,,
14,buyer_agency_comm_type,varchar(100),YES,,,
15,buyer_agency_commission,"decimal(11,2)",YES,,,
16,cancel_date,date,YES,,,
17,certificate_of_compliance,varchar(100),YES,,,
18,city,varchar(100),YES,MUL,,
19,colist_agent_id,varchar(26),YES,MUL,,
20,colist_office_id,varchar(26),YES,,,
21,colistingmemberaddress,varchar(150),YES,,,
22,colistingmemberemail,varchar(150),YES,,,
23,colistingmemberfax,varchar(15),YES,,,
24,colistingmembername,varchar(122),YES,,,
25,colistingmemberphone,varchar(25),YES,,,
26,colistingmembershortid,varchar(15),YES,,,
27,colistingmemberurl,varchar(150),YES,,,
28,colistingofficeaddress,varchar(150),YES,,,
29,colistingofficeemail,varchar(150),YES,,,
30,colistingofficefax,varchar(15),YES,,,
31,colistingofficename,varchar(150),YES,,,
32,colistingofficephone,varchar(25),YES,,,
33,colistingofficeshortid,varchar(15),YES,,,
34,colistingofficeurl,varchar(150),YES,,,
35,contingent,varchar(100),YES,,,
36,contingent_remarks,varchar(20),YES,,,
37,coselling_agency_id,varchar(26),YES,,,
38,coselling_agent_id,varchar(26),YES,,,
39,cosellingmemberaddress,varchar(150),YES,,,
40,cosellingmemberemail,varchar(150),YES,,,
41,cosellingmemberfax,varchar(15),YES,,,
42,cosellingmembername,varchar(122),YES,,,
43,cosellingmemberphone,varchar(25),YES,,,
44,cosellingmembershortid,varchar(15),YES,,,
45,cosellingmemberurl,varchar(150),YES,,,
46,cosellingofficeaddress,varchar(150),YES,,,
47,cosellingofficeemail,varchar(150),YES,,,
48,cosellingofficefax,varchar(15),YES,,,
49,cosellingofficename,varchar(150),YES,,,
50,cosellingofficephone,varchar(25),YES,,,
51,cosellingofficeshortid,varchar(15),YES,,,
52,cosellingofficeurl,varchar(150),YES,,,
53,county,varchar(100),YES,,,
54,cumulative_dom,varchar(4),YES,,,
55,date_expire,date,YES,,,
56,date_listing_effective,date,YES,,,
57,days_on_market,varchar(4),YES,,,
58,display_on_public_websites,varchar(1),YES,,,
59,document_count,int(11),YES,,,
60,document_timestamp,datetime,YES,,,
61,entry_timestamp,datetime,YES,,,
62,exempted_prospects,varchar(100),YES,,,
63,exempted_prospects_comments,varchar(100),YES,,,
64,fallthrough_date,date,YES,,,
65,geo_lat,"decimal(11,6)",YES,,,
66,geo_lon,"decimal(11,6)",YES,,,
67,geographic_area,varchar(100),YES,,,
68,limited_service,varchar(100),YES,,,
69,list_205,datetime,YES,,,
70,list_206,datetime,YES,,,
71,list_207,"decimal(14,0)",YES,,,
72,list_208,datetime,YES,,,
73,list_agent_board_code,varchar(150),YES,,,
74,list_agent_board_id,varchar(26),YES,,,
75,list_number_main,int(11),YES,,,
76,list_number_prefix,varchar(2),YES,,,
77,list_office_board_code,varchar(150),YES,,,
78,list_office_board_id,varchar(26),YES,,,
79,list_price,"decimal(15,2)",YES,MUL,,
80,listing_id,varchar(13),YES,MUL,,
81,listingmemberaddress,varchar(150),YES,,,
82,listingmemberemail,varchar(150),YES,,,
83,listingmemberfax,varchar(15),YES,,,
84,listingmembername,varchar(122),YES,,,
85,listingmemberphone,varchar(25),YES,,,
86,listingmembershortid,varchar(15),YES,,,
87,listingmemberurl,varchar(150),YES,,,
88,listingofficeaddress,varchar(150),YES,,,
89,listingofficeemail,varchar(150),YES,,,
90,listingofficefax,varchar(15),YES,,,
91,listingofficename,varchar(150),YES,MUL,,
92,listingofficephone,varchar(25),YES,,,
93,listingofficeshortid,varchar(15),YES,,,
94,listingofficeurl,varchar(150),YES,,,
95,lot_dimensions,varchar(50),YES,,,
96,lot_num,varchar(20),YES,,,
97,major_area,varchar(100),YES,,,
98,mls_approved,varchar(1),YES,,,
99,mls_identifier,varchar(26),YES,,,
100,office_id,varchar(26),YES,,,
101,original_list_price,"decimal(14,2)",YES,,,
102,owner_list_or_colist_agent,varchar(100),YES,,,
103,owner_name,varchar(50),YES,,,
104,pc_soil_ordinance,varchar(100),YES,,,
105,picture_count,int(11),YES,,,
106,picture_timestamp,datetime,YES,,,
107,property_group_id,varchar(26),YES,,,
108,property_type,varchar(2),YES,,,
109,remarks__confidential,text,YES,,,
110,remarks__public_headline,varchar(500),YES,,,
111,seller_concessions,"decimal(15,2)",YES,,,
112,selling_agency_id,varchar(26),YES,,,
113,selling_agent_id,varchar(26),YES,,,
114,sellingmemberaddress,varchar(150),YES,,,
115,sellingmemberemail,varchar(150),YES,,,
116,sellingmemberfax,varchar(15),YES,,,
117,sellingmembername,varchar(122),YES,,,
118,sellingmemberphone,varchar(25),YES,,,
119,sellingmembershortid,varchar(15),YES,,,
120,sellingmemberurl,varchar(150),YES,,,
121,sellingofficeaddress,varchar(150),YES,,,
122,sellingofficeemail,varchar(150),YES,,,
123,sellingofficefax,varchar(15),YES,,,
124,sellingofficename,varchar(150),YES,,,
125,sellingofficephone,varchar(25),YES,,,
126,sellingofficeshortid,varchar(15),YES,,,
127,sellingofficeurl,varchar(150),YES,,,
128,sewage,varchar(100),YES,,,
129,short_sale,varchar(100),YES,,,
130,showing_instructions,varchar(125),YES,,,
131,sold_date,date,YES,,,
132,sold_loan_type,varchar(100),YES,,,
133,sold_price,"decimal(15,2)",YES,,,
134,special_seller_circumstances,varchar(100),YES,,,
135,stateprovince,varchar(100),YES,,,
136,status,varchar(100),YES,,,
137,status_change_date,date,YES,,,
138,street_direction,varchar(100),YES,,,
139,street_name,varchar(30),YES,,,
140,street_number,varchar(10),YES,,,
141,street_suffix,varchar(100),YES,,,
142,syndication_listing_reference_url,varchar(500),YES,,,
143,tax_id,varchar(50),YES,,,
144,tax_year,int(4),YES,,,
145,terms_offered,varchar(100),YES,,,
146,timestamp,datetime,YES,,,
147,unbranded_virtual_tour,text,YES,,,
148,under_contract_date,date,YES,,,
149,undisclosed_sale_price,varchar(100),YES,,,
150,utilities,varchar(164),YES,,,
151,variable_rate_comm,varchar(100),YES,,,
152,variable_rate_commission_remarks,varchar(50),YES,,,
153,water,varchar(100),YES,,,
154,withdrawal_date,date,YES,,,
155,zip__4,varchar(15),YES,,,
156,zip_code,varchar(100),YES,MUL,,
157,block,varchar(20),YES,,,
158,mgmt_rental_company,varchar(30),YES,,,
159,number_of_units,int(4),YES,,,
160,occupants_max_allowed,int(4),YES,,,
161,occupants_work_phone,varchar(20),YES,,,
162,organizational_type,varchar(100),YES,,,
163,plat,varchar(20),YES,,,
164,primary_residence,varchar(100),YES,,,
165,range,varchar(20),YES,,,
166,section,varchar(20),YES,,,
167,source_of_house_measurements,varchar(100),YES,,,
168,total_34_baths,int(6),YES,,,
169,total_full_baths,int(6),YES,,,
170,total_half_baths,int(6),YES,,,
171,township,varchar(20),YES,,,
172,unit_four,varchar(100),YES,,,
173,unit_four_apx_sqft,bigint(20),YES,,,
174,unit_four_num_baths__12,bigint(20),YES,,,
175,unit_four_num_baths__34,bigint(20),YES,,,
176,unit_four_num_baths__full,bigint(20),YES,,,
177,unit_four_num_bedrooms,bigint(20),YES,,,
178,unit_four_num_dining_rooms,bigint(20),YES,,,
179,unit_four_num_family_rooms,bigint(20),YES,,,
180,unit_four_num_fireplaces,bigint(20),YES,,,
181,unit_four_num_great_rooms,bigint(20),YES,,,
182,unit_four_num_kitchens,bigint(20),YES,,,
183,unit_four_num_parking_spaces,bigint(20),YES,,,
184,unit_one,varchar(100),YES,,,
185,unit_one_apx_sqft,bigint(20),YES,,,
186,unit_one_num_baths__12,bigint(20),YES,,,
187,unit_one_num_baths__34,bigint(20),YES,,,
188,unit_one_num_baths__full,bigint(20),YES,,,
189,unit_one_num_bedrooms,bigint(20),YES,,,
190,unit_one_num_dining_rooms,bigint(20),YES,,,
191,unit_one_num_family_rooms,bigint(20),YES,,,
192,unit_one_num_fireplaces,bigint(20),YES,,,
193,unit_one_num_great_rooms,bigint(20),YES,,,
194,unit_one_num_kitchens,bigint(20),YES,,,
195,unit_one_num_parking_spaces,bigint(20),YES,,,
196,unit_three,varchar(100),YES,,,
197,unit_three_apx_sqft,bigint(20),YES,,,
198,unit_three_num_baths__12,bigint(20),YES,,,
199,unit_three_num_baths__34,bigint(20),YES,,,
200,unit_three_num_baths__full,bigint(20),YES,,,
201,unit_three_num_bedrooms,bigint(20),YES,,,
202,unit_three_num_dining_rooms,bigint(20),YES,,,
203,unit_three_num_family_rooms,bigint(20),YES,,,
204,unit_three_num_fireplaces,bigint(20),YES,,,
205,unit_three_num_great_rooms,bigint(20),YES,,,
206,unit_three_num_kitchens,bigint(20),YES,,,
207,unit_three_num_parking_spaces,bigint(20),YES,,,
208,unit_two,varchar(100),YES,,,
209,unit_two_apx_sqft,bigint(20),YES,,,
210,unit_two_num_baths__12,bigint(20),YES,,,
211,unit_two_num_baths__34,bigint(20),YES,,,
212,unit_two_num_baths__full,bigint(20),YES,,,
213,unit_two_num_bedrooms,bigint(20),YES,,,
214,unit_two_num_dining_rooms,bigint(20),YES,,,
215,unit_two_num_family_rooms,bigint(20),YES,,,
216,unit_two_num_fireplaces,bigint(20),YES,,,
217,unit_two_num_great_rooms,bigint(20),YES,,,
218,unit_two_num_kitchens,bigint(20),YES,,,
219,unit_two_num_parking_spaces,bigint(20),YES,,,
220,apx_acres_irrigated,"decimal(15,2)",YES,,,
221,apx_acres_leased,"decimal(15,2)",YES,,,
222,farm_equipment,varchar(100),YES,,,
223,growing_crops,varchar(100),YES,,,
224,land_leases,varchar(100),YES,,,
225,livestock,varchar(100),YES,,,
226,other_structures,varchar(112),YES,,,
227,ranch_amenities,varchar(104),YES,,,
228,ranch_fees,varchar(100),YES,,,
229,subtype,varchar(100),YES,,,
230,water_irrigation_info_water_culinary_acres_feet,"decimal(23,2)",YES,,,
231,water_irrigation_info_water_culinary_company,text,YES,,,
232,water_irrigation_info_water_culinary_shares,"decimal(23,2)",YES,,,
233,water_irrigation_info_water_irrigation_acres_feet,"decimal(23,2)",YES,,,
234,water_irrigation_info_water_irrigation_comments,text,YES,,,
235,water_irrigation_info_water_irrigation_company,text,YES,,,
236,water_irrigation_info_water_irrigation_fees,"decimal(23,2)",YES,,,
237,water_irrigation_info_water_irrigation_shares,"decimal(23,2)",YES,,,
238,water_irrigation_info_water_irrigation_type,text,YES,,,
239,access,varchar(100),YES,,,
240,assessments,varchar(100),YES,,,
241,common_area_amenities,varchar(253),YES,,,
242,deed_restricted_as_affordable_housing,varchar(100),YES,,,
243,fencing,varchar(100),YES,,,
244,hoa_contact,varchar(20),YES,,,
245,hoa_contact_phone,varchar(20),YES,,,
246,hoa_dues,varchar(100),YES,,,
247,hoa_dues_,"decimal(15,2)",YES,,,
248,hoa_dues_frequency,varchar(100),YES,,,
249,hoa_website,varchar(50),YES,,,
250,listing_agreement,varchar(100),YES,,,
251,property_description,varchar(160),YES,,,
252,recreation_access,varchar(195),YES,,,
253,road_frontage_type,varchar(100),YES,,,
254,road_surface_type,varchar(100),YES,,,
255,school_district,varchar(100),YES,,,
256,subdivision,varchar(100),YES,,,
257,views,varchar(100),YES,,,
258,legal_description,varchar(500),YES,,,
259,source_of_lot_measurements,varchar(100),YES,,,
260,34_bath_no_of_rooms,varchar(50),YES,,,
261,34_bath_room_level,varchar(50),YES,,,
262,34_bath_room_remarks,varchar(50),YES,,,
263,34_bath_sqft,varchar(50),YES,,,
264,additional_baths_roughed_in_no_of_rooms,varchar(50),YES,,,
265,additional_baths_roughed_in_room_level,varchar(50),YES,,,
266,additional_baths_roughed_in_room_remarks,varchar(50),YES,,,
267,additional_baths_roughed_in_sqft,varchar(50),YES,,,
268,appliances,varchar(220),YES,,,
269,apx_sqft_finished,"decimal(10,2)",YES,MUL,,
270,apx_sqft_total,"decimal(10,2)",YES,,,
271,apx_sqft_unfinished,"decimal(10,2)",YES,,,
272,association_fees_included,varchar(243),YES,,,
273,attic_no_of_rooms,varchar(50),YES,,,
274,attic_room_level,varchar(50),YES,,,
275,attic_room_remarks,varchar(50),YES,,,
276,attic_sqft,varchar(50),YES,,,
277,basement,varchar(100),YES,,,
278,basement_no_of_rooms,varchar(50),YES,,,
279,basement_room_level,varchar(50),YES,,,
280,basement_room_remarks,varchar(50),YES,,,
281,basement_sqft,varchar(50),YES,,,
282,bedroom_no_of_rooms,varchar(50),YES,,,
283,bedroom_room_level,varchar(50),YES,,,
284,bedroom_room_remarks,varchar(50),YES,,,
285,bedroom_sqft,varchar(50),YES,,,
286,building_floor_level_num,varchar(20),YES,,,
287,building_letternum,varchar(2),YES,,,
288,building_num_levels_in,varchar(20),YES,,,
289,construction,varchar(100),YES,,,
290,dining_area,varchar(104),YES,,,
291,dining_room_no_of_rooms,varchar(50),YES,,,
292,dining_room_room_level,varchar(50),YES,,,
293,dining_room_room_remarks,varchar(50),YES,,,
294,dining_room_sqft,varchar(50),YES,,,
295,exterior_features,varchar(224),YES,,,
296,family_room_no_of_rooms,varchar(50),YES,,,
297,family_room_room_level,varchar(50),YES,,,
298,family_room_room_remarks,varchar(50),YES,,,
299,family_room_sqft,varchar(50),YES,,,
300,fireplace_no_of_rooms,varchar(50),YES,,,
301,fireplace_room_level,varchar(50),YES,,,
302,fireplace_room_remarks,varchar(50),YES,,,
303,fireplace_sqft,varchar(50),YES,,,
304,fireplaces,varchar(100),YES,,,
305,fitness_room_no_of_rooms,varchar(50),YES,,,
306,fitness_room_room_level,varchar(50),YES,,,
307,fitness_room_room_remarks,varchar(50),YES,,,
308,fitness_room_sqft,varchar(50),YES,,,
309,flooring,varchar(100),YES,,,
310,full_bath_no_of_rooms,varchar(50),YES,,,
311,full_bath_room_level,varchar(50),YES,,,
312,full_bath_room_remarks,varchar(50),YES,,,
313,full_bath_sqft,varchar(50),YES,,,
314,garage_type,varchar(100),YES,,,
315,garage_type_garage_spaces,varchar(20),YES,,,
316,great_room_no_of_rooms,varchar(50),YES,,,
317,great_room_room_level,varchar(50),YES,,,
318,great_room_room_remarks,varchar(50),YES,,,
319,great_room_sqft,varchar(50),YES,,,
320,greenhouse_no_of_rooms,varchar(50),YES,,,
321,greenhouse_room_level,varchar(50),YES,,,
322,greenhouse_room_remarks,varchar(50),YES,,,
323,greenhouse_sqft,varchar(50),YES,,,
324,half_bath_no_of_rooms,varchar(50),YES,,,
325,half_bath_room_level,varchar(50),YES,,,
326,half_bath_room_remarks,varchar(50),YES,,,
327,half_bath_sqft,varchar(50),YES,,,
328,home_theater_no_of_rooms,varchar(50),YES,,,
329,home_theater_room_level,varchar(50),YES,,,
330,home_theater_room_remarks,varchar(50),YES,,,
331,home_theater_sqft,varchar(50),YES,,,
332,interior_features,varchar(365),YES,,,
333,kitchen_no_of_rooms,varchar(50),YES,,,
334,kitchen_room_level,varchar(50),YES,,,
335,kitchen_room_remarks,varchar(50),YES,,,
336,kitchen_sqft,varchar(50),YES,,,
337,laundry_no_of_rooms,varchar(50),YES,,,
338,laundry_room_level,varchar(50),YES,,,
339,laundry_room_remarks,varchar(50),YES,,,
340,laundry_sqft,varchar(50),YES,,,
341,living_room_no_of_rooms,varchar(50),YES,,,
342,living_room_room_level,varchar(50),YES,,,
343,living_room_room_remarks,varchar(50),YES,,,
344,living_room_sqft,varchar(50),YES,,,
345,loft_no_of_rooms,varchar(50),YES,,,
346,loft_room_level,varchar(50),YES,,,
347,loft_room_remarks,varchar(50),YES,,,
348,loft_sqft,varchar(50),YES,,,
349,lofts_no_of_rooms,varchar(50),YES,,,
350,lofts_room_level,varchar(50),YES,,,
351,lofts_room_remarks,varchar(50),YES,,,
352,lofts_sqft,varchar(50),YES,,,
353,lower_left_wwalkout_no_of_rooms,varchar(50),YES,,,
354,lower_left_wwalkout_room_level,varchar(50),YES,,,
355,lower_left_wwalkout_room_remarks,varchar(50),YES,,,
356,lower_left_wwalkout_sqft,varchar(50),YES,,,
357,lower_level_no_of_rooms,varchar(50),YES,,,
358,lower_level_room_level,varchar(50),YES,,,
359,lower_level_room_remarks,varchar(50),YES,,,
360,lower_level_sqft,varchar(50),YES,,,
361,media_room_no_of_rooms,varchar(50),YES,,,
362,media_room_room_level,varchar(50),YES,,,
363,media_room_room_remarks,varchar(50),YES,,,
364,media_room_sqft,varchar(50),YES,,,
365,mgmt_rental_co,varchar(100),YES,,,
366,mgmtrental_phone,varchar(20),YES,,,
367,nightly_rental,varchar(100),YES,,,
368,occupant_name,varchar(20),YES,,,
369,occupant_private_phone,varchar(20),YES,,,
370,other_park_type,varchar(108),YES,,,
371,other_park_type_parking_spaces,bigint(20),YES,,,
372,other_rooms_no_of_rooms,varchar(50),YES,,,
373,other_rooms_room_level,varchar(50),YES,,,
374,other_rooms_room_remarks,varchar(50),YES,,,
