,Field,Type,Null,Key,Default,Extra
0,listing_office,int(4),NO,MUL,,
1,mls_number,int(6),NO,PRI,,
2,address,varchar(50),YES,,,
3,agent_remarks,varchar(400),YES,,,
4,allow_avm,tinyint(1),YES,,,
5,allow_comments,tinyint(1),YES,,,
6,attribution_contact,varchar(320),YES,,,
7,city,varchar(50),YES,MUL,,
8,closed_date,date,YES,,,
9,closing_costs,varchar(5),YES,,,
10,colist_agent_contact_phone,varchar(12),YES,,,
11,colist_agent_email,varchar(80),YES,,,
12,colist_agent_first_name,varchar(50),YES,,,
13,colist_agent_home_phone,varchar(12),YES,,,
14,colist_agent_id,varchar(25),YES,MUL,,
15,colist_agent_last_name,varchar(50),YES,,,
16,colist_agent_url,varchar(255),YES,,,
17,colist_office_email,varchar(80),YES,,,
18,colist_office_fax,varchar(12),YES,,,
19,colist_office_id,varchar(10),YES,,,
20,colist_office_main_phone,varchar(12),YES,,,
21,colist_office_name,varchar(60),YES,,,
22,colist_office_url,varchar(100),YES,,,
23,cosell_agent_contact_phone,varchar(12),YES,,,
24,cosell_agent_email,varchar(80),YES,,,
25,cosell_agent_first_name,varchar(50),YES,,,
26,cosell_agent_home_phone,varchar(12),YES,,,
27,cosell_agent_id,varchar(25),YES,,,
28,cosell_agent_last_name,varchar(50),YES,,,
29,cosell_agent_url,varchar(255),YES,,,
30,cosell_office_email,varchar(80),YES,,,
31,cosell_office_fax,varchar(12),YES,,,
32,cosell_office_id,varchar(10),YES,,,
33,cosell_office_main_phone,varchar(12),YES,,,
34,cosell_office_name,varchar(60),YES,,,
35,cosell_office_url,varchar(100),YES,,,
36,county,varchar(50),YES,,,
37,days_on_market,int(4),YES,,,
38,directions,varchar(400),YES,,,
39,discount_points,varchar(4),YES,,,
40,display_on_internet,tinyint(1),YES,,,
41,document_count,int(4),YES,,,
42,document_timestamp,datetime,YES,,,
43,expire_date,date,YES,,,
44,financing,varchar(2),YES,,,
45,hoa_fee,varchar(15),YES,,,
46,la_email,varchar(80),YES,,,
47,la_first_name,varchar(50),YES,,,
48,la_id,varchar(25),YES,MUL,,
49,la_last_name,varchar(50),YES,,,
50,la_mail1,varchar(50),YES,,,
51,la_mail_city,varchar(50),YES,,,
52,la_mail_state,varchar(2),YES,,,
53,la_mail_zip,varchar(12),YES,,,
54,la_nrds,varchar(15),YES,,,
55,la_phone1,varchar(12),YES,,,
56,la_phone2,varchar(12),YES,,,
57,la_url,varchar(255),YES,,,
58,latitude,"decimal(12,8)",YES,,,
59,list_date,date,YES,,,
60,listing_syndication_link,varchar(500),YES,,,
61,lo_email,varchar(80),YES,,,
62,lo_mail1,varchar(50),YES,,,
63,lo_mail_city,varchar(50),YES,,,
64,lo_mail_state,varchar(2),YES,,,
65,lo_mail_zip,varchar(12),YES,,,
66,lo_name,varchar(60),YES,,,
67,lo_nrds,varchar(15),YES,,,
68,lo_phone1,varchar(12),YES,,,
69,lo_phone2,varchar(12),YES,,,
70,lo_url,varchar(100),YES,,,
71,longitude,"decimal(12,8)",YES,,,
72,photo_count,int(2),YES,,,
73,photo_timestamp,datetime,YES,,,
74,property_status,varchar(26),YES,,,
75,property_type,varchar(24),YES,,,
76,remarks,varchar(864),YES,,,
77,rets_property_type,varchar(25),YES,,,
78,rets_status,varchar(25),YES,,,
79,road_ownership,varchar(50),YES,,,
80,road_type,varchar(50),YES,,,
81,sa_email,varchar(80),YES,,,
82,sa_first_name,varchar(50),YES,,,
83,sa_id,varchar(25),YES,,,
84,sa_last_name,varchar(50),YES,,,
85,sa_mail1,varchar(50),YES,,,
86,sa_mail_city,varchar(50),YES,,,
87,sa_mail_state,varchar(2),YES,,,
88,sa_mail_zip,varchar(12),YES,,,
89,sa_nrds,varchar(15),YES,,,
90,sa_phone1,varchar(12),YES,,,
91,sa_phone2,varchar(12),YES,,,
92,sa_url,varchar(255),YES,,,
93,selling_office,int(4),YES,,,
94,so_email,varchar(80),YES,,,
95,so_mail1,varchar(50),YES,,,
96,so_mail_city,varchar(50),YES,,,
97,so_mail_state,varchar(2),YES,,,
98,so_mail_zip,varchar(12),YES,,,
99,so_name,varchar(60),YES,,,
100,so_nrds,varchar(15),YES,,,
101,so_phone1,varchar(12),YES,,,
102,so_phone2,varchar(12),YES,,,
103,so_url,varchar(100),YES,,,
104,sold_price,int(8),YES,,,
105,state,varchar(2),YES,,,
106,street_number,varchar(8),YES,,,
107,sys_last_modified,datetime,YES,,,
108,sys_new,datetime,YES,,,
109,sys_off_market,datetime,YES,,,
110,sys_withdraw,datetime,YES,,,
111,transactional_broker_comm,varchar(6),YES,,,
112,transactional_brokerage,tinyint(1),YES,,,
113,virtual_tour,varchar(150),YES,,,
114,virtual_tour_2,varchar(150),YES,,,
115,virtual_tourvideo_3,varchar(150),YES,,,
116,virtual_tourvideo_4,varchar(150),YES,,,
117,vowaddressdisplay,tinyint(1),YES,,,
118,zip_code,varchar(10),YES,MUL,,
119,access,varchar(66),YES,,,
120,apx_sqft,int(5),YES,,,
121,best_use,varchar(50),YES,,,
122,commercial_amenities,varchar(91),YES,,,
123,construction,varchar(50),YES,,,
124,flooring,varchar(50),YES,,,
125,land_only,tinyint(1),YES,,,
