,Field,Type,Null,Key,Default,Extra
0,AboveGradeFinishedArea,"decimal(14,2)",YES,,,
1,AccessibilityFeatures,varchar(70),YES,,,
2,ArchitecturalStyle,varchar(30),YES,MUL,,
3,AssociationAmenities,varchar(90),YES,,,
4,AssociationFee,"decimal(14,2)",YES,,,
5,AssociationFeeIncludes,varchar(30),YES,,,
6,AssociationName,varchar(50),YES,,,
7,AssociationName2,varchar(30),YES,,,
8,AssociationPhone,varchar(30),YES,,,
9,AssociationYN,tinyint(1),YES,,,
10,AttachedGarageYN,tinyint(1),YES,,,
11,AttributionContact,varchar(30),YES,,,
12,BathroomsFull,bigint(20),YES,,,
13,BathroomsHalf,bigint(20),YES,,,
14,BathroomsThreeQuarter,bigint(20),YES,,,
15,BathroomsTotalInteger,bigint(20),YES,MUL,,
16,BedroomsTotal,bigint(20),YES,MUL,,
17,BelowGradeFinishedArea,"decimal(14,2)",YES,,,
18,BuilderName,varchar(50),YES,,,
19,BuildingAreaSource,varchar(30),YES,,,
20,BuildingAreaTotal,"decimal(14,2)",YES,,,
21,BuildingFeatures,varchar(40),YES,,,
22,BuyerAgencyCompensation,varchar(30),YES,,,
23,BuyerAgencyCompensationType,varchar(30),YES,,,
24,BuyerAgentDesignation,varchar(170),YES,,,
25,BuyerAgentDirectPhone,varchar(30),YES,,,
26,BuyerAgentEmail,varchar(40),YES,,,
27,BuyerAgentFax,varchar(30),YES,,,
28,BuyerAgentFirstName,varchar(30),YES,,,
29,BuyerAgentFullName,varchar(30),YES,,,
30,BuyerAgentKey,varchar(32),YES,,,
31,BuyerAgentLastName,varchar(30),YES,,,
32,BuyerAgentMiddleName,varchar(30),YES,,,
33,BuyerAgentMlsId,varchar(32),YES,MUL,,
34,BuyerAgentMobilePhone,varchar(30),YES,,,
35,BuyerAgentOfficePhone,varchar(30),YES,,,
36,BuyerAgentOfficePhoneExt,varchar(30),YES,,,
37,BuyerAgentPager,varchar(30),YES,,,
38,BuyerAgentPreferredPhone,varchar(30),YES,,,
39,BuyerAgentPreferredPhoneExt,varchar(30),YES,,,
40,BuyerAgentStateLicense,varchar(30),YES,,,
41,BuyerAgentTollFreePhone,varchar(30),YES,,,
42,BuyerAgentURL,varchar(50),YES,,,
43,BuyerAgentVoiceMail,varchar(30),YES,,,
44,BuyerAgentVoiceMailExt,varchar(30),YES,,,
45,BuyerFinancing,tinyint(1),YES,,,
46,BuyerOfficeEmail,varchar(40),YES,,,
47,BuyerOfficeFax,varchar(30),YES,,,
48,BuyerOfficeKey,varchar(32),YES,,,
49,BuyerOfficeMlsId,varchar(32),YES,,,
50,BuyerOfficeName,varchar(60),YES,,,
51,BuyerOfficePhone,varchar(30),YES,,,
52,BuyerOfficePhoneExt,varchar(30),YES,,,
53,BuyerOfficeURL,varchar(40),YES,,,
54,BuyerTeamKey,varchar(32),YES,,,
55,BuyerTeamName,varchar(30),YES,,,
56,CancelationDate,date,YES,,,
57,City,varchar(30),YES,MUL,,
58,CloseDate,date,YES,,,
59,ClosePrice,"decimal(14,2)",YES,,,
60,CoBuyerAgentDesignation,varchar(30),YES,,,
61,CoBuyerAgentDirectPhone,varchar(30),YES,,,
62,CoBuyerAgentEmail,varchar(40),YES,,,
63,CoBuyerAgentFax,varchar(30),YES,,,
64,CoBuyerAgentFirstName,varchar(30),YES,,,
65,CoBuyerAgentFullName,varchar(30),YES,,,
66,CoBuyerAgentKey,varchar(32),YES,,,
67,CoBuyerAgentLastName,varchar(30),YES,,,
68,CoBuyerAgentMiddleName,varchar(30),YES,,,
69,CoBuyerAgentMlsId,varchar(32),YES,MUL,,
70,CoBuyerAgentMobilePhone,varchar(30),YES,,,
71,CoBuyerAgentOfficePhone,varchar(30),YES,,,
72,CoBuyerAgentOfficePhoneExt,varchar(30),YES,,,
73,CoBuyerAgentPager,varchar(30),YES,,,
74,CoBuyerAgentPreferredPhone,varchar(30),YES,,,
