,Field,Type,Null,Key,Default,Extra
0,listing_key,int(10),NO,PRI,,
1,acres,"decimal(14,2)",YES,,,
2,additional_parcels_description,varchar(255),YES,,,
3,address,varchar(100),YES,,,
4,address_direction,varchar(2),YES,,,
5,address_number,varchar(15),YES,,,
6,address_post_direction,varchar(2),YES,,,
7,address_search_number,int(10),YES,,,
8,address_street,varchar(50),YES,,,
9,agent_owner,tinyint(1),YES,,,
10,agent_remarks,text,YES,,,
11,allow_auto_valuation,varchar(3),YES,,,
12,allow_consumer_comment,varchar(3),YES,,,
13,appointment_phone,varchar(16),YES,,,
14,assessed_valuation,"decimal(13,2)",YES,,,
15,assessment_pending,varchar(10),YES,,,
16,associated_document_count,int(10),YES,,,
17,association,varchar(10),YES,,,
18,auction_type,varchar(11),YES,,,
19,auction_yn,tinyint(1),YES,,,
20,auctioneer_license,varchar(8),YES,,,
21,availability,varchar(11),YES,,,
22,back_on_market_date,date,YES,,,
23,back_on_market_input_date,date,YES,,,
24,buyer_broker_comp,varchar(16),YES,,,
25,buyer_broker_comp_type,varchar(5),YES,,,
26,buyer_broker_comp_value,varchar(13),YES,,,
27,class,varchar(31),YES,,,
28,closing_input_date,date,YES,,,
29,colist_agent,int(10),YES,,,
30,colist_office_key,int(10),YES,,,
31,coming_soon_input_date,date,YES,,,
32,complexdevsub,varchar(31),YES,,,
33,contingency,varchar(31),YES,,,
34,copyright_remarks,tinyint(1),YES,,,
35,coselling_office_id,int(10),YES,,,
36,country,varchar(5),YES,,,
37,county,varchar(16),YES,,,
38,county_abbreviation,varchar(4),YES,,,
39,cross_street,varchar(50),YES,,,
40,cumulative_dom,int(10),YES,,,
41,currency_code,varchar(5),YES,,,
42,default_image_filename,varchar(50),YES,,,
43,directions,varchar(300),YES,,,
44,distribute_address_to_internet,varchar(3),YES,,,
45,distribute_to_internet,varchar(3),YES,,,
46,dnr_lake_classification,varchar(24),YES,,,
47,dnr_lake_idnum,varchar(9),YES,,,
48,doc_manager,int(10),YES,,,
49,doc_timestamp,datetime,YES,,,
50,dom,int(10),YES,,,
51,domls,int(10),YES,,,
52,expected_market_date,date,YES,,,
53,expiration_date,date,YES,,,
54,financing_terms,varchar(21),YES,,,
55,fips_code,varchar(5),YES,,,
56,first_photo_add_timestamp,datetime,YES,,,
57,fractional_ownership,tinyint(1),YES,,,
58,geo_address_line,varchar(255),YES,,,
59,geo_latitude,"decimal(18,15)",YES,,,
60,geo_longitude,"decimal(19,15)",YES,,,
61,geo_match_code,smallint(3),YES,,,
62,geo_matched_method,smallint(3),YES,,,
63,geo_postal_code,varchar(10),YES,,,
64,geo_primary_city,varchar(100),YES,,,
65,geo_quality,"decimal(12,8)",YES,,,
66,geo_secondary_city,varchar(100),YES,,,
67,geo_subdivision,varchar(2),YES,,,
68,geo_update_timestamp,datetime,YES,,,
69,geo_zoom_level,"decimal(2,0)",YES,,,
70,hotsheet_date,date,YES,,,
71,house_number,int(10),YES,,,
72,idx_include,varchar(19),YES,,,
