,Field,Type,Null,Key,Default,Extra
0,id,int(11),NO,,,
1,customer_id,int(11),NO,PRI,,
2,synthetic_unique_listing_id,varchar(100),NO,PRI,,
3,mls_id,varchar(50),YES,,,
4,street_number,varchar(50),YES,MUL,,
5,street_name,varchar(100),YES,,,
6,unit_number,varchar(100),YES,,,
7,state__abbreviation,varchar(10),YES,,,
8,zip,varchar(25),YES,MUL,,
9,country__country_code,varchar(50),YES,,,
10,county__name,varchar(50),YES,,,
11,town__name,varchar(50),YES,MUL,,
12,area_name,varchar(50),YES,,,
13,sub_area_name,varchar(50),YES,,,
14,mls_created_at,datetime,YES,,,
15,mls_updated_at,datetime,YES,,,
16,created_at,datetime,YES,,,
17,updated_at,datetime,YES,,,
18,price,int(11),YES,,,
19,price_changed_at,datetime,YES,,,
20,previous_price,int(11),YES,,,
21,sold_date,date,YES,,,
22,sold_price,int(11),YES,,,
23,property_type_name,varchar(50),YES,,,
24,property_sub_type_name,varchar(50),YES,,,
25,status__name,varchar(50),YES,,,
26,status_changed_at,datetime,YES,,,
27,previous_status_name,varchar(50),YES,,,
28,property_type_category,varchar(50),YES,,,
29,status_category,varchar(50),YES,,,
30,contract_date,date,YES,,,
31,off_market_date,date,YES,,,
32,contingent_date,date,YES,,,
33,pending_date,date,YES,,,
34,picture_count,int(11),YES,,,
35,latitude,"decimal(13,10)",YES,,,
36,longitude,"decimal(13,10)",YES,,,
37,description,text,YES,,,
38,full_bathrooms,int(11),YES,,,
39,half_bathrooms,int(11),YES,,,
40,quarter_bathrooms,int(11),YES,,,
41,three_quarter_bathrooms,int(11),YES,,,
42,bedrooms,int(11),YES,MUL,,
43,square_footage,int(11),YES,MUL,,
44,acres,int(11),YES,,,
45,lot_size,varchar(50),YES,,,
46,taxes,"decimal(12,2)",YES,,,
47,condo_fees,"decimal(10,2)",YES,,,
48,year_built,int(11),YES,MUL,,
49,building_style,varchar(255),YES,MUL,,
50,parking_available,tinyint(2),YES,,,
51,parking_spaces,int(11),YES,,,
52,waterfront,tinyint(2),YES,,,
53,beachfront,tinyint(2),YES,,,
54,basement,tinyint(2),YES,,,
55,bank_owned,tinyint(2),YES,,,
56,living_level,varchar(100),YES,,,
57,unit_level,varchar(255),YES,,,
58,unit_count,int(11),YES,,,
59,display_address,tinyint(2),YES,,,
60,opt_out,tinyint(2),YES,,,
61,list_agent__name,varchar(100),YES,,,
62,list_agent__mls_id,varchar(100),YES,MUL,,
63,list_office__name,varchar(100),YES,MUL,,
64,list_office__mls_id,varchar(100),YES,,,
65,sale_office_name,varchar(100),YES,,,
66,pdp_url,varchar(255),YES,,,
67,mls_service__name,varchar(100),YES,,,
68,mls_service__reso_ouid,varchar(50),YES,,,
69,mls_service__id,int(11),YES,,,
70,mls_service__time_zone,varchar(50),YES,,,
71,PriceDropDate,datetime,YES,,,
72,PriceDropFrom,int(8),YES,,,
73,added_timestamp,datetime,NO,,CURRENT_TIMESTAMP,
74,PictureLastDownloadedTimestamp,datetime,YES,MUL,,
75,PictureDownloaded,int(11),NO,MUL,0,
76,PictureDownloadedCount,smallint(4),YES,,,
77,HasPictures,tinyint(2),NO,,0,
78,HoursUntilNextRetry,int(11),YES,,,
79,GeoOverride,int(11),NO,MUL,0,
80,GeoCacheV2Id,int(11),YES,,,
81,GeoAddress,varchar(100),YES,,,
82,GeoCity,varchar(50),YES,,,
83,GeoState,varchar(14),YES,,,
84,GeoZipCode,varchar(10),YES,,,
85,GeoTimestamp,datetime,YES,,,
