,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,text,YES,,,
1,Appliances,text,YES,,,
2,ArchitecturalStyle,varchar(255),YES,MUL,,
3,AssociationFee,"decimal(14,2)",YES,,,
4,AssociationFee2,"decimal(14,2)",YES,,,
5,AssociationFee2Frequency,varchar(45),YES,,,
6,AssociationFeeFrequency,varchar(45),YES,,,
7,AssociationFeeIncludes,text,YES,,,
8,AssociationYN,tinyint(1),YES,,,
9,AttachedGarageYN,tinyint(1),YES,,,
10,Basement,text,YES,,,
11,BathroomsFull,bigint(20),YES,,,
12,BathroomsHalf,bigint(20),YES,,,
13,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
14,BathroomsTotalInteger,bigint(20),YES,,,
15,BedroomsTotal,bigint(20),YES,MUL,,
16,BridgeModificationTimestamp,datetime,YES,,,
17,BuildingAreaTotal,"decimal(14,2)",YES,MUL,,
18,CarportSpaces,"decimal(14,2)",YES,,,
19,CarportYN,tinyint(1),YES,,,
20,City,varchar(70),YES,MUL,,
21,CityRegion,varchar(170),YES,,,
22,CloseDate,date,YES,,,
23,ClosePrice,"decimal(14,2)",YES,,,
24,CoListOfficeMlsId,varchar(45),YES,,,
25,CoListOfficeName,text,YES,,,
26,CommunityFeatures,text,YES,,,
27,Cooling,text,YES,,,
28,CountyOrParish,varchar(70),YES,,,
29,CoveredSpaces,"decimal(14,2)",YES,,,
30,DaysOnMarket,bigint(20),YES,,,
31,DirectionFaces,varchar(45),YES,,,
32,DocumentsAvailable,text,YES,,,
33,Electric,text,YES,,,
34,ExteriorFeatures,text,YES,,,
35,Fencing,text,YES,,,
36,FireplaceFeatures,text,YES,,,
37,FireplaceYN,tinyint(1),YES,,,
38,FireplacesTotal,bigint(20),YES,,,
39,Flooring,text,YES,,,
40,GarageSpaces,"decimal(14,2)",YES,,,
41,GarageYN,tinyint(1),YES,,,
42,Gas,text,YES,,,
43,GreenEnergyGeneration,text,YES,,,
44,Heating,text,YES,,,
45,HeatingYN,tinyint(1),YES,,,
46,InteriorFeatures,text,YES,,,
47,JERSEYMLS_Age,bigint(20),YES,,,
48,JERSEYMLS_BUSOREST,text,YES,,,
49,JERSEYMLS_BUSOSERV,text,YES,,,
50,JERSEYMLS_BUSOTRTY,text,YES,,,
51,JERSEYMLS_COMMBFUR,bigint(20),YES,,,
52,JERSEYMLS_COMMBRMO,bigint(20),YES,,,
53,JERSEYMLS_COMMCAMC,"decimal(12,2)",YES,,,
54,JERSEYMLS_COMMCLER,varchar(222),YES,,,
55,JERSEYMLS_COMMMTFF,text,YES,,,
56,JERSEYMLS_COMMNUSL,bigint(20),YES,,,
57,JERSEYMLS_COMMPMTI,text,YES,,,
58,JERSEYMLS_COMMSERV,text,YES,,,
59,JERSEYMLS_COMMSLOR,varchar(222),YES,,,
60,JERSEYMLS_COMMTRTY,text,YES,,,
61,JERSEYMLS_INCPNOHS,bigint(20),YES,,,
62,JERSEYMLS_INCPOMNC,bigint(20),YES,,,
63,JERSEYMLS_INCPOTCF,text,YES,,,
64,JERSEYMLS_INCPOTRF,bigint(20),YES,,,
65,JERSEYMLS_INCPPMTI,text,YES,,,
66,JERSEYMLS_INCPSERV,varchar(222),YES,,,
67,JERSEYMLS_INCPTRTY,text,YES,,,
68,JERSEYMLS_LOTLTRTY,text,YES,,,
69,JERSEYMLS_RESIDEND,varchar(34),YES,,,
70,JERSEYMLS_RESIDING,varchar(222),YES,,,
71,JERSEYMLS_RESIMNTH,bigint(20),YES,,,
72,JERSEYMLS_RESIMTFF,text,YES,,,
73,JERSEYMLS_RESIOTHF,bigint(20),YES,,,
74,JERSEYMLS_RESIOTRD,varchar(34),YES,,,
75,JERSEYMLS_RESIPMTI,text,YES,,,
76,JERSEYMLS_RESIREST,varchar(222),YES,,,
77,JERSEYMLS_RESISERV,text,YES,,,
78,JERSEYMLS_RESISLQR,varchar(222),YES,,,
79,JERSEYMLS_RESLDEND,varchar(34),YES,,,
80,JERSEYMLS_RESLDING,varchar(222),YES,,,
81,JERSEYMLS_RESLMTFF,text,YES,,,
82,JERSEYMLS_RESLOTRD,varchar(34),YES,,,
83,JERSEYMLS_RESLREST,varchar(222),YES,,,
84,JERSEYMLS_RESLSERV,text,YES,,,
85,JERSEYMLS_RESLTRTY,text,YES,,,
86,JERSEYMLS_TransactionType,varchar(21),YES,,,
87,Latitude,"decimal(12,2)",YES,,,
88,LeaseTerm,varchar(60),YES,,,
89,Levels,text,YES,,,
90,ListAgentMlsId,varchar(45),YES,MUL,,
91,ListOfficeKey,text,YES,,,
92,ListOfficeMlsId,varchar(45),YES,,,
93,ListOfficeName,text,YES,,,
94,ListPrice,"decimal(14,2)",YES,,,
95,ListingContractDate,date,YES,,,
96,ListingId,varchar(255),YES,MUL,,
97,ListingKey,varchar(255),NO,PRI,,
98,ListingKeyNumeric,bigint(20),YES,,,
99,LivingArea,"decimal(14,2)",YES,,,
100,LivingAreaUnits,varchar(45),YES,,,
101,Longitude,"decimal(12,2)",YES,,,
102,LotFeatures,text,YES,,,
103,LotSizeAcres,"decimal(16,2)",YES,,,
104,LotSizeArea,"decimal(16,2)",YES,,,
105,LotSizeDimensions,varchar(170),YES,,,
106,LotSizeSquareFeet,"decimal(14,2)",YES,,,
107,MaintenanceExpense,"decimal(14,2)",YES,,,
108,MlsStatus,varchar(70),YES,,,
109,ModificationTimestamp,datetime,YES,,,
110,NewConstructionYN,tinyint(1),YES,,,
111,NumberOfSeparateElectricMeters,bigint(20),YES,,,
112,NumberOfSeparateGasMeters,bigint(20),YES,,,
113,NumberOfSeparateWaterMeters,bigint(20),YES,,,
114,NumberOfUnitsTotal,bigint(20),YES,,,
115,OnMarketDate,date,YES,,,
116,OpenParkingYN,tinyint(1),YES,,,
117,OriginatingSystemKey,text,YES,,,
118,OriginatingSystemName,text,YES,,,
119,OtherParking,text,YES,,,
120,OtherStructures,text,YES,,,
121,OwnerPays,text,YES,,,
122,Ownership,text,YES,,,
123,ParcelNumber,varchar(70),YES,,,
124,ParkingFeatures,text,YES,,,
125,ParkingTotal,"decimal(14,2)",YES,,,
126,PatioAndPorchFeatures,text,YES,,,
127,PetsAllowed,text,YES,,,
128,PhotosChangeTimestamp,datetime,YES,,,
129,PhotosCount,bigint(20),YES,,,
130,PoolFeatures,text,YES,,,
131,PoolPrivateYN,tinyint(1),YES,,,
132,PostalCode,varchar(30),YES,MUL,,
133,PostalCodePlus4,varchar(24),YES,,,
134,PowerProductionType,text,YES,,,
135,PropertyAttachedYN,tinyint(1),YES,,,
136,PropertyCondition,text,YES,,,
137,PropertySubType,varchar(70),YES,,,
138,PropertyType,varchar(70),YES,,,
139,PublicRemarks,text,YES,,,
140,RentIncludes,text,YES,,,
141,RoadFrontageType,text,YES,,,
142,RoadResponsibility,text,YES,,,
143,RoadSurfaceType,text,YES,,,
144,Roof,text,YES,,,
145,RoomBasementArea,"decimal(14,2)",YES,,,
146,RoomBathroomFeatures,text,YES,,,
147,RoomBedroom2Area,"decimal(14,2)",YES,,,
148,RoomBedroom2Length,"decimal(14,2)",YES,,,
149,RoomBedroom2Width,"decimal(14,2)",YES,,,
150,RoomBedroom3Area,"decimal(14,2)",YES,,,
151,RoomBedroom3Length,"decimal(14,2)",YES,,,
152,RoomBedroom3Width,"decimal(14,2)",YES,,,
153,RoomBedroom4Area,"decimal(14,2)",YES,,,
154,RoomBedroom4Length,"decimal(14,2)",YES,,,
155,RoomBedroom4Width,"decimal(14,2)",YES,,,
156,RoomDiningRoomArea,"decimal(14,2)",YES,,,
157,RoomDiningRoomFeatures,text,YES,,,
158,RoomDiningRoomLength,"decimal(14,2)",YES,,,
159,RoomDiningRoomWidth,"decimal(14,2)",YES,,,
160,RoomFamilyRoomArea,"decimal(14,2)",YES,,,
161,RoomFamilyRoomLength,"decimal(14,2)",YES,,,
162,RoomFamilyRoomWidth,"decimal(14,2)",YES,,,
163,RoomKitchenArea,"decimal(14,2)",YES,,,
164,RoomKitchenFeatures,text,YES,,,
165,RoomKitchenLength,"decimal(14,2)",YES,,,
166,RoomKitchenWidth,"decimal(14,2)",YES,,,
167,RoomLivingRoomArea,"decimal(14,2)",YES,,,
168,RoomLivingRoomLength,"decimal(14,2)",YES,,,
169,RoomLivingRoomWidth,"decimal(14,2)",YES,,,
170,RoomMasterBedroomArea,"decimal(14,2)",YES,,,
171,RoomMasterBedroomFeatures,text,YES,,,
172,RoomMasterBedroomLength,"decimal(14,2)",YES,,,
173,RoomMasterBedroomLevel,varchar(45),YES,,,
174,RoomMasterBedroomWidth,"decimal(14,2)",YES,,,
175,RoomsTotal,bigint(20),YES,,,
176,SecurityFeatures,text,YES,,,
177,SeniorCommunityYN,tinyint(1),YES,,,
178,Sewer,text,YES,,,
179,SpaFeatures,text,YES,,,
180,SpaYN,tinyint(1),YES,,,
181,StandardStatus,varchar(45),YES,,,
182,StateOrProvince,varchar(22),YES,,,
183,StatusChangeTimestamp,timestamp,YES,,,
184,Stories,"decimal(10,2)",YES,,,
185,StoriesTotal,"decimal(10,2)",YES,,,
186,StreetDirPrefix,varchar(35),YES,,,
187,StreetDirSuffix,varchar(35),YES,,,
188,StreetName,varchar(70),YES,,,
189,StreetNumber,varchar(45),YES,,,
190,StreetNumberNumeric,bigint(20),YES,,,
191,StreetSuffix,varchar(45),YES,,,
192,StreetSuffixModifier,varchar(45),YES,,,
193,StructureType,varchar(50),YES,,,
194,SubdivisionName,varchar(70),YES,,,
195,TaxAnnualAmount,"decimal(14,2)",YES,,,
196,TaxYear,bigint(20),YES,,,
197,TenantPays,text,YES,,,
198,Topography,text,YES,,,
199,UnitNumber,varchar(45),YES,,,
200,UnparsedAddress,text,YES,,,
201,Utilities,text,YES,,,
202,Vegetation,text,YES,,,
203,View,text,YES,,,
204,ViewYN,tinyint(1),YES,,,
205,VirtualTourURLUnbranded,text,YES,,,
206,WaterSource,text,YES,,,
207,WaterfrontFeatures,text,YES,,,
208,WaterfrontYN,tinyint(1),YES,,,
209,WindowFeatures,text,YES,,,
210,YearBuilt,bigint(20),YES,MUL,,
211,Zoning,varchar(45),YES,,,
212,odata_entity,varchar(100),YES,,,
213,PictureLastDownloadedTimestamp,datetime,YES,,,
214,PictureDownloaded,int(11),NO,MUL,0,
215,PictureDownloadedCount,smallint(4),YES,,,
