,Field,Type,Null,Key,Default,Extra
0,internal_listing_id,varchar(26),NO,PRI,,
1,bac,varchar(15),YES,,,
2,sac,varchar(15),YES,,,
3,tbc,varchar(15),YES,,,
4,acrestotal_apx,"decimal(10,2)",YES,,,
5,agent_id,varchar(26),YES,MUL,,
6,agent_owned,varchar(100),YES,,,
7,agreement_type,varchar(100),YES,,,
8,auction,varchar(100),YES,,,
9,auction_info_auction_contact_name,varchar(20),YES,,,
10,auction_info_auction_contact_phn,varchar(20),YES,,,
11,auction_info_auction_date,date,YES,,,
12,auction_info_auction_license_nbr,varchar(20),YES,,,
13,auction_info_minimum_bid_price,"decimal(23,2)",YES,,,
14,auction_info_reserve,varchar(100),YES,,,
15,bac_type,varchar(100),YES,,,
16,brief_legal,varchar(120),YES,,,
17,cancel_date,date,YES,,,
18,city,varchar(100),YES,MUL,,
19,closing_remarks,varchar(100),YES,,,
20,colist_agent_id,varchar(26),YES,MUL,,
21,colist_office_id,varchar(26),YES,,,
22,colistingmemberaddress,varchar(150),YES,,,
23,colistingmemberemail,varchar(150),YES,,,
24,colistingmemberfax,varchar(15),YES,,,
25,colistingmembername,varchar(72),YES,,,
26,colistingmemberphone,varchar(31),YES,,,
27,colistingmembershortid,varchar(15),YES,,,
28,colistingmemberurl,varchar(150),YES,,,
29,colistingofficeaddress,varchar(150),YES,,,
30,colistingofficeemail,varchar(150),YES,,,
31,colistingofficefax,varchar(15),YES,,,
32,colistingofficename,varchar(150),YES,,,
33,colistingofficephone,varchar(25),YES,,,
34,colistingofficeshortid,varchar(15),YES,,,
35,colistingofficeurl,varchar(150),YES,,,
36,coselling_agency_id,varchar(26),YES,,,
37,coselling_agent_id,varchar(26),YES,,,
38,cosellingmemberaddress,varchar(150),YES,,,
39,cosellingmemberemail,varchar(150),YES,,,
40,cosellingmemberfax,varchar(15),YES,,,
41,cosellingmembername,varchar(72),YES,,,
42,cosellingmemberphone,varchar(25),YES,,,
43,cosellingmembershortid,varchar(15),YES,,,
44,cosellingmemberurl,varchar(150),YES,,,
45,cosellingofficeaddress,varchar(150),YES,,,
46,cosellingofficeemail,varchar(150),YES,,,
47,cosellingofficefax,varchar(15),YES,,,
48,cosellingofficename,varchar(150),YES,,,
49,cosellingofficephone,varchar(25),YES,,,
50,cosellingofficeshortid,varchar(15),YES,,,
51,cosellingofficeurl,varchar(150),YES,,,
52,county,varchar(100),YES,,,
53,days_on_market,varchar(4),YES,,,
54,directions,varchar(400),YES,,,
55,display_on_public_websites,varchar(1),YES,,,
56,document_count,int(11),YES,,,
57,document_timestamp,datetime,YES,,,
58,entry_timestamp,datetime,YES,,,
59,exp_date,date,YES,,,
60,fallthrough_date,date,YES,,,
61,geo_lat,"decimal(11,6)",YES,,,
62,geo_lon,"decimal(11,6)",YES,,,
63,kickout_contract_date,date,YES,,,
64,kickout_time_period,varchar(100),YES,,,
65,list_135,int(11),YES,,,
66,list_agent_board_code,varchar(150),YES,,,
67,list_agent_board_id,varchar(26),YES,,,
68,list_date,date,YES,,,
69,list_number_main,int(11),YES,,,
70,list_number_prefix,varchar(2),YES,,,
71,list_office_board_code,varchar(150),YES,,,
72,list_office_board_id,varchar(26),YES,,,
73,list_price,"decimal(15,2)",YES,MUL,,
74,listing_id,varchar(13),NO,MUL,,
75,listingmemberaddress,varchar(150),YES,,,
76,listingmemberemail,varchar(150),YES,,,
77,listingmemberfax,varchar(15),YES,,,
78,listingmembername,varchar(72),YES,,,
79,listingmemberphone,varchar(31),YES,,,
80,listingmembershortid,varchar(15),YES,,,
81,listingmemberurl,varchar(150),YES,,,
82,listingofficeaddress,varchar(150),YES,,,
83,listingofficeemail,varchar(150),YES,,,
84,listingofficefax,varchar(15),YES,,,
85,listingofficename,varchar(150),YES,,,
86,listingofficephone,varchar(25),YES,,,
87,listingofficeshortid,varchar(15),YES,,,
88,listingofficeurl,varchar(150),YES,,,
89,lot_size,varchar(50),YES,,,
90,mls_approved,varchar(1),YES,,,
91,mls_identifier,varchar(26),YES,,,
92,occupant,varchar(100),YES,,,
93,office_id,varchar(26),YES,,,
94,original_price,"decimal(14,2)",YES,,,
95,owner,varchar(30),YES,,,
96,picture_count,int(11),YES,,,
97,picture_timestamp,datetime,YES,,,
98,possession,varchar(100),YES,,,
99,private_remarks,varchar(400),YES,,,
100,property_group_id,varchar(26),YES,,,
101,property_type,varchar(2),YES,,,
102,public_remarks,varchar(802),YES,,,
103,restrictions,varchar(100),YES,,,
104,rng,varchar(20),YES,,,
105,sac_type,varchar(100),YES,,,
106,sec,varchar(20),YES,,,
107,selling_agency_id,varchar(26),YES,,,
108,selling_agent_id,varchar(26),YES,,,
109,sellingmemberaddress,varchar(150),YES,,,
110,sellingmemberemail,varchar(150),YES,,,
111,sellingmemberfax,varchar(15),YES,,,
112,sellingmembername,varchar(72),YES,,,
113,sellingmemberphone,varchar(25),YES,,,
114,sellingmembershortid,varchar(15),YES,,,
115,sellingmemberurl,varchar(150),YES,,,
116,sellingofficeaddress,varchar(150),YES,,,
117,sellingofficeemail,varchar(150),YES,,,
118,sellingofficefax,varchar(15),YES,,,
119,sellingofficename,varchar(150),YES,,,
120,sellingofficephone,varchar(25),YES,,,
121,sellingofficeshortid,varchar(15),YES,,,
122,sellingofficeurl,varchar(150),YES,,,
123,sewer,varchar(100),YES,,,
124,showing_instruc,varchar(120),YES,,,
125,sign,varchar(100),YES,,,
126,sold_date,date,YES,,,
127,sold_financing,varchar(100),YES,,,
128,sold_price,"decimal(15,2)",YES,,,
129,st_dir,varchar(100),YES,,,
130,st_no,varchar(10),YES,,,
131,stateprovince,varchar(100),YES,,,
132,status,varchar(100),YES,,,
133,status_change_date,date,YES,,,
134,street,varchar(30),YES,,,
135,street_suffix,varchar(100),YES,,,
136,subdivision,varchar(100),YES,,,
137,tax_id,varchar(50),YES,,,
138,tax_year,int(4),YES,,,
139,taxes_apx,"decimal(11,2)",YES,,,
140,tbc_type,varchar(100),YES,,,
141,timestamp,datetime,YES,,,
142,twp,varchar(20),YES,,,
143,unbranded_virtual_tour,varchar(512),YES,,,
144,under_contract_date,date,YES,,,
145,water,varchar(100),YES,,,
146,will_sell,varchar(100),YES,,,
147,withdrawal_date,date,YES,,,
148,zip,varchar(10),YES,MUL,,
149,zoning,varchar(100),YES,,,
