,Field,Type,Null,Key,Default,Extra
0,Id,bigint(20),NO,PRI,,
1,Address,varchar(100),YES,,,
2,AddressDisplay,varchar(100),YES,,,
3,AddressWithUnit,varchar(100),YES,,,
4,Agent1Id,bigint(20),YES,,,
5,Agent1Image,varchar(133),YES,,,
6,Agent2Id,bigint(20),YES,,,
7,Agent2Image,varchar(133),YES,,,
8,Agent3Id,bigint(20),YES,,,
9,Agent3Image,varchar(130),YES,,,
10,Agent4Id,bigint(20),YES,,,
11,Agent4Image,varchar(133),YES,,,
12,ApprovalStatus,varchar(100),YES,,,
13,AutomatedParking,tinyint(1),YES,,,
14,AvailableDateTime,varchar(100),YES,,,
15,BilliardsRoom,tinyint(1),YES,,,
16,BoardApprovalRequired,tinyint(1),YES,,,
17,Bonus,varchar(100),YES,,,
18,BrokerageID,bigint(20),YES,,,
19,BrokerageName,varchar(100),YES,,,
20,BrokerageUrl,varchar(100),YES,,,
21,BrokerageWebsite,tinyint(1),YES,,,
22,BuildingBikeStorage,tinyint(1),YES,,,
23,BuildingClass,varchar(100),YES,,,
24,BuildingDoorman,tinyint(1),YES,,,
25,BuildingElevator,tinyint(1),YES,,,
26,BuildingGarage,tinyint(1),YES,,,
27,BuildingGym,tinyint(1),YES,,,
28,BuildingId,bigint(20),YES,,,
29,BuildingLaundry,tinyint(1),YES,,,
30,BuildingName,varchar(100),YES,,,
31,BuildingPets,tinyint(1),YES,,,
32,BuildingPool,tinyint(1),YES,,,
33,BuildingPrewar,tinyint(1),YES,,,
34,BuildingRooftop,tinyint(1),YES,,,
35,BuildingStorage,tinyint(1),YES,,,
36,CateringKitchen,tinyint(1),YES,,,
37,CeilingHeightFeet,bigint(20),YES,,,
38,CeilingHeightInches,"decimal(15,2)",YES,,,
39,CentralAc,tinyint(1),YES,,,
40,CentralParkView,tinyint(1),YES,,,
41,City,varchar(100),YES,,,
42,Coexclusive,tinyint(1),YES,,,
43,ColdStorage,tinyint(1),YES,,,
44,CommissionAmount,"decimal(15,2)",YES,,,
45,CommissionType,varchar(100),YES,,,
46,Concession,varchar(111),YES,,,
47,Concierge,tinyint(1),YES,,,
48,ConferenceRoom,tinyint(1),YES,,,
49,ContractDate,varchar(100),YES,,,
50,ContractPrice,bigint(20),YES,,,
51,Courtyard,tinyint(1),YES,,,
52,CreatedAt,varchar(100),YES,,,
53,Den,tinyint(1),YES,,,
54,DepositAmount,"decimal(15,2)",YES,,,
55,DeveloperEmail,varchar(100),YES,,,
56,DiningRoom,tinyint(1),YES,,,
57,Dishwasher,tinyint(1),YES,,,
58,DogCare,tinyint(1),YES,,,
59,EastExposure,tinyint(1),YES,,,
60,EatInKitchen,tinyint(1),YES,,,
61,ElectricCarChargers,tinyint(1),YES,,,
62,ExpirationDate,varchar(100),YES,,,
63,ExteriorSqft,bigint(20),YES,,,
64,FlipTaxAmount,"decimal(15,2)",YES,,,
65,FlipTaxDescription,varchar(109),YES,,,
66,FlipTaxPercent,"decimal(15,2)",YES,,,
67,FloorNumber,bigint(20),YES,,,
68,FloorPlanList,varchar(993),YES,,,
69,FloorPlanURL3D,varchar(111),YES,,,
70,FormalDiningRoom,tinyint(1),YES,,,
71,Foyer,tinyint(1),YES,,,
72,FreeRent,varchar(100),YES,,,
73,FullFloor,tinyint(1),YES,,,
74,Furnished,varchar(100),YES,,,
75,FurnishedRent,"decimal(15,2)",YES,,,
76,GalleyKitchen,tinyint(1),YES,,,
77,Garden,tinyint(1),YES,,,
78,GeneralCondition,varchar(100),YES,,,
79,GuestSuites,tinyint(1),YES,,,
80,HasFireplace,tinyint(1),YES,,,
81,HasOutdoorSpace,tinyint(1),YES,,,
82,HoaFee,"decimal(15,2)",YES,,,
83,HomeOffices,bigint(20),YES,,,
84,IDXDisplay,tinyint(1),YES,,,
85,ImageListLarge,varchar(5972),YES,,,
86,ImageListOriginal,varchar(6134),YES,,,
87,ImageListWithoutFloorplans,varchar(5529),YES,,,
88,Latitude,"decimal(15,6)",YES,,,
89,LeaseTerm,varchar(100),YES,,,
90,LeaseTermMaxMonths,bigint(20),YES,,,
91,LeaseTermMinMonths,bigint(20),YES,,,
92,LeaseType,varchar(100),YES,,,
93,Library,tinyint(1),YES,,,
94,ListDate,varchar(100),YES,,,
95,ListingPrice,bigint(20),YES,,,
96,ListingPricePerSqft,bigint(20),YES,,,
97,ListingUrl,varchar(180),YES,,,
98,LiveInSuper,tinyint(1),YES,,,
99,Loft,tinyint(1),YES,,,
100,Longitude,"decimal(15,6)",YES,,,
101,Lounge,tinyint(1),YES,,,
102,MarketingDescription,text,YES,,,
103,MarketingDescriptionTruncated,varchar(502),YES,,,
104,MaximumFinancingPercent,"decimal(15,2)",YES,,,
105,MediaList,varchar(255),YES,,,
106,MediaRoom,tinyint(1),YES,,,
107,Multilevel,tinyint(1),YES,,,
108,Neighborhood,varchar(100),YES,,,
109,NewDevelopment,tinyint(1),YES,,,
110,NorthExposure,tinyint(1),YES,,,
111,NumBaths,"decimal(15,2)",YES,,,
112,NumBedrooms,bigint(20),YES,,,
113,NumBuildingStories,bigint(20),YES,,,
114,NumBuildingUnits,bigint(20),YES,,,
115,NumHalfBaths,bigint(20),YES,,,
116,NumRooms,"decimal(15,2)",YES,,,
117,OriginalPrice,bigint(20),YES,,,
118,PackageRoom,tinyint(1),YES,,,
119,ParkView,tinyint(1),YES,,,
120,PctTaxDeductable,bigint(20),YES,,,
121,Penthouse,tinyint(1),YES,,,
122,PiedATerre,tinyint(1),YES,,,
123,PilatesStudio,tinyint(1),YES,,,
124,Playroom,tinyint(1),YES,,,
125,PorteCochere,tinyint(1),YES,,,
126,PropertyType,varchar(100),YES,,,
127,PropertyTypeLabel,varchar(100),YES,,,
128,PropertyUsage,varchar(100),YES,,,
129,Published,tinyint(1),YES,,,
130,RealEstateTax,bigint(20),YES,,,
131,RebnyID,varchar(100),YES,,,
132,RecordedClosingURL,varchar(100),YES,,,
133,RentingAllowed,tinyint(1),YES,,,
134,SaleDate,varchar(100),YES,,,
135,SaleListingPrice,bigint(20),YES,,,
136,SaleOrRental,varchar(100),YES,,,
137,SalePrice,bigint(20),YES,,,
