,Field,Type,Null,Key,Default,Extra
0,systemid,int(10),NO,PRI,,
1,sewer,varchar(14),YES,,,
2,water,varchar(14),YES,,,
3,addendum,text,YES,,,
4,additional_contact,varchar(30),YES,,,
5,address,varchar(100),YES,,,
6,address_direction,varchar(2),YES,,,
7,address_number,varchar(15),YES,,,
8,address_search_number,int(10),YES,,,
9,address_street,varchar(50),YES,,,
10,agent,int(10),YES,MUL,,
11,agent_hit_count,int(10),YES,,,
12,agent_to_agent_remarks,text,YES,,,
13,area,varchar(29),YES,,,
14,asking_price,int(10),YES,,,
15,associated_document_count,int(10),YES,,,
16,auction,varchar(12),YES,,,
17,auction_date,date,YES,,,
18,auction_yn,varchar(10),YES,,,
19,auctioneer_name,varchar(50),YES,,,
20,bbc,varchar(8),YES,,,
21,city,varchar(25),YES,MUL,,
22,class,varchar(31),YES,,,
23,client_hit_count,int(10),YES,,,
24,closing_date,date,YES,,,
25,contract_date,date,YES,,,
26,county,varchar(10),YES,,,
27,directions,varchar(100),YES,,,
28,doc_timestamp,datetime,YES,,,
29,dom,int(10),YES,,,
30,domls,int(10),YES,,,
31,expiration_date,date,YES,,,
32,first_photo_add_timestamp,datetime,YES,,,
33,geo_address_line,varchar(255),YES,,,
34,geo_latitude,"decimal(18,15)",YES,,,
35,geo_longitude,"decimal(19,15)",YES,,,
36,geo_match_code,smallint(3),YES,,,
37,geo_matched_method,smallint(3),YES,,,
38,geo_postal_code,varchar(10),YES,,,
39,geo_primary_city,varchar(100),YES,,,
40,geo_quality,"decimal(12,8)",YES,,,
41,geo_secondary_city,varchar(100),YES,,,
42,geo_subdivision,varchar(2),YES,,,
43,geo_update_timestamp,datetime,YES,,,
44,geo_zoom_level,"decimal(2,0)",YES,,,
45,hotsheet_date,date,YES,,,
46,how_sold,varchar(22),YES,,,
47,idx_include,varchar(3),YES,,,
48,la1agent_address2,varchar(50),YES,,,
49,la1agent_address_street_name,varchar(50),YES,,,
50,la1agent_city,varchar(50),YES,,,
51,la1agent_email,varchar(50),YES,,,
52,la1agent_first_name,varchar(50),YES,,,
53,la1agent_last_name,varchar(50),YES,,,
54,la1agent_logon_name,varchar(20),YES,,,
55,la1agent_middle_initial,varchar(1),YES,,,
56,la1agent_phone1_countryid,varchar(28),YES,,,
57,la1agent_phone1_description,varchar(10),YES,,,
58,la1agent_phone1_extension,varchar(5),YES,,,
59,la1agent_phone1_number,varchar(30),YES,,,
60,la1agent_phone2_countryid,varchar(28),YES,,,
61,la1agent_phone2_description,varchar(10),YES,,,
62,la1agent_phone2_extension,varchar(5),YES,,,
63,la1agent_phone2_number,varchar(30),YES,,,
64,la1agent_phone3_countryid,int(10),YES,,,
65,la1agent_phone3_description,varchar(10),YES,,,
66,la1agent_phone3_extension,varchar(5),YES,,,
67,la1agent_phone3_number,varchar(30),YES,,,
68,la1agent_phone4_countryid,int(10),YES,,,
69,la1agent_phone4_description,varchar(10),YES,,,
70,la1agent_phone4_extension,varchar(5),YES,,,
71,la1agent_phone4_number,varchar(30),YES,,,
72,la1agent_phone5_countryid,int(10),YES,,,
73,la1agent_phone5_description,varchar(10),YES,,,
74,la1agent_phone5_extension,varchar(5),YES,,,
75,la1agent_phone5_number,varchar(30),YES,,,
76,la1agent_state,varchar(2),YES,,,
77,la1agent_status,varchar(13),YES,,,
78,la1agent_type,varchar(18),YES,,,
79,la1agent_url,varchar(80),YES,,,
80,la1agent_zip,varchar(20),YES,,,
81,la1user_code,varchar(20),YES,,,
82,la2agent_address2,varchar(50),YES,,,
83,la2agent_address_street_name,varchar(50),YES,,,
84,la2agent_city,varchar(50),YES,,,
85,la2agent_email,varchar(50),YES,,,
86,la2agent_first_name,varchar(50),YES,,,
87,la2agent_last_name,varchar(50),YES,,,
88,la2agent_middle_initial,varchar(1),YES,,,
89,la2agent_phone1_countryid,varchar(28),YES,,,
90,la2agent_phone1_description,varchar(10),YES,,,
91,la2agent_phone1_extension,varchar(5),YES,,,
92,la2agent_phone1_number,varchar(30),YES,,,
