,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,text,YES,,,
1,Appliances,text,YES,,,
2,ApprovalStatus,varchar(45),YES,,,
3,ArchitecturalStyle,text,YES,,,
4,AssociationAmenities,text,YES,,,
5,AssociationFee,"decimal(14,2)",YES,,,
6,AssociationFeeFrequency,varchar(45),YES,,,
7,AssociationFeeIncludes,text,YES,,,
8,AssociationYN,tinyint(1),YES,,,
9,AttachedGarageYN,tinyint(1),YES,,,
10,Basement,text,YES,,,
11,BathroomsFull,bigint(20),YES,,,
12,BathroomsHalf,bigint(20),YES,,,
13,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
14,BathroomsTotalInteger,bigint(20),YES,,,
15,BedroomsTotal,bigint(20),YES,,,
16,BelowGradeFinishedArea,"decimal(14,2)",YES,,,
17,BelowGradeFinishedAreaUnits,varchar(45),YES,,,
18,BridgeModificationTimestamp,datetime,YES,,,
19,BuildingAreaSource,varchar(70),YES,,,
20,BuildingAreaTotal,"decimal(14,2)",YES,,,
21,BuildingAreaUnits,varchar(45),YES,,,
22,BuildingFeatures,text,YES,,,
23,BuildingName,varchar(90),YES,,,
24,BusinessName,text,YES,,,
25,BusinessType,text,YES,,,
26,BuyerAgentEmail,varchar(100),YES,,,
27,BuyerAgentFax,varchar(36),YES,,,
28,BuyerAgentFullName,varchar(170),YES,,,
29,BuyerAgentMlsId,varchar(45),YES,,,
30,BuyerAgentPreferredPhone,varchar(36),YES,,,
31,BuyerAgentPreferredPhoneExt,varchar(30),YES,,,
32,BuyerAgentURL,text,YES,,,
33,BuyerOfficeEmail,varchar(100),YES,,,
34,BuyerOfficeFax,varchar(36),YES,,,
35,BuyerOfficeMlsId,varchar(45),YES,,,
36,BuyerOfficeName,text,YES,,,
37,BuyerOfficePhone,varchar(36),YES,,,
38,BuyerOfficePhoneExt,varchar(30),YES,,,
39,BuyerOfficeURL,text,YES,,,
40,CCIMLS_PrivateDockDescription,varchar(60),YES,,,
41,CCIMLS_VOWList,tinyint(1),YES,,,
42,CancelationDate,date,YES,,,
43,CapRate,"decimal(5,2)",YES,,,
44,CarportYN,tinyint(1),YES,,,
45,City,varchar(70),YES,,,
46,CloseDate,date,YES,,,
47,ClosePrice,"decimal(14,2)",YES,,,
48,CoBuyerAgentEmail,varchar(100),YES,,,
49,CoBuyerAgentFax,varchar(36),YES,,,
50,CoBuyerAgentFullName,varchar(170),YES,,,
51,CoBuyerAgentMlsId,varchar(45),YES,,,
52,CoBuyerAgentPreferredPhone,varchar(36),YES,,,
53,CoBuyerAgentPreferredPhoneExt,varchar(30),YES,,,
54,CoBuyerAgentURL,text,YES,,,
55,CoBuyerOfficeEmail,varchar(100),YES,,,
56,CoBuyerOfficeFax,varchar(36),YES,,,
57,CoBuyerOfficeMlsId,varchar(45),YES,,,
58,CoBuyerOfficeName,text,YES,,,
59,CoBuyerOfficePhone,varchar(36),YES,,,
60,CoBuyerOfficePhoneExt,varchar(30),YES,,,
61,CoBuyerOfficeURL,text,YES,,,
62,CoListAgentEmail,varchar(100),YES,,,
63,CoListAgentFax,varchar(36),YES,,,
64,CoListAgentFullName,varchar(170),YES,,,
65,CoListAgentMlsId,varchar(45),YES,,,
66,CoListAgentPreferredPhone,varchar(36),YES,,,
67,CoListAgentPreferredPhoneExt,varchar(30),YES,,,
68,CoListAgentURL,text,YES,,,
69,CoListOfficeEmail,varchar(100),YES,,,
70,CoListOfficeFax,varchar(36),YES,,,
71,CoListOfficeMlsId,varchar(45),YES,,,
72,CoListOfficeName,text,YES,,,
73,CoListOfficePhone,varchar(36),YES,,,
74,CoListOfficePhoneExt,varchar(30),YES,,,
75,CoListOfficeURL,text,YES,,,
76,CommonWalls,text,YES,,,
77,CommunityFeatures,text,YES,,,
78,Concessions,varchar(45),YES,,,
79,ConcessionsAmount,bigint(20),YES,,,
80,ConstructionMaterials,text,YES,,,
81,Contingency,text,YES,,,
82,ContingentDate,date,YES,,,
83,ContractStatusChangeDate,date,YES,,,
84,Cooling,text,YES,,,
85,CoolingYN,tinyint(1),YES,,,
86,Country,varchar(22),YES,,,
87,CountyOrParish,varchar(70),YES,,,
88,CumulativeDaysOnMarket,bigint(20),YES,,,
89,CurrentUse,text,YES,,,
90,DaysOnMarket,bigint(20),YES,,,
91,Directions,text,YES,,,
92,Disclosures,text,YES,,,
93,DistanceToFreewayComments,text,YES,,,
94,DistanceToPlaceofWorshipComments,text,YES,,,
95,DistanceToSchoolsComments,text,YES,,,
96,DistanceToShoppingComments,text,YES,,,
97,DocumentsAvailable,text,YES,,,
98,DocumentsChangeTimestamp,datetime,YES,,,
99,DocumentsCount,bigint(20),YES,,,
100,DoorFeatures,text,YES,,,
101,DualVariableCompensationYN,tinyint(1),YES,,,
102,Electric,text,YES,,,
103,ElectricExpense,"decimal(14,2)",YES,,,
104,ElectricOnPropertyYN,tinyint(1),YES,,,
105,ElementarySchoolDistrict,varchar(70),YES,,,
106,EntryLevel,bigint(20),YES,,,
107,EntryLocation,varchar(190),YES,,,
108,ExistingLeaseType,varchar(95),YES,,,
109,ExpirationDate,date,YES,,,
110,ExteriorFeatures,text,YES,,,
111,Fencing,text,YES,,,
112,FireplaceFeatures,text,YES,,,
113,FireplaceYN,tinyint(1),YES,,,
114,FireplacesTotal,bigint(20),YES,,,
115,Flooring,text,YES,,,
116,FoundationArea,"decimal(16,2)",YES,,,
117,FoundationDetails,text,YES,,,
118,FrontageLength,text,YES,,,
119,FrontageType,text,YES,,,
120,FuelExpense,"decimal(14,2)",YES,,,
121,Furnished,varchar(70),YES,,,
122,GarageYN,tinyint(1),YES,,,
123,Gas,text,YES,,,
124,GreenEnergyGeneration,text,YES,,,
125,GrossIncome,"decimal(14,2)",YES,,,
126,GrossScheduledIncome,"decimal(14,2)",YES,,,
127,Heating,text,YES,,,
128,HeatingYN,tinyint(1),YES,,,
129,HighSchoolDistrict,varchar(70),YES,,,
130,HomeWarrantyYN,tinyint(1),YES,,,
131,IDXParticipationYN,tinyint(1),YES,,,
132,InsuranceExpense,"decimal(14,2)",YES,,,
133,InteriorFeatures,text,YES,,,
134,InternetAddressDisplayYN,tinyint(1),YES,,,
135,InternetAutomatedValuationDisplayYN,tinyint(1),YES,,,
136,InternetConsumerCommentYN,tinyint(1),YES,,,
137,InternetEntireListingDisplayYN,tinyint(1),YES,,,
138,LandLeaseYN,tinyint(1),YES,,,
139,Latitude,"float(20,8)",YES,,,
140,LaundryFeatures,text,YES,,,
141,LeaseAmountFrequency,varchar(45),YES,,,
142,Levels,text,YES,,,
143,ListAgentAOR,varchar(70),YES,,,
144,ListAgentEmail,varchar(100),YES,,,
145,ListAgentFax,varchar(36),YES,,,
146,ListAgentFullName,varchar(170),YES,,,
147,ListAgentMlsId,varchar(45),YES,,,
148,ListAgentPreferredPhone,varchar(36),YES,,,
149,ListAgentPreferredPhoneExt,varchar(30),YES,,,
150,ListAgentURL,text,YES,,,
151,ListOfficeAOR,varchar(70),YES,,,
152,ListOfficeEmail,varchar(100),YES,,,
153,ListOfficeFax,varchar(36),YES,,,
154,ListOfficeMlsId,varchar(45),YES,,,
155,ListOfficeName,text,YES,,,
156,ListOfficePhone,varchar(36),YES,,,
157,ListOfficePhoneExt,varchar(30),YES,,,
158,ListOfficeURL,text,YES,,,
159,ListPrice,"decimal(14,2)",YES,,,
160,ListingAgreement,varchar(45),YES,,,
161,ListingContractDate,date,YES,,,
162,ListingId,varchar(275),YES,,,
163,ListingKey,varchar(275),NO,PRI,,
164,ListingService,varchar(45),YES,,,
165,ListingTerms,text,YES,,,
166,LivingArea,"decimal(14,2)",YES,,,
167,LivingAreaUnits,varchar(45),YES,,,
168,LockBoxType,text,YES,,,
169,Longitude,"float(20,8)",YES,,,
170,LotFeatures,text,YES,,,
171,LotSizeAcres,"decimal(16,2)",YES,,,
172,LotSizeArea,"decimal(16,2)",YES,,,
173,LotSizeDimensions,varchar(170),YES,,,
174,LotSizeSource,varchar(70),YES,,,
175,LotSizeSquareFeet,"decimal(14,2)",YES,,,
176,LotSizeUnits,varchar(45),YES,,,
177,MLSAreaMajor,varchar(70),YES,,,
178,MainLevelBathrooms,bigint(20),YES,,,
179,MaintenanceExpense,"decimal(14,2)",YES,,,
180,MiddleOrJuniorSchoolDistrict,varchar(70),YES,,,
181,MlsStatus,varchar(70),YES,,,
182,ModificationTimestamp,datetime,YES,,,
183,NetOperatingIncome,"decimal(14,2)",YES,,,
184,NewConstructionYN,tinyint(1),YES,,,
185,NewTaxesExpense,"decimal(14,2)",YES,,,
186,NumberOfBuildings,bigint(20),YES,,,
187,NumberOfUnitsInCommunity,bigint(20),YES,,,
188,NumberOfUnitsTotal,bigint(20),YES,,,
189,OccupantType,varchar(70),YES,,,
190,OpenParkingYN,tinyint(1),YES,,,
191,OperatingExpense,"decimal(14,2)",YES,,,
192,OriginalEntryTimestamp,datetime,YES,,,
193,OriginalListPrice,"decimal(14,2)",YES,,,
194,OriginatingSystemID,varchar(45),YES,,,
195,OriginatingSystemKey,varchar(275),YES,,,
196,OriginatingSystemName,text,YES,,,
197,OtherEquipment,text,YES,,,
198,OtherExpense,"decimal(14,2)",YES,,,
199,OtherParking,text,YES,,,
200,OtherStructures,text,YES,,,
201,OwnerName,varchar(110),YES,,,
202,OwnerPays,text,YES,,,
203,Ownership,text,YES,,,
204,ParcelNumber,varchar(70),YES,,,
205,ParkingFeatures,text,YES,,,
206,ParkingTotal,"decimal(14,2)",YES,,,
207,PatioAndPorchFeatures,text,YES,,,
208,PetsAllowed,text,YES,,,
209,PhotosChangeTimestamp,datetime,YES,,,
210,PhotosCount,bigint(20),YES,,,
211,PoolFeatures,text,YES,,,
212,PoolPrivateYN,tinyint(1),YES,,,
213,PostalCode,varchar(30),YES,,,
214,PostalCodePlus4,varchar(24),YES,,,
215,PrivateRemarks,text,YES,,,
216,ProfessionalManagementExpense,"decimal(14,2)",YES,,,
217,PropertyAttachedYN,tinyint(1),YES,,,
218,PropertyCondition,text,YES,,,
219,PropertySubType,varchar(70),YES,,,
220,PropertyType,varchar(70),YES,,,
221,PublicRemarks,text,YES,,,
222,PurchaseContractDate,date,YES,,,
223,RentIncludes,text,YES,,,
224,RoadFrontageType,text,YES,,,
225,RoadResponsibility,text,YES,,,
226,RoadSurfaceType,text,YES,,,
