,Field,Type,Null,Key,Default,Extra
0,synthetic_unique_listing_id,varchar(80),NO,PRI,,
1,customer_id,int(11),YES,MUL,,
2,Address,varchar(80),YES,,,
3,AgentCreatedListing,tinyint(1),YES,,,
4,BathroomsFull,int(11),YES,,,
5,BathroomsHalf,int(11),YES,,,
6,BathroomsPartial,int(11),YES,,,
7,BathroomsThreeQuarter,int(11),YES,,,
8,BathroomsTotal,float,YES,,,
9,BathroomsTotalInteger,int(11),YES,,,
10,BedroomsTotal,int(11),YES,,,
11,City,varchar(80),YES,,,
12,Community,varchar(120),YES,,,
13,CountyOrParish,varchar(80),YES,,,
14,CreatedDate,varchar(80),YES,,,
15,DaysOnMarket,int(11),YES,,,
16,ElementarySchool,varchar(80),YES,,,
17,GarageSpaces,int(11),YES,,,
18,HighSchool,varchar(80),YES,,,
19,InternetAddressDisplayYN,tinyint(1),YES,,,
20,InternetEntireListingDisplayYN,tinyint(1),YES,,,
21,Latitude,varchar(80),YES,,,
22,ListAgentFullName,varchar(80),YES,,,
23,ListAgentMoxiWorksOfficeID,varchar(80),YES,,,
24,ListAgentOfficeID,int(11),YES,,,
25,ListAgentUUID,varchar(80),YES,,,
26,ListOfficeAOR,varchar(80),YES,,,
27,ListOfficeAORArea,varchar(200),YES,,,
28,ListOfficeName,varchar(80),YES,,,
29,ListPrice,int(11),YES,,,
30,ListingContractDate,varchar(80),YES,,,
31,ListingID,varchar(80),YES,,,
32,ListingURL,varchar(500),YES,,,
33,LivingArea,int(11),YES,,,
34,Longitude,varchar(80),YES,,,
35,LotSizeAcres,float,YES,,,
36,LotSizeSquareFeet,int(11),YES,,,
37,MiddleOrJuniorSchool,varchar(80),YES,,,
38,ModificationTimestamp,varchar(80),YES,,,
39,MoxiWorksListingId,varchar(80),NO,,,
40,OnMarket,tinyint(1),YES,,,
41,PoolYN,tinyint(1),YES,,,
42,PostalCode,varchar(80),YES,,,
43,PropertyFeatures_AirConditioningDescription,varchar(200),YES,,,
44,PropertyFeatures_ArchitectureDescription,varchar(500),YES,,,
45,PropertyFeatures_Basement,varchar(500),YES,,,
46,PropertyFeatures_BuildingName,varchar(120),YES,,,
47,PropertyFeatures_BuildingStyle,varchar(500),YES,,,
48,PropertyFeatures_ConstructionInformation,varchar(500),YES,,,
49,PropertyFeatures_DiningRoomInformation,varchar(500),YES,,,
50,PropertyFeatures_EnergyFeatures,varchar(500),YES,,,
51,PropertyFeatures_ExteriorFeatures,varchar(1000),YES,,,
52,PropertyFeatures_FamilyRoomInformation,varchar(500),YES,,,
53,PropertyFeatures_FeaturesInformation,varchar(1000),YES,,,
54,PropertyFeatures_FireplaceInformation,text,YES,,,
55,PropertyFeatures_Flooring,varchar(500),YES,,,
56,PropertyFeatures_FoundationInformation,varchar(500),YES,,,
57,PropertyFeatures_FuelInformation,varchar(500),YES,,,
58,PropertyFeatures_GarageDescription,varchar(500),YES,,,
59,PropertyFeatures_GolfInformation,varchar(500),YES,,,
60,PropertyFeatures_HeatingDescription,varchar(500),YES,,,
61,PropertyFeatures_InteriorFeatures,varchar(1500),YES,,,
62,PropertyFeatures_KitchenInformation,varchar(500),YES,,,
63,PropertyFeatures_CondoAmenities,varchar(500),YES,,,
64,PropertyFeatures_LotFeatures,varchar(500),YES,,,
65,PropertyFeatures_LivingRoomInformation,varchar(500),YES,,,
66,PropertyFeatures_LotSizeRange,varchar(500),YES,,,
67,PropertyFeatures_MasterBedroomDescription,varchar(500),YES,,,
68,PropertyFeatures_NumberOfStories,varchar(500),YES,,,
69,PropertyFeatures_OccupiedBy,varchar(500),YES,,,
70,PropertyFeatures_ParkingDescription,varchar(500),YES,,,
71,PropertyFeatures_PoolInformation,varchar(500),YES,,,
72,PropertyFeatures_PropertySubtype,varchar(500),YES,,,
73,PropertyFeatures_RoofDescription,varchar(500),YES,,,
74,PropertyFeatures_SewerDescription,varchar(500),YES,,,
75,PropertyFeatures_ShowingInstructions,mediumtext,YES,,,
76,PropertyFeatures_SiteFeatures,varchar(500),YES,,,
77,PropertyFeatures_TermsInformation,varchar(500),YES,,,
78,PropertyFeatures_Utilities,mediumtext,YES,,,
