,Field,Type,Null,Key,Default,Extra
0,matrix_unique_id,bigint(19),NO,PRI,,
1,APN,varchar(40),YES,,,
2,AgentOnlyComments,varchar(500),YES,,,
3,Area,varchar(60),YES,,,
4,Association,varchar(4),YES,,,
5,BankOrRealEstateOwned,tinyint(1),YES,,,
6,Block,varchar(40),YES,,,
7,City,varchar(60),YES,MUL,,
8,CoListingAgentFullName,varchar(34),YES,MUL,,
9,CoListingAgentId,varchar(12),YES,MUL,,
10,CoListingAgent_MUI,bigint(19),YES,MUL,,
11,CoListingOfficeId,varchar(12),YES,,,
12,CoListingOfficeName,varchar(30),YES,,,
13,CoListingOfficePhone,varchar(25),YES,,,
14,CoListingOffice_MUI,bigint(19),YES,,,
15,CoSellingAgentFullName,varchar(34),YES,,,
16,CoSellingAgentId,varchar(12),YES,,,
17,CoSellingOfficeId,varchar(12),YES,,,
18,CoSellingOfficeName,varchar(30),YES,,,
19,CoSellingOfficePhone,varchar(25),YES,,,
20,CoSellingOffice_MUI,bigint(19),YES,,,
21,Commission1,varchar(10),YES,,,
22,CommissionComments,varchar(100),YES,,,
23,CommissionType,varchar(75),YES,,,
24,ContingentDate,datetime,YES,,,
25,County,varchar(60),YES,,,
26,CurrentPrice,"decimal(12,2)",YES,,,
27,DateEntered,datetime,YES,,,
28,Directions,varchar(750),YES,,,
29,ExpirationDate,datetime,YES,,,
30,FIRPTAYN,tinyint(4),YES,,,
31,Financing,varchar(60),YES,,,
32,FinancingComments,varchar(100),YES,,,
33,FirstRightOfRefusal,tinyint(1),YES,,,
34,LastModifiedDate,datetime,YES,,,
35,Latitude,"decimal(9,6)",YES,MUL,,
36,ListingAgentFullName,varchar(34),YES,,,
37,ListingAgentId,varchar(12),YES,MUL,,
38,ListingAgent_MUI,bigint(19),YES,MUL,,
39,ListingDate,datetime,YES,,,
40,ListingNumber,int(10),NO,MUL,,
41,ListingOfficeId,varchar(12),YES,MUL,,
42,ListingOfficeName,varchar(30),YES,MUL,,
43,ListingOfficePhone,varchar(25),YES,,,
44,ListingOffice_MUI,bigint(19),YES,,,
45,ListingPrice,"decimal(12,2)",YES,MUL,,
46,Longitude,"decimal(9,6)",YES,MUL,,
47,LotDimensions,varchar(40),YES,,,
48,LotMeasurement,varchar(60),YES,,,
49,LotNumber,varchar(40),YES,,,
50,LotSquareFootage,int(10),YES,,,
51,MapBook,varchar(60),YES,,,
52,MapPage,varchar(10),YES,,,
53,MapXCoordinate,varchar(4),YES,,,
54,MapYCoordinate,varchar(4),YES,,,
55,MarketingComments,varchar(1200),YES,,,
56,MatrixModifiedDT,datetime,YES,MUL,,
57,Offers,varchar(75),YES,,,
58,OffersReviewDate,datetime,YES,,,
59,OriginalPrice,"decimal(12,2)",YES,,,
60,OwnerName,varchar(65),YES,,,
61,OwnerPhoneNumber,varchar(25),YES,,,
62,OwnersCityState,varchar(50),YES,,,
63,PendingDate,datetime,YES,,,
64,PhotoCount,int(10),YES,,,
65,PhotoModificationTimestamp,datetime,YES,MUL,,
66,Possession,varchar(400),YES,,,
67,PotentialTerms,varchar(400),YES,,,
68,PreliminaryTitleOrdered,tinyint(1),YES,,,
69,PropertySubType,varchar(60),YES,,,
70,PropertyType,varchar(60),YES,,,
71,SaleType,varchar(76),YES,,,
72,SearchPrice,"decimal(12,2)",YES,,,
73,SellerDisclosure,varchar(60),YES,,,
74,SellersConcession,tinyint(1),YES,,,
75,SellingAgentFullName,varchar(34),YES,,,
76,SellingAgentId,varchar(17),YES,,,
77,SellingAgent_MUI,bigint(19),YES,,,
78,SellingDate,datetime,YES,,,
79,SellingOfficeId,varchar(12),YES,,,
80,SellingOfficeName,varchar(30),YES,,,
81,SellingOfficePhone,varchar(25),YES,,,
82,SellingOffice_MUI,bigint(19),YES,,,
83,SellingPrice,"decimal(12,2)",YES,MUL,,
84,SewerType,varchar(400),YES,,,
85,ShowAddresstoPublic,tinyint(1),YES,,,
86,ShowMapLink,tinyint(1),YES,,,
87,SquareFootage,int(10),YES,MUL,,
88,StateOrProvince,varchar(10),YES,,,
89,Status,varchar(25),YES,MUL,,
90,StatusDate,datetime,YES,,,
91,StreetDirection,varchar(60),YES,,,
92,StreetName,varchar(30),YES,MUL,,
93,StreetNumber,int(10),YES,MUL,,
94,StreetNumberModifier,varchar(8),YES,,,
95,StreetPostDirection,varchar(60),YES,,,
96,StreetSuffix,varchar(60),YES,,,
97,StyleCode,varchar(31),YES,MUL,,
98,Subdivision,varchar(60),YES,,,
99,TaxYear,int(10),YES,,,
100,TaxesAnnual,int(10),YES,,,
101,ThirdPartyApprovalRequired,varchar(400),YES,,,
102,VirtualTourURL,varchar(255),YES,,,
103,YearBuilt,int(10),YES,MUL,,
104,ZipCode,varchar(5),YES,MUL,,
105,ZipPlus4,varchar(4),YES,,,
106,AnnualExpenses,int(10),YES,,,
107,AnnualGrossSales,int(10),YES,,,
108,AnnualRent,int(10),YES,,,
109,ApproximateBuildingSquareFeet,int(10),YES,,,
110,ApproximateOfficeSquareFeet,int(10),YES,,,
111,ApproximateWarehouseManufacturingSquareFeet,int(10),YES,,,
112,BusinessName,varchar(40),YES,,,
113,BusinessType,varchar(40),YES,,,
114,CeilingHeight,varchar(40),YES,,,
115,DepthOfLot,int(10),YES,,,
116,EnvironmentalSurvey,tinyint(1),YES,,,
117,Equipment,int(10),YES,,,
118,ExpansionArea,tinyint(1),YES,,,
119,Features,varchar(400),YES,,,
120,Franchise,tinyint(1),YES,,,
121,GoodwillValue,int(10),YES,,,
122,HoursOfOperation,varchar(40),YES,,,
123,ImprovementsAssessedValue,int(10),YES,,,
124,InventoryValue,int(10),YES,,,
125,LandAssessedValue,int(10),YES,,,
126,LeaseTerms,varchar(400),YES,,,
127,LeasedItemsFlag,tinyint(1),YES,,,
128,Licenses,varchar(400),YES,,,
129,LiensMortgages,tinyint(1),YES,,,
130,Loading,varchar(400),YES,,,
131,Location,varchar(400),YES,,,
132,MajorTypeOfBusiness,varchar(400),YES,,,
133,NetProceeds,int(10),YES,,,
134,NumberOfEmployees,int(10),YES,,,
135,PadReady,tinyint(1),YES,,,
136,ParkingUncoveredTotal,int(10),YES,,,
137,PowerServiceInAmps,int(10),YES,,,
138,RealEstateValue,int(10),YES,,,
139,RealProperty,varchar(400),YES,,,
140,SignageStays,tinyint(1),YES,,,
141,SiteFrontage,int(10),YES,,,
142,TotalAssessedValue,int(10),YES,,,
143,TotalMonthlyRent,int(10),YES,,,
144,TotalMonthlyTripleNet,int(10),YES,,,
145,TotalSqftRented,int(10),YES,,,
146,YearEstablished,int(10),YES,,,
147,YearValueAssessed,int(10),YES,,,
148,YearsCurrentOwnerInBus,int(10),YES,,,
149,EquipmentValue,int(10),YES,,,
150,CapRate,"decimal(12,2)",YES,,,
