,Field,Type,Null,Key,Default,Extra
0,AboveGradeFinishedArea,"decimal(14,2)",YES,,,
1,AboveGradeFinishedAreaSource,varchar(70),YES,,,
2,AboveGradeFinishedAreaUnits,varchar(45),YES,,,
3,AccessibilityFeatures,text,YES,,,
4,AdditionalParcelsYN,tinyint(1),YES,,,
5,Appliances,text,YES,,,
6,ArchitecturalStyle,text,YES,,,
7,AssociationAmenities,text,YES,,,
8,AssociationFee,"decimal(14,2)",YES,,,
9,AssociationFee2,"decimal(14,2)",YES,,,
10,AssociationFee2Frequency,varchar(45),YES,,,
11,AssociationFeeFrequency,varchar(45),YES,,,
12,AssociationFeeIncludes,text,YES,,,
13,AssociationYN,tinyint(1),YES,,,
14,AttachedGarageYN,tinyint(1),YES,,,
15,Basement,text,YES,,,
16,BathroomsFull,bigint(20),YES,,,
17,BathroomsHalf,bigint(20),YES,,,
18,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
19,BathroomsTotalInteger,bigint(20),YES,,,
20,BedroomsTotal,bigint(20),YES,,,
21,BelowGradeFinishedArea,"decimal(14,2)",YES,,,
22,BelowGradeFinishedAreaSource,varchar(70),YES,,,
23,BelowGradeFinishedAreaUnits,varchar(45),YES,,,
24,BridgeModificationTimestamp,datetime,YES,,,
25,BuildingAreaSource,varchar(70),YES,,,
26,BuildingAreaTotal,"decimal(14,2)",YES,,,
27,BuildingAreaUnits,varchar(45),YES,,,
28,BuildingName,varchar(70),YES,,,
29,BusinessName,text,YES,,,
30,BusinessType,text,YES,,,
31,CarportSpaces,"decimal(14,2)",YES,,,
32,CarportYN,tinyint(1),YES,,,
33,City,varchar(70),YES,,,
34,CoListAgentAOR,varchar(70),YES,,,
35,CoListAgentCellPhone,varchar(36),YES,,,
36,CoListAgentDesignation,varchar(70),YES,,,
37,CoListAgentDirectPhone,varchar(36),YES,,,
38,CoListAgentEmail,varchar(100),YES,,,
39,CoListAgentFullName,varchar(170),YES,,,
40,CoListAgentKeyNumeric,bigint(20),YES,,,
41,CoListAgentMlsId,varchar(45),YES,,,
42,CoListAgentPreferredPhone,varchar(36),YES,,,
43,CoListOfficeFax,varchar(36),YES,,,
44,CoListOfficeKeyNumeric,bigint(20),YES,,,
45,CoListOfficeMlsId,varchar(45),YES,,,
46,CoListOfficeName,text,YES,,,
47,CoListOfficePhone,varchar(36),YES,,,
48,CoListOfficePhoneExt,varchar(30),YES,,,
49,ConstructionMaterials,text,YES,,,
50,Cooling,text,YES,,,
51,CoolingYN,tinyint(1),YES,,,
52,Country,varchar(22),YES,,,
53,CountyOrParish,varchar(70),YES,,,
54,CoveredSpaces,"decimal(14,2)",YES,,,
55,CropsIncludedYN,tinyint(1),YES,,,
56,CrossStreet,varchar(70),YES,,,
57,CultivatedArea,"decimal(14,2)",YES,,,
58,DirectionFaces,varchar(45),YES,,,
59,Directions,text,YES,,,
60,DoorFeatures,text,YES,,,
61,Electric,text,YES,,,
62,ElectricExpense,"decimal(14,2)",YES,,,
63,ElectricOnPropertyYN,tinyint(1),YES,,,
64,ElementarySchool,varchar(120),YES,,,
65,Exclusions,text,YES,,,
66,ExistingLeaseType,varchar(95),YES,,,
67,ExteriorFeatures,text,YES,,,
68,FarmLandAreaUnits,varchar(45),YES,,,
69,Fencing,text,YES,,,
70,FireplaceFeatures,text,YES,,,
71,FireplaceYN,tinyint(1),YES,,,
72,FireplacesTotal,bigint(20),YES,,,
73,Flooring,text,YES,,,
74,FoundationDetails,text,YES,,,
75,FrontageLength,text,YES,,,
76,FrontageType,text,YES,,,
77,Furnished,varchar(70),YES,,,
78,GarageSpaces,"decimal(14,2)",YES,,,
79,GarageYN,tinyint(1),YES,,,
80,GreenEnergyEfficient,text,YES,,,
81,GreenEnergyGeneration,text,YES,,,
82,GreenIndoorAirQuality,text,YES,,,
83,GreenSustainability,text,YES,,,
84,GreenWaterConservation,text,YES,,,
85,HabitableResidenceYN,tinyint(1),YES,,,
86,Heating,text,YES,,,
87,HeatingYN,tinyint(1),YES,,,
88,HighSchool,varchar(70),YES,,,
89,HorseAmenities,text,YES,,,
90,HorseYN,tinyint(1),YES,,,
91,HoursDaysOfOperation,text,YES,,,
92,ITSO_AboveGradeFinishedAreaSrchSqFt,"decimal(16,2)",YES,,,
93,ITSO_AcresBush,"decimal(16,2)",YES,,,
94,ITSO_AcresClear,"decimal(16,2)",YES,,,
95,ITSO_AcresFenced,"decimal(16,2)",YES,,,
96,ITSO_AcresRange,varchar(95),YES,,,
97,ITSO_AcresTiledRandom,"decimal(16,2)",YES,,,
98,ITSO_AcresTiledSystem,"decimal(16,2)",YES,,,
99,ITSO_AcresWaste,"decimal(16,2)",YES,,,
100,ITSO_ActiveOpenHouseCount,bigint(20),YES,,,
101,ITSO_AdditionalImagesURL,text,YES,,,
102,ITSO_AdditionalRent,"decimal(16,2)",YES,,,
103,ITSO_AdditionalResidence,varchar(70),YES,,,
104,ITSO_AdministrativeFee,bigint(20),YES,,,
105,ITSO_AgeElectric,varchar(40),YES,,,
106,ITSO_AgeFurnace,varchar(40),YES,,,
107,ITSO_AgePlumbing,varchar(40),YES,,,
108,ITSO_AgeTank,varchar(40),YES,,,
109,ITSO_AlternateFeatureSheetURL,text,YES,,,
110,ITSO_AlternateMLSNumber,varchar(55),YES,,,
111,ITSO_AssessmentRollNumber,varchar(50),YES,,,
112,ITSO_AssessmentYear,bigint(20),YES,,,
113,ITSO_AssignmentOfListingYN,tinyint(1),YES,,,
114,ITSO_AssociationFeeRemarks,varchar(70),YES,,,
115,ITSO_Banner,varchar(120),YES,,,
116,ITSO_BathsOnLevelBasementCount,bigint(20),YES,,,
117,ITSO_BathsOnLevelGroundCount,bigint(20),YES,,,
118,ITSO_BathsOnLevelLowerCount,bigint(20),YES,,,
119,ITSO_BathsOnLevelSecondCount,bigint(20),YES,,,
120,ITSO_BathsOnLevelThirdCount,bigint(20),YES,,,
121,ITSO_BathsOnLevelUpperCount,bigint(20),YES,,,
122,ITSO_BathsTotalRooms,bigint(20),YES,,,
123,ITSO_BaySizeLength,bigint(20),YES,,,
124,ITSO_BaySizeWidth,bigint(20),YES,,,
