,Field,Type,Null,Key,Default,Extra
0,AccessibilityFeatures,text,YES,,,
1,AdditionalParcelsYN,tinyint(1),YES,,,
2,Appliances,text,YES,,,
3,ArchitecturalStyle,varchar(255),YES,MUL,,
4,AssociationAmenities,text,YES,,,
5,AssociationFee,"decimal(14,2)",YES,,,
6,AssociationFeeFrequency,varchar(45),YES,,,
7,AssociationFeeIncludes,text,YES,,,
8,AssociationYN,tinyint(1),YES,,,
9,AttachedGarageYN,tinyint(1),YES,,,
10,AvailabilityDate,date,YES,,,
11,Basement,text,YES,,,
12,BathroomsFull,bigint(20),YES,,,
13,BathroomsHalf,bigint(20),YES,,,
14,BathroomsTotalDecimal,"decimal(5,2)",YES,,,
15,BathroomsTotalInteger,bigint(20),YES,MUL,,
16,BedroomsTotal,bigint(20),YES,MUL,,
17,BodyType,text,YES,,,
18,BridgeModificationTimestamp,datetime,YES,,,
19,BuildingAreaSource,varchar(70),YES,,,
20,BuildingAreaTotal,"decimal(14,2)",YES,,,
21,BuildingAreaUnits,varchar(45),YES,,,
22,BuildingName,varchar(70),YES,,,
23,BusinessType,text,YES,,,
24,BuyerAgencyCompensation,varchar(45),YES,,,
25,BuyerAgencyCompensationType,varchar(45),YES,,,
26,BuyerAgentMlsId,varchar(45),YES,,,
27,BuyerOfficeMlsId,varchar(45),YES,,,
28,CarportYN,tinyint(1),YES,,,
29,City,varchar(70),YES,MUL,,
30,CloseDate,date,YES,,,
31,ClosePrice,"decimal(14,2)",YES,,,
32,CommonWalls,text,YES,,,
33,CommunityFeatures,text,YES,,,
34,ConcessionsAmount,bigint(20),YES,,,
35,ConstructionMaterials,text,YES,,,
36,Contingency,text,YES,,,
37,Cooling,text,YES,,,
38,CoolingYN,tinyint(1),YES,,,
39,Country,varchar(22),YES,,,
40,CountyOrParish,varchar(70),YES,,,
41,CoveredSpaces,"decimal(14,2)",YES,,,
42,CultivatedArea,"decimal(14,2)",YES,,,
43,CurrentFinancing,text,YES,,,
44,DevelopmentStatus,text,YES,,,
45,Directions,text,YES,,,
46,Disclosures,text,YES,,,
47,DocumentsAvailable,text,YES,,,
48,DocumentsCount,bigint(20),YES,,,
49,DoorFeatures,text,YES,,,
50,DualVariableCompensationYN,tinyint(1),YES,,,
51,Electric,text,YES,,,
52,ElectricExpense,"decimal(14,2)",YES,,,
53,ElectricOnPropertyYN,tinyint(1),YES,,,
54,ElementarySchool,varchar(70),YES,,,
55,EntryLevel,bigint(20),YES,,,
56,EntryLocation,varchar(90),YES,,,
57,Exclusions,text,YES,,,
58,ExistingLeaseType,varchar(95),YES,,,
59,ExpirationDate,date,YES,,,
60,ExteriorFeatures,text,YES,,,
61,FarmLandAreaUnits,varchar(45),YES,,,
62,Fencing,text,YES,,,
63,FinancialDataSource,varchar(95),YES,,,
64,FireplaceFeatures,text,YES,,,
65,FireplaceYN,tinyint(1),YES,,,
66,FireplacesTotal,bigint(20),YES,,,
67,Flooring,text,YES,,,
68,FoundationArea,"decimal(17,2)",YES,,,
69,FoundationDetails,text,YES,,,
70,FrontageLength,text,YES,,,
71,FrontageType,text,YES,,,
72,GarageSpaces,"decimal(14,2)",YES,,,
73,GarageYN,tinyint(1),YES,,,
74,Gas,text,YES,,,
75,GreenEnergyEfficient,text,YES,,,
76,GreenEnergyGeneration,text,YES,,,
77,GreenIndoorAirQuality,text,YES,,,
78,GreenWaterConservation,text,YES,,,
79,GrossIncome,"decimal(14,2)",YES,,,
80,GrossScheduledIncome,"decimal(14,2)",YES,,,
81,Heating,text,YES,,,
82,HeatingYN,tinyint(1),YES,,,
83,HighSchool,varchar(70),YES,,,
84,HomeWarrantyYN,tinyint(1),YES,,,
85,HorseAmenities,text,YES,,,
86,HorseYN,tinyint(1),YES,,,
87,IDXParticipationYN,tinyint(1),YES,,,
88,InsuranceExpense,"decimal(14,2)",YES,,,
89,InteriorFeatures,text,YES,,,
90,Latitude,"decimal(12,8)",YES,,,
91,LaundryFeatures,text,YES,,,
92,LeaseTerm,varchar(90),YES,,,
93,Levels,text,YES,,,
94,ListAgentMlsId,varchar(45),YES,MUL,,
95,ListOfficeMlsId,varchar(45),YES,,,
96,ListPrice,"decimal(14,2)",YES,MUL,,
97,ListingAgreement,varchar(45),YES,,,
98,ListingContractDate,date,YES,,,
99,ListingId,varchar(275),YES,MUL,,
100,ListingKey,varchar(275),NO,PRI,,
101,ListingService,varchar(45),YES,,,
102,ListingTerms,text,YES,,,
103,LivingArea,"decimal(14,2)",YES,MUL,,
104,Longitude,"decimal(12,8)",YES,,,
105,LotFeatures,text,YES,,,
106,LotSizeAcres,"decimal(16,2)",YES,,,
107,LotSizeArea,"decimal(16,2)",YES,,,
108,LotSizeSquareFeet,"decimal(14,2)",YES,,,
109,LotSizeUnits,varchar(45),YES,,,
110,MLSAreaMajor,varchar(70),YES,,,
111,MLSAreaMinor,varchar(70),YES,,,
112,MLSPIN_ALERT_COMMENTS,varchar(120),YES,,,
113,MLSPIN_ANT_SOLD_DATE,datetime,YES,,,
114,MLSPIN_APOD_AVAILABLE,varchar(24),YES,,,
115,MLSPIN_AUCTION_BUYERS_PREMIUM_PERCENT,"decimal(15,2)",YES,,,
116,MLSPIN_AUCTION_DEPOSIT,varchar(30),YES,,,
117,MLSPIN_AUCTION_TERMS,text,YES,,,
118,MLSPIN_AvailableNow,tinyint(1),YES,,,
119,MLSPIN_CERTIFICATE_NUMBER,varchar(35),YES,,,
120,MLSPIN_COLOR,varchar(30),YES,,,
121,MLSPIN_COMPLEX_COMPLETE,varchar(24),YES,,,
122,MLSPIN_COMP_BASED_ON,varchar(42),YES,,,
123,MLSPIN_COOLING_UNITS,bigint(20),YES,,,
124,MLSPIN_COOLING_ZONES,varchar(24),YES,,,
125,MLSPIN_COOP_COMP,varchar(30),YES,,,
126,MLSPIN_DEPOSIT_REQD,varchar(24),YES,,,
127,MLSPIN_DEQE,varchar(30),YES,,,
128,MLSPIN_DISCLOSURE,varchar(21),YES,,,
129,MLSPIN_DPR_Flag,varchar(24),YES,,,
130,MLSPIN_ENTERED_BY,varchar(28),YES,,,
131,MLSPIN_FIRST_MON_REQD,varchar(24),YES,,,
132,MLSPIN_FLRS_1,bigint(20),YES,,,
133,MLSPIN_FLRS_2,bigint(20),YES,,,
134,MLSPIN_FLRS_3,bigint(20),YES,,,
135,MLSPIN_FLRS_4,bigint(20),YES,,,
136,MLSPIN_GRE,bigint(20),YES,,,
137,MLSPIN_HEAT_UNITS,bigint(20),YES,,,
138,MLSPIN_HEAT_ZONES,bigint(20),YES,,,
139,MLSPIN_HTE,bigint(20),YES,,,
140,MLSPIN_INSURANCE_REQD,varchar(24),YES,,,
