,Field,Type,Null,Key,Default,Extra
0,Acres,"decimal(11,3)",YES,,,
1,AgentOwner,varchar(3),YES,,,
2,AllowAutoValuation,varchar(3),YES,,,
3,AllowConsumerComment,varchar(3),YES,,,
4,AppointmentPhone,varchar(20),YES,,,
5,AssessedValuation,"decimal(10,2)",YES,,,
6,AssessmentPending,varchar(24),YES,,,
7,Association,varchar(30),YES,,,
8,AssumableMortgage,varchar(57),YES,,,
9,AuctionType,varchar(11),YES,,,
10,AuctionYN,varchar(3),YES,,,
11,AuctioneerLicense,varchar(8),YES,,,
12,Availability,varchar(11),YES,,,
13,BackOnMarketDate,date,YES,,,
14,BackOnMarketInputDate,datetime,YES,,,
15,BrokerLoad,varchar(3),YES,,,
16,BuyerBrokerComp,"decimal(9,2)",YES,,,
17,BuyerBrokerCompDisplay,varchar(16),YES,,,
18,BuyerBrokerCompType,varchar(2),YES,,,
19,City,varchar(50),YES,,,
20,Class,varchar(38),YES,,,
21,ClosingInputDate,datetime,YES,,,
22,CoListOfficeReference,varchar(16),YES,,,
23,CoSalesOfficeID,varchar(16),YES,,,
24,CoSalesOfficeName,varchar(50),YES,,,
25,CoSalesOfficeReference,varchar(16),YES,,,
26,Contingency,varchar(31),YES,,,
27,CopyrightRemarks,varchar(3),YES,,,
28,Country,varchar(50),YES,,,
29,County,varchar(50),YES,,,
30,CountyAbbreviation,varchar(4),YES,,,
31,CurrencyCode,varchar(5),YES,,,
32,DaysOnMarket,int(4),YES,,,
33,DaysOnMarketCumulative,int(4),YES,,,
34,DefaultImageFilename,longtext,YES,,,
35,Directions,varchar(300),YES,,,
36,DistributeAddressToInternet,varchar(3),YES,,,
37,DistributeToInternet,varchar(3),YES,,,
38,District,varchar(0),YES,,,
39,ExpirationDate,date,YES,,,
40,FacilitatorComp,"decimal(8,2)",YES,,,
41,FacilitatorCompDisplay,varchar(16),YES,,,
42,FacilitatorCompType,varchar(2),YES,,,
43,Fence,varchar(61),YES,,,
44,FinancingTerms,varchar(21),YES,,,
45,ForeclosureStatus,varchar(13),YES,,,
46,FrontageFeet,varchar(96),YES,,,
47,GreenCertYN,varchar(3),YES,,,
48,HomesteadDesc,varchar(3),YES,,,
49,InputDate,date,YES,,,
50,InterestRatePercent,"decimal(6,3)",YES,,,
51,IsBuyersPremium,varchar(3),YES,,,
52,IsOutOfArea,varchar(2),YES,,,
53,LakeAcres,int(11),YES,,,
