,Field,Type,Null,Key,Default,Extra
0,systemid,int(10),NO,PRI,,
1,buyer_agent,int(10),YES,,,
2,address,varchar(100),YES,,,
3,address_direction,varchar(2),YES,,,
4,address_number,varchar(15),YES,,,
5,address_search_number,int(10),YES,,,
6,address_street,varchar(50),YES,,,
7,agency,varchar(10),YES,,,
8,agent_hit_count,int(10),YES,,,
9,amount_of_concessions,"decimal(18,2)",YES,,,
10,appraisal_district_number,varchar(40),YES,,,
11,apx_shore_line,varchar(25),YES,,,
12,asking_price,int(10),YES,MUL,,
13,associated_document_count,int(10),YES,,,
14,available_financing,varchar(157),YES,,,
15,back_on_market_date,date,YES,,,
16,buyer_agent_office,int(10),YES,,,
17,buyer_agent_team,int(10),YES,,,
18,buyer_photos_allowed_yn,varchar(5),YES,,,
19,buyers_costs_paid_by_sell,varchar(25),YES,,,
20,city,varchar(20),YES,MUL,,
21,class,varchar(34),YES,,,
22,client_hit_count,int(10),YES,,,
23,contract_date,date,YES,,,
24,county,varchar(18),YES,,,
25,disc_point_paid_by_seller,varchar(25),YES,,,
26,disc_points_paid_by_buyer,varchar(25),YES,,,
27,distressed_sale,varchar(30),YES,,,
28,doc_timestamp,datetime,YES,,,
29,documents_on_file,varchar(129),YES,,,
30,dom,int(10),YES,,,
31,domls,int(10),YES,,,
32,down_payment,int(10),YES,,,
33,expiration_date,date,YES,,,
34,fee_to_buyers_agent_yn,varchar(10),YES,,,
35,first_photo_add_timestamp,datetime,YES,,,
36,gas_co,varchar(25),YES,,,
37,geo_address_line,varchar(255),YES,,,
38,geo_latitude,"decimal(18,15)",YES,,,
39,geo_longitude,"decimal(19,15)",YES,,,
40,geo_match_code,smallint(3),YES,,,
41,geo_matched_method,smallint(3),YES,,,
42,geo_postal_code,varchar(10),YES,,,
43,geo_primary_city,varchar(100),YES,,,
44,geo_quality,"decimal(12,8)",YES,,,
45,geo_secondary_city,varchar(100),YES,,,
46,geo_subdivision,varchar(2),YES,,,
47,geo_update_timestamp,datetime,YES,,,
48,geo_zoom_level,"decimal(2,0)",YES,,,
49,hotsheet_date,date,YES,,,
50,how_sold,smallint(3),YES,,,
51,idx_include,varchar(19),YES,,,
52,input_date,datetime,YES,,,
53,internet_yn,varchar(10),YES,,,
54,la1agent_address2,varchar(50),YES,,,
55,la1agent_city,varchar(50),YES,,,
56,la1agent_email,varchar(50),YES,,,
57,la1agent_first_name,varchar(50),YES,,,
58,la1agent_last_name,varchar(50),YES,,,
59,la1agent_logon_name,varchar(20),YES,,,
60,la1agent_middle_initial,varchar(1),YES,,,
61,la1agent_phone1_countryid,int(10),YES,,,
62,la1agent_phone1_extension,varchar(5),YES,,,
63,la1agent_phone1_number,varchar(30),YES,,,
64,la1agent_phone2_countryid,int(10),YES,,,
65,la1agent_phone2_extension,varchar(5),YES,,,
66,la1agent_phone2_number,varchar(30),YES,,,
67,la1agent_phone3_countryid,int(10),YES,,,
68,la1agent_phone3_extension,varchar(5),YES,,,
69,la1agent_phone3_number,varchar(30),YES,,,
70,la1agent_phone4_countryid,int(10),YES,,,
71,la1agent_phone4_extension,varchar(5),YES,,,
72,la1agent_phone4_number,varchar(30),YES,,,
73,la1agent_phone5_countryid,int(10),YES,,,
74,la1agent_phone5_extension,varchar(5),YES,,,
75,la1agent_phone5_number,varchar(30),YES,,,
76,la1agent_state,varchar(2),YES,,,
77,la1agent_status,varchar(1),YES,,,
78,la1agent_type,smallint(3),YES,,,
