,Field,Type,Null,Key,Default,Extra
0,internal_listing_id,varchar(26),NO,PRI,,
1,active_kopending_continue_to_show,varchar(100),YES,,,
2,association_fee,"decimal(15,2)",YES,,,
3,book,varchar(20),YES,,,
4,county,varchar(100),YES,,,
5,electric,varchar(265),YES,,,
6,fee_frequency_paid,varchar(100),YES,,,
7,full_tax_amount_,"decimal(11,2)",YES,,,
8,gas,varchar(100),YES,,,
9,list_price,"decimal(15,2)",YES,MUL,,
10,listing_agreement,varchar(100),YES,,,
11,listing_id,varchar(13),YES,MUL,,
12,listingmembershortid,varchar(15),YES,MUL,,
13,listingofficename,varchar(150),YES,MUL,,
14,listingofficeshortid,varchar(15),YES,,,
15,location,varchar(328),YES,,,
16,lot_size_acres_,"decimal(15,2)",YES,,,
17,map,varchar(20),YES,,,
18,original_list_price,"decimal(14,2)",YES,,,
19,page,varchar(20),YES,,,
20,parking,varchar(144),YES,,,
21,picture_count,int(11),YES,,,
22,picture_timestamp,datetime,YES,,,
23,property_type,varchar(2),YES,,,
24,remarks,text,YES,,,
25,sewer,varchar(140),YES,,,
26,stateprovince,varchar(100),YES,,,
27,status,varchar(100),YES,,,
28,street_name,varchar(30),YES,,,
29,street_num,varchar(10),YES,,,
30,street_type,varchar(100),YES,,,
31,surveyed,varchar(100),YES,,,
32,tax_year,varchar(20),YES,,,
33,timestamp,datetime,YES,,,
34,town,varchar(100),YES,MUL,,
35,unbranded_virtual_tour,text,YES,,,
36,vowaddressdisplay,tinyint(1),YES,,,
37,vowautomatedvaluationdisplay,tinyint(1),YES,,,
38,vowconsumercomment,tinyint(1),YES,,,
39,vowentirelistingdisplay,tinyint(1),YES,,,
40,water,varchar(100),YES,,,
41,zip_code,varchar(100),YES,MUL,,
42,zoning,varchar(20),YES,,,
43,zoning_overlay,varchar(100),YES,,,
44,appliances_included,varchar(120),YES,,,
45,condominium_building_num,text,YES,,,
46,condominium_fha_certification,varchar(100),YES,,,
47,condominium_floor_num,bigint(20),YES,,,
48,condominium_num_of_buildings,bigint(20),YES,,,
49,condominium_total_units,bigint(20),YES,,,
50,condominium_unit_type,varchar(100),YES,,,
51,condominium_units_in_building,bigint(20),YES,,,
52,condominium_va_certification,varchar(100),YES,,,
53,garage,varchar(100),YES,,,
54,garage_spaces,int(4),YES,,,
55,mobile_home_includes,varchar(100),YES,,,
56,mobile_home_make,text,YES,,,
57,mobile_home_model,text,YES,,,
58,mobile_home_serial_num,text,YES,,,
59,num_bedrooms,int(4),YES,MUL,,
60,num_fireplaces,int(4),YES,,,
61,num_rooms,int(6),YES,,,
62,property_subtype,varchar(100),YES,,,
63,source_of_road_frontage,varchar(100),YES,,,
64,total_full_baths,int(6),YES,,,
65,total_half_baths,int(6),YES,,,
66,water_heater,varchar(123),YES,,,
67,water_info_water_frontage_owned_,bigint(20),YES,,,
68,water_info_water_frontage_shared_,bigint(20),YES,,,
69,driveway,varchar(100),YES,,,
70,lot,varchar(20),YES,,,
71,neighborhood_association,varchar(100),YES,,,
72,recreational_water,varchar(161),YES,,,
73,restrictions,varchar(131),YES,,,
74,road_frontage_,"decimal(15,2)",YES,,,
75,roads,varchar(108),YES,,,
76,school_district,varchar(100),YES,,,
77,seasonal,varchar(100),YES,,,
78,site,varchar(167),YES,,,
79,transportation,varchar(104),YES,,,
80,utilities_pole,text,YES,,,
81,view,varchar(100),YES,,,
82,water_body_type,varchar(100),YES,,,
83,water_info_island,varchar(100),YES,,,
84,water_info_water_body_name,text,YES,,,
85,water_info_water_front_amount_,bigint(20),YES,,,
86,water_info_water_frontage,varchar(100),YES,,,
87,water_info_water_view,varchar(100),YES,,,
88,accessibilitiy__amenities,varchar(201),YES,,,
89,amenities,varchar(581),YES,,,
90,color,varchar(20),YES,,,
91,equipment,varchar(157),YES,,,
92,sqft_finished_above_grade,"decimal(10,2)",YES,MUL,,
93,sqft_finished_below_grade,"decimal(10,2)",YES,,,
94,sqft_finished_total,"decimal(10,2)",YES,,,
95,sqft_source,varchar(100),YES,,,
96,style,varchar(328),YES,MUL,,
97,total_baths,"decimal(7,2)",YES,,,
98,vehicle_storage,varchar(170),YES,,,
99,year_built,int(4),YES,MUL,,
100,basement,varchar(127),YES,,,
101,construction,varchar(106),YES,,,
102,cooling,varchar(100),YES,,,
103,exterior,varchar(198),YES,,,
104,floors,varchar(100),YES,,,
105,foundation_materials,varchar(100),YES,,,
106,heat_fuel,varchar(128),YES,,,
107,heat_system,varchar(212),YES,,,
108,leased_land,varchar(100),YES,,,
109,roof,varchar(106),YES,,,
110,unit_num,varchar(30),YES,,,
111,water_info_water_frontage_owned,bigint(20),YES,,,
112,water_info_water_frontage_share,bigint(20),YES,,,
113,building_info_num_floors,bigint(20),YES,,,
114,building_info_num_heating_units,bigint(20),YES,,,
115,building_info_num_of_full_baths,bigint(20),YES,,,
116,building_info_num_of_half_baths,bigint(20),YES,,,
