,Field,Type,Null,Key,Default,Extra
0,AboveGradeFinishedArea,"decimal(14,2)",YES,,,
1,AccessibilityFeatures,varchar(310),YES,,,
2,Appliances,varchar(200),YES,,,
3,ArchitecturalStyle,varchar(27),YES,,,
4,AssociationAmenities,varchar(350),YES,,,
5,AssociationFee,"decimal(14,2)",YES,,,
6,AssociationFeeFrequency,varchar(19),YES,,,
7,AssociationFeeIncludes,varchar(90),YES,,,
8,AssociationYN,tinyint(1),YES,,,
9,AttachedGarageYN,tinyint(1),YES,,,
10,Basement,varchar(60),YES,,,
11,BasementFinished,int(11),YES,,,
12,BathroomsFull,int(11),YES,,,
13,BathroomsHalf,int(11),YES,,,
14,BathroomsOneQuarter,int(11),YES,,,
15,BathroomsPartial,int(11),YES,,,
16,BathroomsThreeQuarter,int(11),YES,,,
17,BathroomsTotalInteger,int(11),YES,MUL,,
18,BedroomsTotal,int(11),YES,MUL,,
19,BodyType,varchar(20),YES,,,
20,BuilderName,varchar(70),YES,,,
21,BuildingAreaTotal,"decimal(14,2)",YES,,,
22,BuildingFeatures,varchar(15),YES,,,
23,BusinessType,varchar(34),YES,,,
24,CapRate,"decimal(5,2)",YES,,,
25,CarportSpaces,"decimal(14,2)",YES,,,
26,CarportYN,tinyint(1),YES,,,
27,City,varchar(33),YES,MUL,,
28,CoListAgentFirstName,varchar(70),YES,,,
29,CoListAgentFullName,varchar(170),YES,,,
30,CoListAgentKey,text,YES,,,
31,CoListAgentKeyNumeric,int(11),YES,,,
32,CoListAgentLastName,varchar(70),YES,,,
33,CoListAgentMiddleName,varchar(70),YES,,,
34,CoListAgentMlsId,varchar(45),YES,MUL,,
35,CoListAgentStateLicense,varchar(70),YES,,,
36,CoListOfficeKey,text,YES,,,
37,CoListOfficeKeyNumeric,int(11),YES,,,
38,CoListOfficeMlsId,varchar(45),YES,,,
39,CoListOfficeName,text,YES,,,
40,CommonWalls,varchar(26),YES,,,
41,CommunityFeatures,varchar(19),YES,,,
42,ConstStatus,text,YES,,,
43,ConstructionMaterials,varchar(100),YES,,,
44,ContingentDate,date,YES,,,
45,ContractStatusChangeDate,date,YES,,,
46,Cooling,varchar(90),YES,,,
47,CoolingYN,tinyint(1),YES,,,
48,CopyrightNotice,text,YES,,,
49,Country,varchar(12),YES,,,
50,CountyOrParish,varchar(20),YES,,,
51,CoveredSpaces,"decimal(14,2)",YES,,,
52,CrossStreet,varchar(70),YES,,,
53,CumulativeDaysOnMarket,int(11),YES,,,
54,CurrentUse,varchar(80),YES,,,
55,DOH1,varchar(45),YES,,,
56,DOH2,varchar(45),YES,,,
57,DOH3,varchar(45),YES,,,
58,DaysOnMarket,int(11),YES,,,
59,DirectionFaces,varchar(19),YES,,,
60,DoorFeatures,varchar(21),YES,,,
61,Electric,varchar(38),YES,,,
62,ElementarySchool,varchar(63),YES,,,
63,ElementarySchoolDistrict,varchar(34),YES,,,
64,Exclusions,text,YES,,,
65,ExteriorFeatures,varchar(260),YES,,,
66,Fencing,varchar(17),YES,,,
67,FireplaceFeatures,varchar(28),YES,,,
68,FireplaceYN,tinyint(1),YES,,,
69,FireplacesTotal,int(11),YES,,,
70,Flooring,varchar(70),YES,,,
71,FoundationDetails,varchar(27),YES,,,
72,FrontageLength,text,YES,,,
73,GarageSpaces,"decimal(14,2)",YES,,,
74,GarageYN,tinyint(1),YES,,,
75,GreenBuildingVerificationType,varchar(80),YES,,,
76,GreenEnergyEfficient,varchar(23),YES,,,
77,GreenEnergyGeneration,varchar(15),YES,,,
78,GreenIndoorAirQuality,varchar(34),YES,,,
79,GreenLocation,varchar(15),YES,,,
80,GreenSustainability,varchar(36),YES,,,
81,GreenWaterConservation,varchar(39),YES,,,
82,Heating,varchar(130),YES,,,
83,HeatingYN,tinyint(1),YES,,,
84,HighSchool,varchar(63),YES,,,
85,HighSchoolDistrict,varchar(34),YES,,,
86,HorseYN,tinyint(1),YES,,,
87,Inclusions,text,YES,,,
88,InteriorFeatures,varchar(500),YES,,,
89,InternetAddressDisplayYN,tinyint(1),YES,,,
90,InternetAutomatedValuationDisplayYN,tinyint(1),YES,,,
91,InternetConsumerCommentYN,tinyint(1),YES,,,
92,InternetEntireListingDisplayYN,tinyint(1),YES,,,
93,IrrigationWaterRightsAcres,"decimal(16,4)",YES,,,
94,LaundryFeatures,varchar(40),YES,,,
95,LeaseAmount,"decimal(14,2)",YES,,,
96,LeaseConsideredYN,tinyint(1),YES,,,
97,LevelData,text,YES,,,
98,Levels,varchar(23),YES,,,
99,License1,varchar(45),YES,,,
100,License2,varchar(45),YES,,,
101,License3,varchar(45),YES,,,
102,ListAgentFirstName,varchar(70),YES,,,
103,ListAgentFullName,varchar(170),YES,,,
104,ListAgentKey,text,YES,,,
105,ListAgentKeyNumeric,int(11),YES,,,
106,ListAgentLastName,varchar(70),YES,,,
107,ListAgentMiddleName,varchar(70),YES,,,
108,ListAgentMlsId,varchar(45),YES,MUL,,
109,ListOfficeKey,text,YES,,,
110,ListOfficeKeyNumeric,int(11),YES,,,
111,ListOfficeMlsId,varchar(45),YES,,,
112,ListOfficeName,varchar(100),YES,MUL,,
113,ListPrice,"decimal(14,2)",YES,MUL,,
114,ListingContractDate,date,YES,,,
115,ListingId,varchar(64),YES,,,
116,ListingKey,varchar(64),NO,PRI,,
117,ListingKeyNumeric,int(11),YES,,,
118,ListingService,varchar(24),YES,,,
119,ListingTerms,varchar(190),YES,,,
120,LivingArea,"decimal(14,2)",YES,MUL,,
121,LivingAreaSource,varchar(23),YES,,,
122,LivingAreaUnits,varchar(22),YES,,,
123,LotFeatures,varchar(270),YES,,,
124,LotSizeAcres,"decimal(14,2)",YES,,,
125,LotSizeArea,"decimal(16,4)",YES,,,
126,LotSizeDimensions,varchar(170),YES,,,
127,LotSizeSquareFeet,"decimal(14,2)",YES,,,
128,LotSizeUnits,varchar(22),YES,,,
129,MLSAreaMajor,varchar(37),YES,,,
130,MainLevelBedrooms,int(11),YES,,,
131,Make,varchar(70),YES,,,
132,MasterBedroomLevel,varchar(18),YES,,,
133,MiddleOrJuniorSchool,varchar(63),YES,,,
134,MiddleOrJuniorSchoolDistrict,varchar(34),YES,,,
135,MlsStatus,varchar(34),YES,,,
136,MobileLength,int(11),YES,,,
137,MobileWidth,int(11),YES,,,
138,Model,varchar(70),YES,,,
