,Field,Type,Null,Key,Default,Extra
0,ListingAgentID,int(10),YES,MUL,,
1,ListingID,varchar(14),NO,MUL,,
2,AdditionalListingInfo,varchar(102),YES,,,
3,AdditionalListingInfo_IDX,varchar(43),YES,,,
4,Age,smallint(3),YES,,,
5,AgentRemarks,varchar(1000),YES,,,
6,Aggregation,varchar(11),YES,,,
7,AreaID,int(10),YES,,,
8,AreaText,varchar(50),YES,,,
9,BarclaysHorizontal,varchar(6),YES,,,
10,BarclaysPage,varchar(6),YES,,,
11,BarclaysVertical,varchar(6),YES,,,
12,Board,varchar(30),YES,,,
13,BoardLoaded,tinyint(1),YES,,,
14,BondsAssessments,varchar(33),YES,,,
15,BoxNumber,varchar(5),YES,,,
16,COEDate,datetime,YES,,,
17,CensusTract,varchar(10),YES,,,
18,CityID,int(10),YES,,,
19,CityLimitsYN,tinyint(1),YES,,,
20,CityName,varchar(100),YES,MUL,,
21,CityPostalID,bigint(10),YES,,,
22,CityPostalName,varchar(100),YES,,,
23,CityTransferTaxYN,tinyint(1),YES,,,
24,Class,varchar(39),YES,,,
25,CoOpSale,varchar(41),YES,,,
26,Commission,"decimal(10,2)",YES,,,
27,CommissionRemarks,varchar(100),YES,,,
28,CommissionText,varchar(25),YES,,,
29,CommissionType,varchar(20),YES,,,
30,CommissionUnit,varchar(13),YES,,,
31,Communications,varchar(99),YES,,,
32,ContingencyDate,datetime,YES,,,
33,ContingencyType,varchar(36),YES,,,
34,ContingentExpirationDate,datetime,YES,,,
35,ContractDate,datetime,YES,,,
36,CoordinatesSource,tinyint(3),YES,,,
37,Country,int(8),YES,,,
38,CountyID,int(10),YES,,,
39,CountyName,varchar(30),YES,,,
40,CrossStreet,varchar(100),YES,,,
41,DateAvailable,datetime,YES,,,
42,DaysOnMarket,smallint(4),YES,,,
43,Directions,varchar(255),YES,,,
44,DisclosuresOther,varchar(50),YES,,,
45,DisclosuresURL,varchar(256),YES,,,
46,DocsDisclosures,varchar(40),YES,,,
47,DualVariableYN,tinyint(1),YES,,,
48,EntryAgentFirstName,varchar(50),YES,,,
49,EntryAgentLastName,varchar(50),YES,,,
50,EscrowCompany,varchar(40),YES,,,
51,EscrowNumber,varchar(40),YES,,,
52,ExpirationDate,datetime,YES,,,
53,FilteredAddress,varchar(50),YES,,,
54,FinancialRemarks,varchar(75),YES,,,
55,GarageParking,varchar(195),YES,,,
